datetime,grid1-loss,season_x,dew_point,week_x,dew_point_max,month_x,dew_point_min,dew_point_mean,grid1-temp_min,temperature_min,temperature,temperature_max,grid1-temp,grid1-temp_max,temperature_mean,grid1-temp_mean,grid1-load,demand,ewma
2017-12-09 15:00:00+00:00,21.279,-1.8369701987210287e-16,-0.35,0.88545602565321,2.15,0.8660254037844384,-0.67,1.044166666666667,1.3000000000000114,1.15,2.91,4.07,1.3000000000000114,3.0,3.13375,2.258333333333352,497.634,397.466307687,23.611
2017-12-10 15:00:00+00:00,24.966,-1.8369701987210287e-16,-9.83,0.88545602565321,-0.59,0.8660254037844384,-9.83,-5.305416666666667,-4.0,-4.77,-4.77,2.57,-4.0,0.9000000000000341,-1.1891666666666667,-2.066666666666651,511.601,436.0598062813,21.391540575031463
2017-12-11 15:00:00+00:00,31.6,-1.8369701987210287e-16,-7.65,0.9350162426854148,-6.9,0.8660254037844384,-10.55,-8.88875,-6.0,-5.06,-3.45,-2.03,-5.199999999999989,-3.2999999999999545,-3.974166666666666,-5.049999999999983,565.552,497.5385097916,24.79349926281621
2017-12-12 15:00:00+00:00,32.805,-1.8369701987210287e-16,-10.55,0.9350162426854148,-7.9,0.8660254037844384,-10.75,-9.77375,-6.199999999999989,-7.41,-7.02,-4.02,-3.899999999999977,-3.599999999999966,-6.460416666666666,-4.766666666666642,563.449,508.5151361159,31.271523367532268
2017-12-13 15:00:00+00:00,31.544,-1.8369701987210287e-16,-12.05,0.9350162426854148,-2.28,0.8660254037844384,-12.05,-8.485833333333334,-3.7999999999999545,-6.92,-5.27,-0.23,-3.6999999999999886,-1.3999999999999773,-4.070416666666667,-2.4208333333333107,565.479,487.8687714694,32.73099556517357
2017-12-14 15:00:00+00:00,34.801,-1.8369701987210287e-16,-7.85,0.9350162426854148,-4.89,0.8660254037844384,-11.33,-7.934583333333332,-9.099999999999966,-6.15,-5.7,-3.24,-9.099999999999966,-3.0,-5.218333333333334,-6.020833333333312,493.574,503.7862195498,31.60128351778063
2017-12-15 15:00:00+00:00,34.57,-1.8369701987210287e-16,-6.55,0.9350162426854148,-6.55,0.8660254037844384,-8.95,-7.867083333333333,-10.699999999999989,-6.65,-4.29,-4.29,-7.199999999999989,-7.199999999999989,-5.63,-9.245833333333318,512.484,496.9690319172,34.64658407682392
2017-12-16 15:00:00+00:00,28.858,-1.8369701987210287e-16,-2.87,0.9350162426854148,-2.87,0.8660254037844384,-7.18,-6.0754166666666665,-6.5,-4.41,-1.03,-1.03,-0.6999999999999886,-0.6999999999999886,-3.39,-3.3374999999999795,483.211,430.8237570955,34.57369589024186
2017-12-17 15:00:00+00:00,26.961,-1.8369701987210287e-16,-8.23,0.9350162426854148,-2.51,0.8660254037844384,-8.23,-4.216666666666667,-3.2999999999999545,-3.37,-3.37,0.69,-3.2999999999999545,-0.2999999999999545,-0.8516666666666667,-1.3791666666666416,528.749,450.3851507755,29.13383520677221
2017-12-18 15:00:00+00:00,26.822,-1.8369701987210287e-16,0.45,0.970941817426052,1.41,0.8660254037844384,-9.84,-4.4504166666666665,-4.2999999999999545,-4.65,4.38,4.75,2.5,3.400000000000034,-0.3283333333333333,0.166666666666695,602.078,469.0652170782,27.065859401208726
2017-12-19 15:00:00+00:00,22.997,-1.8369701987210287e-16,3.35,0.970941817426052,3.35,0.8660254037844384,-4.73,-0.7425000000000002,0.9000000000000341,0.38,4.77,4.77,4.300000000000011,4.800000000000011,2.6916666666666664,3.1083333333333534,614.459,461.1097331128,26.833768472229355
2017-12-20 15:00:00+00:00,23.278,-1.8369701987210287e-16,1.53,0.970941817426052,3.72,0.8660254037844384,1.53,2.795833333333334,2.1000000000000227,3.0,3.0,4.97,2.200000000000045,4.5,4.432083333333334,3.725000000000023,601.496,460.9101290965,23.18215957552628
2017-12-21 15:00:00+00:00,23.938,1.0,-0.79,0.970941817426052,1.2,0.8660254037844384,-2.84,-0.8291666666666667,0.6000000000000227,1.25,3.43,4.49,2.5,3.200000000000045,3.1054166666666663,2.1000000000000205,634.435,443.923701706,23.27337481282953
2017-12-22 15:00:00+00:00,23.437,1.0,-0.45,0.970941817426052,-0.04,0.8660254037844384,-2.59,-1.6670833333333333,0.9000000000000341,1.84,1.84,3.35,0.9000000000000341,2.900000000000034,2.893333333333334,1.8625000000000185,632.16,434.0764887849,23.905925685787068
2017-12-23 15:00:00+00:00,19.747,1.0,-0.55,0.970941817426052,4.99,0.8660254037844384,-1.06,0.955,1.0,1.28,3.3,5.79,1.5,6.300000000000011,3.97875,3.5541666666666885,572.906,362.5478025394,23.45963000271248
2017-12-24 15:00:00+00:00,19.904,1.0,-1.75,0.970941817426052,-0.15,0.8660254037844384,-1.81,-0.9625,0.0,0.28,0.28,3.09,0.0,1.7000000000000457,1.9645833333333331,0.9000000000000224,551.827,388.925734022,19.926168745876645
2017-12-25 15:00:00+00:00,18.028,1.0,-2.29,0.992708874098054,-0.5,0.8660254037844384,-2.29,-1.35125,-0.6999999999999886,-0.62,-0.62,1.72,-0.5,0.0,0.1333333333333333,-0.2708333333333144,550.245,394.5898308045,19.905069847087773
2017-12-26 15:00:00+00:00,22.803,1.0,-5.68,0.992708874098054,-2.52,0.8660254037844384,-6.6,-4.875,-4.7999999999999545,-3.38,-3.22,-0.73,-3.0,-0.7999999999999545,-2.5825,-2.7374999999999807,504.936,408.6963149291,18.11858598626307
2017-12-27 15:00:00+00:00,27.94,1.0,-8.94,0.992708874098054,-5.49,0.8660254037844384,-8.94,-7.03375,-5.399999999999977,-5.59,-5.59,-1.77,-5.399999999999977,-3.1999999999999886,-2.9966666666666666,-4.099999999999977,508.408,463.6539168437,22.57693368490935
2017-12-28 15:00:00+00:00,27.046,1.0,-5.94,0.992708874098054,-5.94,0.8660254037844384,-10.86,-9.074583333333331,-8.099999999999966,-7.53,-2.9,-2.9,-2.5,-2.5,-6.075,-6.087499999999975,516.458,465.8685608242,27.681182432662016
2017-12-29 15:00:00+00:00,26.913,1.0,-6.87,0.992708874098054,-4.6,0.8660254037844384,-7.25,-5.9383333333333335,-4.2999999999999545,-4.59,-4.59,-1.27,-4.2999999999999545,-2.2999999999999545,-3.19875,-3.062499999999974,510.352,454.7531769205,27.07665342891152
2017-12-30 15:00:00+00:00,24.247,1.0,-10.45,0.992708874098054,-5.23,0.8660254037844384,-10.45,-8.008333333333333,-5.599999999999966,-6.61,-6.61,-3.35,-5.599999999999966,-4.099999999999966,-4.739583333333333,-4.79999999999998,462.971,432.9116449439,26.92089779202212
2017-12-31 15:00:00+00:00,29.28,1.0,-7.85,0.992708874098054,-7.85,0.8660254037844384,-12.2,-10.691250000000002,-8.099999999999966,-8.81,-4.37,-4.37,-3.899999999999977,-3.6999999999999886,-7.420416666666667,-5.991666666666646,465.082,451.4194180021,24.376040306642167
2018-01-01 15:00:00+00:00,24.684,1.0,-2.75,1.0,-1.95,1.0,-7.06,-2.942083333333333,-3.599999999999966,-3.28,1.17,2.83,-0.5,0.3000000000000113,1.7695833333333335,-1.079166666666642,439.141,416.1637863463,29.04333857469056
2018-01-02 15:00:00+00:00,25.678,1.0,-1.04,1.0,1.33,1.0,-4.25,-1.6937500000000003,-1.6999999999999886,-1.37,2.4,3.65,0.4000000000000341,1.6000000000000227,1.2525000000000002,0.2000000000000218,502.528,459.1874008068,24.89437841764688
