datetime,grid1-loss,season_x,week_x,month_x,dew_point_max,dew_point,grid1-temp_max,temperature_max,dew_point_min,dew_point_mean,grid1-temp_min,grid1-temp,temperature,grid1-temp_mean,temperature_min,temperature_mean,grid1-load,ewma,demand
2017-12-23 08:00:00+00:00,16.162,1.0,0.970941817426052,0.8660254037844384,4.99,-0.53,6.300000000000011,5.79,-2.48,0.5591666666666666,0.9000000000000341,3.8000000000000114,4.95,3.2458333333333536,1.28,3.5895833333333336,538.252,23.85504151270135,334.2699636739
2017-12-24 08:00:00+00:00,15.397,1.0,0.970941817426052,0.8660254037844384,-0.15,-1.46,3.200000000000045,4.75,-1.46,-0.5875,0.4000000000000341,1.2000000000000457,1.58,1.4500000000000242,1.58,2.92375,466.292,16.537675480631513,352.1021188786
2017-12-25 08:00:00+00:00,14.92,1.0,0.992708874098054,0.8660254037844384,-0.5,-1.28,1.2000000000000457,1.72,-1.81,-1.3325,-0.6999999999999886,-0.1999999999999886,0.0,-0.020833333333312,-0.39,0.4358333333333333,535.914,15.452702781367204,356.0236089209
2017-12-26 08:00:00+00:00,18.004,1.0,0.992708874098054,0.8660254037844384,-1.35,-6.4,-0.1999999999999886,-0.03,-6.4,-3.615416666666667,-4.7999999999999545,-3.099999999999966,-3.35,-2.162499999999985,-3.38,-1.7245833333333334,508.554,14.946013556938889,366.0276674042
2017-12-27 08:00:00+00:00,25.394,1.0,0.992708874098054,0.8660254037844384,-5.49,-7.61,-1.599999999999966,-1.77,-7.61,-6.425833333333333,-4.699999999999989,-4.699999999999989,-3.39,-3.2958333333333107,-3.39,-2.64875,483.325,17.854668877210017,419.3330259293
2017-12-28 08:00:00+00:00,25.149,1.0,0.992708874098054,0.8660254037844384,-7.75,-9.35,-4.699999999999989,-3.63,-10.86,-9.368333333333332,-8.099999999999966,-6.899999999999977,-6.73,-6.441666666666642,-7.53,-6.114166666666667,504.717,25.025830682504697,441.1153022263
2017-12-29 08:00:00+00:00,22.88,1.0,0.992708874098054,0.8660254037844384,-4.6,-6.03,-2.2999999999999545,-1.27,-8.98,-6.215416666666666,-6.599999999999966,-3.0,-3.53,-3.083333333333309,-6.34,-3.3208333333333333,516.045,25.142985253755267,429.192335652
2017-12-30 08:00:00+00:00,19.66,1.0,0.992708874098054,0.8660254037844384,-5.23,-8.98,-3.3999999999999773,-3.35,-8.98,-7.050833333333333,-5.399999999999977,-5.399999999999977,-4.84,-4.379166666666644,-5.34,-4.281666666666666,411.731,22.99050870731205,380.0499573353
2017-12-31 08:00:00+00:00,22.244,1.0,0.992708874098054,0.8660254037844384,-9.07,-10.94,-4.5,-4.95,-12.2,-10.771666666666668,-8.099999999999966,-5.199999999999989,-8.02,-6.391666666666647,-8.81,-7.286666666666666,399.954,19.82263924447842,377.3120423817
2018-01-01 08:00:00+00:00,17.972,1.0,1.0,1.0,-2.22,-2.56,-0.1999999999999886,2.83,-10.64,-4.96375,-4.199999999999989,-0.3999999999999772,2.13,-2.158333333333308,-7.63,-0.5666666666666667,392.432,22.12575731742627,346.2480954293
2018-01-02 08:00:00+00:00,24.473,1.0,1.0,1.0,1.33,0.89,1.6000000000000227,3.64,-4.25,-2.19,-1.6999999999999886,1.400000000000034,3.64,-0.1124999999999781,-1.37,0.9854166666666668,438.811,18.174841070605744,440.2799121908
2018-01-03 08:00:00+00:00,29.705,1.0,1.0,1.0,0.3,-8.44,1.3000000000000114,3.65,-8.95,-4.091666666666667,-3.6999999999999886,-3.2999999999999545,-4.96,-1.5124999999999769,-5.16,-0.71875,533.783,24.16544103531907,467.4005244094
2018-01-04 08:00:00+00:00,28.32,1.0,1.0,1.0,-4.4,-4.4,-1.099999999999966,-2.11,-8.59,-6.707083333333333,-4.699999999999989,-2.1999999999999886,-2.11,-2.9374999999999765,-4.75,-3.58875,530.905,29.434485864192045,449.5629302068
2018-01-05 08:00:00+00:00,28.892,1.0,1.0,1.0,-4.38,-8.34,-0.6999999999999886,-2.01,-8.34,-5.827916666666666,-5.199999999999989,-5.199999999999989,-5.84,-2.874999999999981,-5.84,-3.117083333333333,503.494,28.37442385979539,458.6801804996
2018-01-06 08:00:00+00:00,23.568,1.0,1.0,1.0,-4.55,-7.62,-4.2999999999999545,-0.71,-9.27,-7.48875,-6.199999999999989,-5.099999999999966,-2.48,-5.033333333333313,-7.57,-4.769583333333333,461.789,28.866725124657943,401.5376181786
2018-01-07 08:00:00+00:00,21.536,1.0,1.0,1.0,-4.24,-6.3,-1.099999999999966,0.29,-9.6,-7.070833333333333,-5.099999999999966,-1.099999999999966,0.29,-3.1333333333333164,-2.71,-1.8004166666666668,495.524,23.826753459818672,378.0206410471
2018-01-08 08:00:00+00:00,24.598,1.0,0.992708874098054,1.0,0.9,0.9,3.7000000000000455,3.17,-5.78,-3.767083333333334,-0.6999999999999886,3.7000000000000455,3.17,0.4250000000000208,-1.09,0.3370833333333333,438.349,21.64786471639401,435.8574742671
2018-01-09 08:00:00+00:00,29.893,1.0,0.992708874098054,1.0,1.75,-9.01,4.600000000000023,4.38,-9.01,-5.39125,-5.399999999999977,-5.399999999999977,-3.27,-1.34583333333331,-3.36,-1.2845833333333334,522.893,24.45393558948475,477.0102742671
2018-01-10 08:00:00+00:00,26.055,1.0,0.992708874098054,1.0,-7.77,-7.77,2.1000000000000227,-0.18,-10.71,-9.4375,-6.2999999999999545,2.1000000000000227,-0.18,-2.608333333333306,-5.33,-3.6975,582.08,29.627393330228035,448.6064445766
2018-01-11 08:00:00+00:00,23.438,1.0,0.992708874098054,1.0,-4.01,-4.01,4.400000000000034,2.21,-7.85,-6.370416666666666,-1.7999999999999543,2.1000000000000227,0.14,1.550000000000021,-1.5,0.3120833333333333,567.013,26.2294512335105,439.5843748155
2018-01-12 08:00:00+00:00,24.559,1.0,0.992708874098054,1.0,-3.62,-5.23,4.300000000000011,-0.17,-5.23,-4.612916666666667,-0.8999999999999773,-0.8999999999999773,-1.8,1.687500000000021,-1.8,-1.1820833333333334,573.284,23.574315367865506,452.1058079273
2018-01-13 08:00:00+00:00,22.385,1.0,0.992708874098054,1.0,-4.06,-9.09,-0.5,-0.64,-9.09,-5.87625,-3.6999999999999886,-1.599999999999966,-5.45,-2.0041666666666464,-5.45,-2.8204166666666666,511.957,24.51091474375423,399.455393413
2018-01-14 08:00:00+00:00,21.122,1.0,0.992708874098054,1.0,-8.25,-10.48,-1.5,-4.53,-11.54,-9.77875,-6.2999999999999545,-4.699999999999989,-7.84,-4.337499999999982,-8.75,-6.742916666666667,486.512,22.48881512199341,398.3402556876
2018-01-15 08:00:00+00:00,44.399,1.0,0.970941817426052,1.0,-4.88,-4.88,0.8000000000000114,2.61,-10.15,-6.49375,-4.5,0.0,2.61,-1.6541666666666497,-7.58,-0.8408333333333333,524.386,21.188745893290907,447.516629625
2018-01-16 08:00:00+00:00,40.143,1.0,0.970941817426052,1.0,-4.44,-4.5,1.3000000000000114,2.85,-5.35,-4.78875,-0.2999999999999545,0.3000000000000113,0.77,0.1375000000000241,0.42,1.5508333333333333,584.087,43.2655700876927,450.5087016799
2018-01-17 08:00:00+00:00,37.145,1.0,0.970941817426052,1.0,-3.48,-5.11,1.5,1.54,-5.11,-4.0475,-1.599999999999966,-0.7999999999999545,-0.55,0.2625000000000217,-0.55,0.7079166666666666,541.469,40.29548494585176,456.7095244188
2018-01-18 08:00:00+00:00,43.708,1.0,0.970941817426052,1.0,-5.57,-8.99,1.6000000000000227,-0.74,-8.99,-7.734999999999999,-3.7999999999999545,-3.7999999999999545,-3.78,-1.89999999999998,-3.78,-2.5716666666666668,510.362,37.298848116418085,461.3841960423
2018-01-19 08:00:00+00:00,45.289,1.0,0.970941817426052,1.0,-8.75,-12.18,-2.1999999999999886,-3.43,-12.21,-10.907916666666669,-7.299999999999954,-6.199999999999989,-9.44,-5.22083333333331,-9.44,-6.940416666666667,523.919,43.39502089929845,486.3106781521
2018-01-20 08:00:00+00:00,38.856,1.0,0.970941817426052,1.0,-9.82,-9.82,-3.7999999999999545,-7.41,-11.99,-11.0775,-6.099999999999966,-3.899999999999977,-7.41,-4.812499999999972,-9.31,-8.534583333333334,497.309,45.196511026973226,416.5598434106
2018-01-21 08:00:00+00:00,37.762,1.0,0.970941817426052,1.0,-8.01,-12.19,-2.8999999999999773,-5.03,-12.19,-10.135,-7.399999999999977,-7.399999999999977,-8.71,-4.783333333333313,-8.88,-7.343333333333333,481.176,39.16562715118265,409.4713406497
2018-01-22 08:00:00+00:00,53.358,1.0,0.9350162426854148,1.0,-10.29,-11.65,-6.099999999999966,-6.01,-12.03,-10.880833333333332,-10.099999999999966,-9.199999999999989,-8.43,-8.25833333333331,-8.43,-7.139166666666667,571.091,37.83054354077999,495.2519216016
2018-01-23 08:00:00+00:00,51.98,1.0,0.9350162426854148,1.0,-7.71,-7.71,-3.099999999999966,-3.51,-12.05,-10.315,-8.799999999999955,-3.099999999999966,-5.03,-6.191666666666642,-9.52,-6.5875,541.67,52.59974532807713,487.3773420485
2018-01-24 08:00:00+00:00,38.498,1.0,0.9350162426854148,1.0,0.55,-1.69,3.5,4.75,-7.25,-2.67625,-2.6999999999999886,2.5,1.86,0.516666666666694,-4.53,-0.1304166666666666,519.95,52.01026411902368,451.6637257609
2018-01-25 08:00:00+00:00,36.542,1.0,0.9350162426854148,1.0,1.56,1.56,4.0,5.1,-2.07,-0.53,1.3000000000000114,3.0,3.42,2.5000000000000213,1.51,3.439166666666667,566.421,39.15784647410952,445.8545135456
2018-01-26 08:00:00+00:00,38.622,1.0,0.9350162426854148,1.0,2.19,-2.4,3.400000000000034,3.55,-2.46,-0.5612499999999999,0.9000000000000341,0.9000000000000341,0.73,1.9083333333333623,0.73,2.2920833333333333,577.053,36.66974003361309,453.9530393473
2018-01-27 08:00:00+00:00,28.46,1.0,0.9350162426854148,1.0,-1.88,-6.76,2.1000000000000227,1.49,-6.76,-3.3624999999999994,-2.1999999999999886,-2.1999999999999886,-3.38,0.5083333333333565,-3.38,-0.34375,532.458,38.52666498848613,398.3482996012
2018-01-28 08:00:00+00:00,29.389,1.0,0.9350162426854148,1.0,-3.28,-3.83,1.2000000000000457,1.6,-9.19,-5.884166666666666,-2.7999999999999545,-0.1999999999999886,1.57,-0.7249999999999778,-3.37,-0.6991666666666666,524.491,28.95158700127409,380.2870403312
2018-01-29 08:00:00+00:00,40.183,1.0,0.8854560256532099,1.0,0.92,-3.91,2.200000000000045,3.39,-3.91,-2.0333333333333337,-0.5,1.2000000000000457,-1.09,0.5208333333333593,-1.9,1.1195833333333334,628.539,29.36763974368792,449.9148430178
2018-01-30 08:00:00+00:00,42.572,1.0,0.8854560256532099,1.0,-3.5,-4.0,1.0,-0.46,-6.46,-4.915,-2.0,-1.5,-0.46,-0.979166666666643,-3.04,-2.10625,620.049,39.65485184744098,463.420364056
2018-01-31 08:00:00+00:00,40.555,1.0,0.8854560256532099,1.0,0.55,-1.97,0.9000000000000341,3.7,-7.25,-3.022916666666667,-2.099999999999966,0.9000000000000341,2.6,-0.4916666666666458,-2.24,0.8675,529.862,42.42954645513396,453.6145727512
2018-02-01 08:00:00+00:00,39.85,1.0,0.8854560256532099,0.8660254037844387,-0.46,-4.06,1.8000000000000114,4.0,-4.06,-1.82375,0.5,0.8000000000000114,1.55,1.229166666666688,1.55,2.9654166666666666,515.47,40.64654001565387,437.6462758316
2018-02-02 08:00:00+00:00,49.487,1.0,0.8854560256532099,0.8660254037844387,-5.02,-14.87,0.9000000000000341,0.76,-14.87,-10.204583333333334,-9.899999999999975,-9.5,-10.93,-4.470833333333313,-10.93,-5.225833333333333,530.759,39.88889756122191,490.2222258514
2018-02-03 08:00:00+00:00,43.223,1.0,0.8854560256532099,0.8660254037844387,-14.2,-14.77,-7.5,-9.67,-16.06,-14.83,-12.5,-9.0,-9.89,-10.099999999999982,-11.83,-10.515833333333331,451.154,49.01829438585698,442.4134069222
2018-02-04 08:00:00+00:00,41.106,1.0,0.8854560256532099,0.8660254037844387,-12.81,-14.93,-5.099999999999966,-6.96,-14.93,-14.100416666666666,-10.199999999999989,-8.599999999999966,-11.18,-8.037499999999975,-11.23,-9.43625,459.0,43.50600250300397,429.0833990258
2018-02-05 08:00:00+00:00,43.459,1.0,0.8229838658936564,0.8660254037844387,-2.73,-5.04,1.0,0.06,-14.9,-7.517916666666667,-7.799999999999954,1.0,-1.17,-2.3916666666666395,-10.8,-4.003333333333334,541.958,41.22319969174016,456.7412728785
2018-02-06 08:00:00+00:00,42.503,1.0,0.8229838658936564,0.8660254037844387,-4.36,-8.23,2.6000000000000227,-0.04,-8.23,-6.482083333333333,-3.7999999999999545,-3.0,-5.52,-0.9749999999999778,-5.52,-3.158333333333333,558.65,43.3498188193168,483.6981214795
2018-02-07 08:00:00+00:00,43.103,1.0,0.8229838658936564,0.8660254037844387,-5.9,-7.46,-0.1999999999999886,-2.94,-9.7,-7.753333333333333,-5.099999999999966,-2.1999999999999886,-4.85,-2.666666666666643,-7.28,-5.243333333333333,544.589,42.54435283378224,480.6569209287
2018-02-08 08:00:00+00:00,42.673,1.0,0.8229838658936564,0.8660254037844387,-1.89,-7.09,2.5,0.43,-8.58,-4.99125,-3.5,-1.0,-3.47,-1.1166666666666458,-4.39,-2.2133333333333334,539.588,43.07571949692124,459.6617963473
2018-02-09 08:00:00+00:00,39.729,1.0,0.8229838658936564,0.8660254037844387,-1.69,-1.69,1.900000000000034,2.64,-8.3,-5.707916666666667,-2.3999999999999773,1.900000000000034,2.64,-0.2958333333333105,-5.2,-2.4170833333333333,604.388,42.69266606319695,462.3290008636
2018-02-10 08:00:00+00:00,29.304,1.0,0.8229838658936564,0.8660254037844387,-0.74,-4.01,5.0,4.78,-4.32,-2.202916666666667,0.5,0.8000000000000114,-0.77,2.15000000000002,-0.77,2.045833333333333,563.115,39.873725161158255,395.8592504819
2018-02-11 08:00:00+00:00,29.017,1.0,0.8229838658936564,0.8660254037844387,-3.56,-4.47,2.400000000000034,1.99,-4.9,-4.4225,-1.099999999999966,0.6000000000000227,1.4,0.6041666666666881,-0.79,1.1045833333333333,548.464,29.82015301613871,383.4854728226
2018-02-12 08:00:00+00:00,44.257,1.0,0.7485107481711011,0.8660254037844387,-4.51,-8.28,1.900000000000034,1.61,-8.6,-6.882916666666667,-3.2999999999999545,-2.0,-1.84,-0.8666666666666435,-2.4,-0.7891666666666667,564.728,29.05622049489274,467.1334755885
2018-02-13 08:00:00+00:00,42.87,1.0,0.7485107481711011,0.8660254037844387,-2.9,-6.37,0.4000000000000341,0.68,-7.95,-5.196666666666666,-2.3999999999999773,-1.599999999999966,-3.3,-1.1958333333333069,-3.3,-1.5841666666666665,558.18,43.514697994073394,475.2917709276
2018-02-14 08:00:00+00:00,41.757,1.0,0.7485107481711011,0.8660254037844387,-4.33,-6.63,1.400000000000034,-0.31,-9.81,-7.367916666666666,-2.599999999999966,0.6000000000000227,-3.17,-0.9624999999999796,-6.39,-3.9179166666666663,562.296,42.90148263640405,456.2209402901
2018-02-15 08:00:00+00:00,39.533,1.0,0.7485107481711011,0.8660254037844387,-2.89,-5.24,4.100000000000023,2.8,-5.98,-4.943333333333334,1.3000000000000114,2.6000000000000227,2.42,2.3041666666666885,-1.72,1.845,559.344,41.812888696791205,433.9251627906
2018-02-16 08:00:00+00:00,42.535,1.0,0.7485107481711011,0.8660254037844387,-4.74,-5.4,2.700000000000045,2.47,-5.4,-5.0408333333333335,-0.7999999999999545,0.6000000000000227,0.03,0.8208333333333542,0.03,1.5683333333333334,538.727,39.644334155748325,457.9625796611
2018-02-17 08:00:00+00:00,32.063,1.0,0.7485107481711011,0.8660254037844387,-2.54,-5.85,2.700000000000045,0.81,-6.18,-4.517916666666667,-2.0,-0.5,-2.19,0.3333333333333523,-2.82,-1.33125,458.289,42.39383966977281,399.4436613856
2018-02-18 08:00:00+00:00,31.575,1.0,0.7485107481711011,0.8660254037844387,-2.47,-8.9,2.5,1.47,-8.98,-5.995,-5.199999999999989,-3.3999999999999773,-5.68,-1.8749999999999836,-5.91,-2.7258333333333336,455.876,32.56748748415843,401.4333765483
2018-02-19 08:00:00+00:00,46.937,1.0,0.6631226582407953,0.8660254037844387,-6.98,-9.77,-0.1999999999999886,-2.53,-10.45,-9.014166666666666,-8.699999999999989,-6.0,-6.61,-4.858333333333316,-7.44,-5.591666666666666,570.136,31.623466294120004,490.1008004624
2018-02-20 08:00:00+00:00,46.74,1.0,0.6631226582407953,0.8660254037844387,-6.02,-10.39,-0.0999999999999659,-2.01,-10.67,-8.579166666666667,-7.299999999999954,-5.199999999999989,-7.21,-4.220833333333308,-8.25,-5.4575,560.697,46.18919185082712,496.0761154134
2018-02-21 08:00:00+00:00,43.203,1.0,0.6631226582407953,0.8660254037844387,-3.73,-3.73,-0.5999999999999659,-2.8,-10.05,-6.0025,-4.099999999999966,-0.5999999999999659,-2.8,-2.374999999999976,-6.4,-3.93375,553.012,46.71310230084751,462.6193068734
2018-02-22 08:00:00+00:00,36.256,1.0,0.6631226582407953,0.8660254037844387,1.67,-0.81,2.800000000000012,3.37,-3.02,0.0024999999999999,-0.5,1.6000000000000227,1.49,1.15416666666669,-1.9,1.9966666666666668,537.32,43.37440936608227,439.8881250991
2018-02-23 08:00:00+00:00,35.857,1.0,0.6631226582407953,0.8660254037844387,-0.59,-5.14,2.900000000000034,2.44,-5.38,-3.231666666666667,-2.7999999999999545,-0.5999999999999659,-1.33,-0.1458333333333,-2.36,-0.5633333333333334,558.398,36.60361438054372,465.3237126992
2018-02-24 08:00:00+00:00,31.625,1.0,0.6631226582407953,0.8660254037844387,-2.25,-8.43,1.900000000000034,1.7,-8.43,-5.014166666666666,-6.099999999999966,-4.5,-5.22,-1.2291666666666428,-5.58,-1.9595833333333332,480.885,35.893459534995884,408.1970458066
2018-02-25 08:00:00+00:00,32.664,1.0,0.6631226582407953,0.8660254037844387,-4.75,-7.85,-0.3999999999999772,-1.96,-8.36,-6.363333333333333,-3.6999999999999886,-2.3999999999999773,-5.09,-1.6333333333333115,-5.09,-3.49625,476.972,31.833442341656188,383.3263332947
2018-02-26 08:00:00+00:00,53.172,1.0,0.5680647467311559,0.8660254037844387,-7.22,-16.29,-1.7999999999999543,-4.79,-16.45,-11.444166666666668,-9.899999999999975,-8.299999999999955,-11.38,-5.637499999999972,-12.41,-8.197083333333333,587.933,32.62344124999517,491.7883655548
2018-02-27 08:00:00+00:00,54.061,1.0,0.5680647467311559,0.8660254037844387,-10.88,-13.44,-5.699999999999989,-5.71,-15.95,-12.777083333333332,-13.299999999999956,-11.0,-9.16,-9.32083333333331,-10.53,-8.2975,586.649,52.16854906684855,514.2070311798
2018-02-28 08:00:00+00:00,58.225,1.0,0.5680647467311559,0.8660254037844387,-12.25,-19.08,-5.899999999999977,-5.82,-19.25,-16.037916666666668,-17.19999999999999,-13.399999999999975,-14.5,-12.354166666666645,-15.67,-11.058333333333335,562.981,53.968585652214486,523.8211181078
2018-03-01 08:00:00+00:00,54.596,1.0,0.5680647467311559,0.5000000000000001,-15.6,-18.82,-8.799999999999955,-8.79,-19.39,-17.82375,-16.399999999999977,-13.5,-13.14,-12.56249999999998,-15.14,-12.654166666666669,513.329,58.017145862825366,520.2877732075
2018-03-02 08:00:00+00:00,49.933,1.0,0.5680647467311559,0.5000000000000001,-12.3,-14.74,-5.5,-5.88,-18.23,-14.84375,-12.0,-7.599999999999966,-9.41,-9.429166666666651,-11.81,-9.241666666666664,510.329,54.763065342648346,509.8949607494
2018-03-03 08:00:00+00:00,37.858,1.0,0.5680647467311559,0.5000000000000001,-9.81,-11.38,-2.0,-2.99,-14.13,-11.864166666666668,-7.199999999999989,-5.2999999999999545,-6.41,-5.191666666666642,-8.39,-6.62375,477.374,50.16886732452765,424.9248420717
2018-03-04 08:00:00+00:00,35.241,1.0,0.5680647467311559,0.5000000000000001,-6.83,-6.99,-1.0,-2.77,-10.74,-7.8075,-4.7999999999999545,-4.099999999999966,-4.99,-3.6208333333333065,-6.95,-4.9975,485.669,38.45917847947355,416.6344492884
2018-03-05 08:00:00+00:00,50.046,1.0,0.4647231720437686,0.5000000000000001,-6.51,-10.61,-2.5,-3.04,-11.96,-8.924583333333333,-8.5,-5.599999999999966,-5.73,-5.799999999999973,-9.09,-5.986250000000001,627.403,35.39815380516772,511.7305025476
2018-03-06 08:00:00+00:00,48.482,1.0,0.4647231720437686,0.5000000000000001,-7.8,-12.52,-2.099999999999966,-1.03,-12.79,-10.259583333333332,-9.599999999999966,-6.699999999999989,-8.21,-5.562499999999974,-9.29,-5.058333333333333,632.828,49.33069947154519,520.90055591
2018-03-07 08:00:00+00:00,51.947,1.0,0.4647231720437686,0.5000000000000001,-7.63,-9.11,-1.0,-1.95,-12.06,-9.593333333333334,-8.799999999999955,-5.599999999999966,-6.34,-5.716666666666643,-8.65,-5.895,657.646,48.52344467196207,511.2099088069
2018-03-08 08:00:00+00:00,45.694,1.0,0.4647231720437686,0.5000000000000001,-3.76,-5.74,-0.7999999999999545,-0.2,-8.05,-5.909166666666667,-5.2999999999999545,-1.8999999999999773,-2.86,-3.2999999999999736,-5.06,-3.0775,636.07,51.77981699556596,483.4824475051
2018-03-09 08:00:00+00:00,45.229,1.0,0.4647231720437686,0.5000000000000001,-3.14,-8.06,3.0,2.2,-8.06,-5.77875,-3.5,-2.3999999999999773,-3.55,-0.2666666666666444,-4.07,-1.2099999999999995,607.216,45.99118963833355,467.7554523425
2018-03-10 08:00:00+00:00,34.225,1.0,0.4647231720437686,0.5000000000000001,-4.2,-4.2,0.4000000000000341,-0.43,-7.9,-5.967916666666667,-1.8999999999999773,0.4000000000000341,-2.23,-0.6541666666666401,-4.33,-2.587083333333333,525.198,45.26622012395755,395.7809966213
2018-03-11 08:00:00+00:00,27.977,1.0,0.4647231720437686,0.5000000000000001,0.03,-6.07,2.0,2.02,-6.55,-3.3416666666666663,-5.2999999999999545,-3.2999999999999545,-3.7,-1.324999999999979,-4.82,-1.309583333333333,505.67,34.76417760224975,392.5234874864
2018-03-12 08:00:00+00:00,38.228,1.0,0.3546048870425355,0.5000000000000001,-3.25,-3.45,0.8000000000000114,0.45,-5.65,-4.39125,-2.6999999999999886,-1.0,-1.31,-1.1416666666666444,-2.95,-1.654583333333333,607.933,28.30843928882314,469.757600738
2018-03-13 08:00:00+00:00,39.632,1.0,0.3546048870425355,0.5000000000000001,-1.82,-6.32,0.3000000000000113,-0.01,-7.05,-3.794583333333333,-3.5,-1.599999999999966,-3.56,-1.53333333333331,-5.27,-2.0925,597.96,37.743596564548334,480.7430253286
2018-03-14 08:00:00+00:00,36.319,1.0,0.3546048870425355,0.5000000000000001,-1.84,-5.13,1.8000000000000114,1.4,-6.34,-4.604166666666667,-4.199999999999989,-1.2999999999999543,-2.21,-1.316666666666644,-3.96,-1.8945833333333333,619.843,39.53978330429282,474.4069828751
2018-03-15 08:00:00+00:00,43.2,1.0,0.3546048870425355,0.5000000000000001,-3.76,-10.89,1.8000000000000114,0.81,-12.03,-7.47125,-9.899999999999975,-5.7999999999999545,-6.83,-4.308333333333302,-8.91,-4.092083333333333,579.748,36.47628100697917,483.0176422354
2018-03-16 08:00:00+00:00,45.823,1.0,0.3546048870425355,0.5000000000000001,-7.41,-13.33,-0.7999999999999545,-1.2,-14.11,-10.831666666666663,-8.699999999999989,-6.0,-7.5,-4.8416666666666375,-9.19,-5.219166666666666,576.652,42.8716595952116,477.1670316856
