datetime,grid1-loss,season_y,snow_depth,season_x,week_x,month_x,grid1-temp_max,grid1-temp,temperature_max,dew_point_max,grid1-load,dew_point,dew_point_min,dew_point_mean,grid1-temp_mean,temperature,grid1-temp_min,temperature_mean,temperature_min,demand,ewma
2017-12-09 00:00:00+00:00,13.006,-1.0,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,5.400000000000034,2.700000000000045,4.11,1.67,429.053,0.75,-1.7,-0.4275,2.1291666666666864,1.9,0.5,2.372916666666667,1.09,306.2433217782,12.627
2017-12-10 00:00:00+00:00,13.562,-1.0,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,3.0,0.0,4.06,2.15,393.74,-4.25,-4.25,0.0391666666666666,1.2916666666666856,0.44,-2.6999999999999886,2.7075,0.44,311.4877919186,13.00599999435246
2017-12-11 00:00:00+00:00,17.072,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-0.5,-4.699999999999989,0.01,-4.6,399.486,-9.35,-10.55,-8.4125,-3.5791666666666515,-4.57,-5.699999999999989,-3.58375,-5.06,337.2240411747,13.561999991714954
2017-12-12 00:00:00+00:00,18.836,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-3.2999999999999545,-4.899999999999977,-2.03,-6.9,406.167,-9.75,-9.75,-8.345,-5.3666666666666485,-6.97,-6.199999999999989,-4.179166666666666,-6.97,370.3272038341,17.071999947696924
2017-12-13 00:00:00+00:00,19.175,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-1.5,-3.2999999999999545,-1.35,-2.75,415.019,-2.75,-10.75,-10.1225,-3.6833333333333065,-1.35,-4.7999999999999545,-6.65625,-7.41,346.1324725367,18.83599997371435
2017-12-14 00:00:00+00:00,19.767,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-1.3999999999999773,-5.199999999999989,-0.23,-2.28,398.766,-9.65,-12.05,-7.797916666666667,-2.841666666666645,-6.15,-5.199999999999989,-3.625833333333333,-6.15,349.6609667953,19.174999994948507
2017-12-15 00:00:00+00:00,20.961,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-5.2999999999999545,-9.5,-5.35,-7.65,354.03,-8.95,-9.16,-8.145416666666666,-8.258333333333313,-6.65,-10.699999999999989,-5.794999999999999,-6.65,378.882825016,19.766999991178512
2017-12-16 00:00:00+00:00,19.269,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-3.899999999999977,-4.0,-3.46,-6.32,360.659,-6.42,-8.85,-7.273333333333333,-7.379166666666651,-3.46,-9.599999999999966,-4.834166666666667,-6.47,363.9628810777,20.96099998220801
2017-12-17 00:00:00+00:00,16.693,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-0.2999999999999545,-0.3999999999999772,0.69,-2.51,370.162,-2.87,-7.01,-4.587083333333333,-1.7666666666666444,-0.2,-3.5,-1.7895833333333335,-3.94,328.6064896454,19.26900002521276
2017-12-18 00:00:00+00:00,15.995,-1.0,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,-0.5,-0.6999999999999886,-0.43,-3.04,425.326,-9.25,-9.84,-6.76125,-2.274999999999975,-3.38,-4.2999999999999545,-2.5475,-4.65,350.8521473358,16.693000038385392
2017-12-19 00:00:00+00:00,14.571,-1.0,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,3.400000000000034,0.9000000000000341,4.75,1.61,450.498,-4.73,-8.57,-0.935,2.2166666666666948,0.38,-0.3999999999999772,2.5616666666666665,-4.24,330.6155818111,15.99500001040101
2017-12-20 00:00:00+00:00,13.162,-1.0,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,4.800000000000011,3.7000000000000455,4.97,3.35,455.181,2.74,-4.67,0.2229166666666666,3.8083333333333536,4.73,1.7000000000000457,3.215833333333333,0.45,320.3070770403,14.571000021219254
2017-12-21 00:00:00+00:00,14.034,0.0,0.0,1.0,0.970941817426052,0.8660254037844384,4.400000000000034,1.7000000000000457,4.96,3.72,463.237,-2.84,-2.84,1.6933333333333334,2.5958333333333576,2.58,0.6000000000000227,3.3241666666666667,1.25,315.1559484523,13.162000020995738
2017-12-22 00:00:00+00:00,14.373,0.0,0.0,1.0,0.970941817426052,0.8660254037844384,3.200000000000045,2.0,4.49,0.69,479.073,-2.36,-2.54,-1.012916666666667,2.466666666666681,3.04,1.5,3.6070833333333336,2.71,310.9852507017,14.033999987006188
