datetime,grid1-loss,season_y,season_x,week_x,month_x,dew_point,dew_point_max,grid1-temp_max,dew_point_min,dew_point_mean,temperature_max,temperature,grid1-temp_min,grid1-temp,temperature_min,grid1-temp_mean,temperature_mean,grid1-load,demand,ewma
2017-12-09 20:00:00+00:00,17.874,-1.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-1.42,2.15,3.0,-1.42,0.7108333333333333,4.07,1.82,-1.1999999999999886,-1.1999999999999886,1.82,1.925000000000021,3.11375,449.462,367.1589083163,18.357
2017-12-10 20:00:00+00:00,22.433,-1.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-10.34,-1.65,0.0,-10.55,-7.246666666666667,1.65,-4.81,-5.0,-5.0,-5.06,-2.987499999999983,-2.6591666666666667,481.125,420.3138976327,17.87400000719726
2017-12-11 20:00:00+00:00,28.505,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-8.63,-6.9,-3.2999999999999545,-10.05,-8.445833333333333,-2.03,-5.49,-6.199999999999989,-6.0,-5.49,-5.35416666666665,-3.9479166666666665,513.683,459.0870518851,22.43299993206561
2017-12-12 20:00:00+00:00,29.592,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-10.43,-8.75,-2.599999999999966,-10.75,-10.232083333333334,-5.51,-6.38,-5.7999999999999545,-2.599999999999966,-7.41,-4.212499999999975,-6.8275,521.099,457.9172462184,28.504999909520144
2017-12-13 20:00:00+00:00,27.599,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.44,-2.28,-1.3999999999999773,-12.05,-8.125833333333333,-0.23,-4.38,-3.899999999999977,-3.2999999999999545,-6.28,-2.4958333333333087,-3.7375,503.298,436.143277366,29.591999983802435
2017-12-14 20:00:00+00:00,30.137,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-8.29,-4.89,-3.0,-9.65,-7.798333333333333,-3.24,-6.28,-10.199999999999989,-10.199999999999989,-6.28,-7.254166666666646,-5.439166666666666,453.676,463.8678895751,27.59900002969801
2017-12-15 20:00:00+00:00,26.968,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.73,-6.32,-4.7999999999999545,-8.95,-7.530416666666667,-3.89,-4.2,-10.699999999999989,-4.7999999999999545,-6.65,-8.391666666666653,-5.202916666666667,443.805,439.1470299037,30.13699996218085
2017-12-16 20:00:00+00:00,22.478,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-2.68,-2.51,-0.6999999999999886,-7.18,-5.2683333333333335,0.51,0.51,-4.599999999999966,-0.6999999999999886,-4.41,-2.404166666666645,-2.5525,436.947,390.024621334,26.96800004722178
2017-12-17 20:00:00+00:00,23.203,-1.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-9.7,-2.74,-0.2999999999999545,-9.7,-5.62125,0.69,-4.65,-4.2999999999999545,-3.599999999999966,-4.65,-1.9833333333333083,-1.767916666666667,497.912,431.7408857899,22.47800006690621
2017-12-18 20:00:00+00:00,21.882,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,0.83,1.61,3.400000000000034,-9.84,-2.250833333333333,4.75,3.84,-3.2999999999999545,2.6000000000000227,-4.6,1.550000000000028,1.481666666666667,569.045,422.7352542601,23.20299998919666
2017-12-19 20:00:00+00:00,19.974,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,2.22,3.35,4.800000000000011,-4.73,-0.4087500000000001,4.97,4.81,0.9000000000000341,4.300000000000011,0.38,3.408333333333355,2.8204166666666666,580.859,415.9265425573,21.88200001968444
2017-12-20 20:00:00+00:00,19.243,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,-0.37,3.72,4.5,-0.37,2.29125,4.96,1.33,1.0,1.0,1.33,3.150000000000022,3.8091666666666666,559.003,412.4994210544,19.974000028431416
2017-12-21 20:00:00+00:00,20.119,0.0,1.0,0.970941817426052,0.8660254037844384,-0.3,0.69,3.200000000000045,-2.84,-0.9654166666666668,4.49,3.3,0.6000000000000227,2.0,1.25,2.3375000000000177,3.395,586.696,398.1530979884,19.243000010892747
2017-12-22 20:00:00+00:00,18.596,0.0,1.0,0.970941817426052,0.8660254037844384,-0.69,-0.44,2.5,-2.59,-1.7791666666666668,3.2,1.91,0.9000000000000341,2.5,1.28,1.6625000000000203,2.512916666666667,551.904,378.7973760285,20.118999986946584
2017-12-23 20:00:00+00:00,16.925,0.0,1.0,0.970941817426052,0.8660254037844384,-0.64,4.99,6.300000000000011,-0.75,0.9958333333333332,5.79,2.49,1.3000000000000114,1.3000000000000114,2.49,3.545833333333356,4.245833333333334,498.475,330.5649220038,18.59600002269447
2017-12-24 20:00:00+00:00,13.785,0.0,1.0,0.970941817426052,0.8660254037844384,-1.22,-0.15,1.2000000000000457,-1.81,-1.0825,2.89,0.01,-0.2999999999999545,-0.2999999999999545,0.01,0.5458333333333556,1.4491666666666667,507.486,354.7387596483,16.92500002489984
2017-12-25 20:00:00+00:00,15.567,0.0,1.0,0.992708874098054,0.8660254037844384,-3.39,-0.5,0.0,-3.39,-1.72875,1.72,-1.27,-1.5,-1.5,-1.27,-0.4874999999999829,-0.1320833333333333,490.946,359.0776622492,13.785000046789648
2017-12-26 20:00:00+00:00,18.928,0.0,1.0,0.992708874098054,0.8660254037844384,-6.14,-3.54,-1.599999999999966,-6.6,-5.443333333333334,-1.45,-2.28,-4.7999999999999545,-3.599999999999966,-3.38,-3.208333333333312,-2.8800000000000003,466.018,354.7532050799,15.566999973446132
2017-12-27 20:00:00+00:00,22.203,0.0,1.0,0.992708874098054,0.8660254037844384,-10.44,-6.51,-3.3999999999999773,-10.44,-7.907083333333333,-1.77,-7.04,-6.2999999999999545,-6.2999999999999545,-7.04,-4.591666666666645,-3.8575,456.11,432.3954877442,18.9279999499172
2017-12-28 20:00:00+00:00,21.972,0.0,1.0,0.992708874098054,0.8660254037844384,-4.6,-4.6,-2.5,-10.86,-8.057916666666666,-1.53,-1.53,-8.099999999999966,-2.6999999999999886,-7.53,-5.474999999999976,-5.144583333333333,467.958,417.3758243639,22.20299995119869
2017-12-29 20:00:00+00:00,21.31,0.0,1.0,0.992708874098054,0.8660254037844384,-6.81,-4.65,-2.2999999999999545,-8.05,-6.469166666666666,-1.27,-4.13,-5.0,-4.699999999999989,-5.34,-3.454166666666642,-3.7920833333333337,447.156,397.481416043,21.97200000344217
2017-12-30 20:00:00+00:00,22.964,0.0,1.0,0.992708874098054,0.8660254037844384,-11.32,-5.23,-4.099999999999966,-11.43,-8.76875,-3.35,-7.97,-6.599999999999966,-6.599999999999966,-8.02,-5.062499999999979,-5.320416666666667,423.159,394.9232013958,21.31000000986457
2017-12-31 20:00:00+00:00,20.33,0.0,1.0,0.992708874098054,0.8660254037844384,-3.19,-3.19,-2.099999999999966,-12.2,-9.414583333333333,1.71,1.71,-8.099999999999966,-2.099999999999966,-8.81,-5.329166666666644,-5.944999999999999,373.916,393.0388618214,22.96399997535348
2018-01-01 20:00:00+00:00,20.427,0.0,1.0,1.0,1.0,-4.25,-1.95,0.3000000000000113,-4.25,-2.66875,2.83,-1.32,-1.6999999999999886,-1.599999999999966,-1.32,-0.7666666666666444,1.774166666666667,402.601,393.1330141703,20.33000003924965
2018-01-02 20:00:00+00:00,22.701,0.0,1.0,1.0,1.0,-2.07,1.33,1.6000000000000227,-4.15,-1.1741666666666666,3.65,0.42,-1.6999999999999886,-1.3999999999999773,-1.37,0.2958333333333556,1.7383333333333333,451.776,424.0249009846,20.426999998554585
2018-01-03 20:00:00+00:00,25.921,0.0,1.0,1.0,1.0,-7.11,-2.72,-1.5,-8.95,-7.689583333333332,-0.53,-4.0,-4.599999999999966,-4.599999999999966,-5.16,-3.354166666666643,-4.116666666666667,495.016,441.4312080096,22.70099996611476
2018-01-04 20:00:00+00:00,23.17,0.0,1.0,1.0,1.0,-5.38,-4.38,-0.6999999999999886,-6.75,-5.059583333333333,-2.01,-2.28,-4.699999999999989,-2.8999999999999773,-3.78,-2.2333333333333107,-2.494166666666666,492.088,423.170330838,25.92099995201826
2018-01-05 20:00:00+00:00,23.705,0.0,1.0,1.0,1.0,-7.69,-5.54,-1.5,-9.27,-7.815416666666668,-2.47,-6.16,-6.199999999999989,-4.399999999999977,-7.57,-4.483333333333316,-5.454583333333333,483.608,422.6883561516,23.17000004099309
2018-01-06 20:00:00+00:00,23.429,0.0,1.0,1.0,1.0,-6.52,-4.55,-2.6999999999999886,-8.74,-7.002083333333332,-0.71,-1.72,-5.099999999999966,-3.5,-5.64,-4.062499999999981,-2.4408333333333334,504.529,391.2362746666,23.70499999202788
2018-01-07 20:00:00+00:00,22.991,0.0,1.0,1.0,1.0,-5.78,-3.87,1.0,-9.6,-5.770416666666667,1.78,-1.08,-3.7999999999999545,-0.5999999999999659,-2.71,-1.437499999999979,-0.7483333333333334,470.774,396.9085926004,23.42900000411272
2018-01-08 20:00:00+00:00,24.231,0.0,1.0,0.992708874098054,1.0,-6.91,1.75,4.600000000000023,-6.91,-2.6075,4.38,-2.93,-2.0,-2.0,-2.93,1.2208333333333552,0.5054166666666666,472.058,422.866949557,22.991000006526708
2018-01-09 20:00:00+00:00,29.007,0.0,1.0,0.992708874098054,1.0,-10.71,-7.05,-2.3999999999999773,-10.71,-8.832083333333333,-2.27,-5.19,-6.2999999999999545,-3.7999999999999545,-5.19,-4.59166666666664,-3.37875,501.255,460.7905782839,24.23099998152256
2018-01-10 20:00:00+00:00,23.806,0.0,1.0,0.992708874098054,1.0,-7.12,-6.54,4.400000000000034,-10.65,-8.030833333333334,1.78,-1.46,-3.899999999999977,-1.0,-5.33,0.8708333333333562,-1.6216666666666664,539.914,414.4597476616,29.00699992883205
