datetime,grid1-loss,season_x,dew_point,week_x,month_x,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,temperature_min,temperature,temperature_max,grid1-temp,grid1-temp_max,temperature_mean,grid1-temp_mean,grid1-load,demand,ewma
2017-12-25 16:00:00+00:00,17.528,1.0,-2.52,0.992708874098054,0.8660254037844384,-0.5,-2.52,-1.3945833333333333,-0.7999999999999545,-0.73,-0.73,1.72,-0.7999999999999545,0.0,0.0879166666666666,-0.3041666666666458,534.621,387.1191246,17.6463283275222
2017-12-26 16:00:00+00:00,21.787,1.0,-5.57,0.992708874098054,0.8660254037844384,-2.77,-6.6,-5.002083333333333,-4.7999999999999545,-3.38,-2.91,-0.84,-3.1999999999999886,-1.0,-2.6733333333333333,-2.837499999999982,498.545,391.6780440427,17.53056705686471
2017-12-27 16:00:00+00:00,26.996,1.0,-9.29,0.992708874098054,0.8660254037844384,-5.49,-9.29,-7.18875,-5.5,-5.98,-5.98,-1.77,-5.5,-3.2999999999999545,-3.1245833333333337,-4.195833333333312,494.549,455.3304146485,21.69465942834934
2017-12-28 16:00:00+00:00,25.558,1.0,-5.62,0.992708874098054,0.8660254037844384,-5.62,-10.86,-8.921666666666667,-8.099999999999966,-7.53,-2.65,-2.65,-2.6999999999999886,-2.5,-5.93625,-5.970833333333308,505.013,453.1945616995,26.88099083024659
2017-12-29 16:00:00+00:00,26.218,1.0,-7.46,0.992708874098054,0.8660254037844384,-4.6,-7.46,-6.015000000000001,-4.5,-5.04,-5.04,-1.27,-4.5,-2.2999999999999545,-3.2983333333333333,-3.1374999999999744,502.315,446.1002043747,25.58670143408475
2017-12-30 16:00:00+00:00,24.548,1.0,-10.84,0.992708874098054,0.8660254037844384,-5.23,-10.84,-8.149166666666666,-5.699999999999989,-7.14,-7.14,-3.35,-5.699999999999989,-4.099999999999966,-4.827083333333333,-4.84999999999998,456.88,428.3480855004,26.20430438415508
2017-12-31 16:00:00+00:00,29.344,1.0,-7.06,0.992708874098054,0.8660254037844384,-7.06,-12.2,-10.53375,-8.099999999999966,-8.81,-3.28,-3.28,-3.599999999999966,-3.599999999999966,-7.259583333333334,-5.904166666666645,433.125,452.6763884298,24.58393245699008
2018-01-01 16:00:00+00:00,24.297,1.0,-3.14,1.0,1.0,-1.95,-6.09,-2.77875,-3.1999999999999886,-1.88,0.44,2.83,-0.7999999999999545,0.3000000000000113,1.924583333333333,-0.9624999999999748,431.978,409.4542485687,29.24073340003484
2018-01-02 16:00:00+00:00,25.799,1.0,-0.96,1.0,1.0,1.33,-4.25,-1.6029166666666663,-1.6999999999999886,-1.37,2.41,3.65,-0.0999999999999659,1.6000000000000227,1.3345833333333337,0.2291666666666879,489.728,448.6982710611,24.40425111245648
2018-01-03 16:00:00+00:00,29.548,1.0,-8.54,1.0,1.0,-0.9,-8.95,-6.629166666666666,-3.7999999999999545,-5.16,-4.64,2.37,-3.7999999999999545,-0.5999999999999659,-3.134583333333333,-2.78333333333331,552.225,474.8612282529,25.76874182107283
2018-01-04 16:00:00+00:00,27.98,1.0,-4.64,1.0,1.0,-4.38,-8.31,-5.49625,-4.699999999999989,-4.62,-2.18,-2.01,-2.3999999999999773,-0.6999999999999886,-2.85375,-2.541666666666643,535.701,457.8992385537,29.466011427568617
2018-01-05 16:00:00+00:00,28.85,1.0,-9.22,1.0,1.0,-4.81,-9.22,-7.230416666666667,-6.199999999999989,-7.52,-7.52,-2.13,-5.399999999999977,-1.5,-4.6554166666666665,-4.145833333333314,543.343,470.2905114507,28.01223806096192
2018-01-06 16:00:00+00:00,28.02,1.0,-7.43,1.0,1.0,-4.55,-9.27,-7.267916666666667,-5.099999999999966,-7.57,-2.21,-0.71,-2.6999999999999886,-2.6999999999999886,-3.2829166666666665,-4.337499999999982,523.787,432.3678180958,28.83182529423312
2018-01-07 16:00:00+00:00,27.301,1.0,-5.55,1.0,1.0,-3.87,-9.6,-6.002083333333332,-3.7999999999999545,-2.71,-0.77,1.78,-0.2999999999999545,1.0,-0.8975,-1.8541666666666452,578.183,421.0982764587,28.03761202696048
2018-01-08 16:00:00+00:00,26.993,1.0,-5.23,0.992708874098054,1.0,1.75,-5.78,-2.459583333333333,-0.6999999999999886,-2.02,-2.02,4.38,0.6000000000000227,4.600000000000023,0.8033333333333333,1.3458333333333528,520.78,446.4005633073,27.31698032356271
2018-01-09 16:00:00+00:00,32.025,1.0,-10.16,0.992708874098054,1.0,-5.97,-10.16,-8.159166666666666,-6.2999999999999545,-4.09,-4.09,-2.27,-4.399999999999977,-0.2999999999999545,-3.043333333333333,-4.187499999999974,538.51,504.0266142563,27.00002854448337
2018-01-10 16:00:00+00:00,26.791,1.0,-6.93,0.992708874098054,1.0,-6.54,-10.71,-8.6275,-3.899999999999977,-5.33,-0.18,1.78,2.0,4.400000000000034,-2.237916666666667,0.2416666666666909,580.384,455.3365329671,31.915986480245387
2018-01-11 16:00:00+00:00,24.285,1.0,-4.82,0.992708874098054,1.0,-3.62,-7.85,-5.414583333333333,-1.7999999999999543,-1.5,-1.14,2.21,2.800000000000012,4.300000000000011,-0.1670833333333333,1.541666666666688,563.249,451.2792871951,26.90218328130859
2018-01-12 16:00:00+00:00,26.091,1.0,-4.62,0.992708874098054,1.0,-4.06,-5.23,-4.75,-1.2999999999999543,-1.8,-1.65,-0.64,-1.2999999999999543,2.700000000000045,-1.4075,0.3500000000000203,572.826,462.5076370889,24.34177810587862
2018-01-13 16:00:00+00:00,26.819,1.0,-8.91,0.992708874098054,1.0,-4.83,-9.15,-7.276666666666666,-3.899999999999977,-5.77,-5.77,-1.92,-3.899999999999977,-1.5,-4.135416666666667,-2.499999999999981,563.693,442.9196124338,26.053051757468065
2018-01-14 16:00:00+00:00,26.474,1.0,-6.76,0.992708874098054,1.0,-6.76,-11.54,-9.602083333333333,-6.2999999999999545,-8.75,-1.49,-1.49,-2.3999999999999773,-1.099999999999966,-6.569583333333334,-4.40416666666665,555.666,449.0941667499,26.80238324613235
2018-01-15 16:00:00+00:00,45.797,1.0,-4.99,0.970941817426052,1.0,-4.45,-6.54,-5.339166666666666,-3.0,-1.14,1.72,2.85,-0.1999999999999886,0.8000000000000114,1.51,-0.8124999999999761,552.19,453.7636062034,26.48112406305314
2018-01-16 16:00:00+00:00,40.321,1.0,-3.78,0.970941817426052,1.0,-3.48,-5.35,-4.4925,-0.2999999999999545,0.42,1.35,1.91,0.8000000000000114,1.3000000000000114,1.1408333333333334,0.3875000000000217,606.472,465.8663376186,45.37795451055384
2018-01-17 16:00:00+00:00,42.404,1.0,-7.62,0.970941817426052,1.0,-3.59,-7.62,-4.937500000000001,-1.599999999999966,-2.08,-2.08,1.54,-1.1999999999999886,1.6000000000000227,-0.0958333333333333,0.0708333333333541,549.894,473.0610328601,40.430707371537245
2018-01-18 16:00:00+00:00,44.532,1.0,-10.1,0.970941817426052,1.0,-7.76,-10.1,-8.64625,-4.0,-5.26,-5.26,-2.31,-4.0,-1.599999999999966,-3.5229166666666667,-3.033333333333315,520.635,478.097198478,42.36119068718324
2018-01-19 16:00:00+00:00,46.637,1.0,-11.41,0.970941817426052,1.0,-10.55,-12.21,-11.59875,-7.299999999999954,-9.44,-8.79,-5.78,-5.399999999999977,-3.7999999999999545,-8.399166666666668,-5.754166666666639,541.881,488.1630457451,44.48490568991263
2018-01-20 16:00:00+00:00,45.646,1.0,-8.72,0.970941817426052,1.0,-8.01,-11.68,-10.171666666666669,-5.399999999999977,-9.31,-6.07,-5.03,-3.7999999999999545,-2.8999999999999773,-7.654166666666666,-4.287499999999973,550.212,460.6132698201,46.5903116998448
2018-01-21 16:00:00+00:00,47.473,1.0,-10.65,0.970941817426052,1.0,-9.08,-12.19,-10.90625,-7.399999999999977,-8.88,-6.55,-6.01,-6.699999999999989,-3.899999999999977,-7.674166666666667,-5.816666666666644,546.278,475.9192948944,45.666486234211845
2018-01-22 16:00:00+00:00,53.986,1.0,-11.53,0.9350162426854148,1.0,-10.55,-11.75,-11.137083333333337,-10.099999999999966,-8.43,-6.7,-6.35,-6.599999999999966,-5.7999999999999545,-7.216666666666666,-8.354166666666643,580.429,507.1951408258,47.433808847206976
2018-01-23 16:00:00+00:00,51.195,1.0,-4.15,0.9350162426854148,1.0,-4.05,-12.05,-8.2125,-8.099999999999966,-9.52,-2.63,-2.55,-0.7999999999999545,-0.6999999999999886,-5.308333333333334,-4.462499999999975,542.937,491.6530103585,53.8438544324094
2018-01-24 16:00:00+00:00,39.998,1.0,-0.12,0.9350162426854148,1.0,0.55,-4.27,-1.3066666666666666,-1.099999999999966,-2.57,4.42,4.75,2.300000000000012,3.5,1.7929166666666667,1.9166666666666927,557.494,466.9494962667,51.25246519110621
2018-01-25 16:00:00+00:00,39.177,1.0,0.09,0.9350162426854148,1.0,2.19,-2.07,0.2916666666666666,1.3000000000000114,2.45,2.73,5.1,2.200000000000045,4.0,3.61625,2.641666666666692,571.987,451.339756022,40.24215837468913
2018-01-26 16:00:00+00:00,38.009,1.0,-2.32,0.9350162426854148,1.0,-0.01,-2.46,-1.69125,0.9000000000000341,0.69,0.69,2.75,1.2000000000000457,2.1000000000000227,1.595,1.4166666666666952,585.968,453.9251786491,39.20010792499995
2018-01-27 16:00:00+00:00,38.218,1.0,-7.02,0.9350162426854148,1.0,-2.17,-7.02,-4.744166666666668,-2.7999999999999545,-3.38,-2.15,0.77,-1.099999999999966,0.9000000000000341,-1.4779166666666663,-0.4749999999999777,579.429,449.2810375444,38.03484031938516
2018-01-28 16:00:00+00:00,37.838,1.0,-1.35,0.9350162426854148,1.0,-1.35,-9.19,-4.5929166666666665,-1.1999999999999886,-2.01,2.25,2.25,0.2000000000000454,2.200000000000045,0.7704166666666666,0.0250000000000222,591.432,437.2647518124,38.21402646867993
2018-01-29 16:00:00+00:00,43.672,1.0,-3.98,0.8854560256532099,1.0,0.92,-4.26,-2.51625,-1.099999999999966,-1.9,-1.86,3.39,-1.099999999999966,1.8000000000000114,0.0258333333333333,0.3166666666666913,632.373,471.4077401016,37.846157652085104
2018-01-30 16:00:00+00:00,45.598,1.0,-0.59,0.8854560256532099,1.0,0.55,-6.46,-3.773333333333333,-2.0,-3.04,2.93,3.7,-0.8999999999999773,0.3000000000000113,-0.7604166666666666,-1.1791666666666458,615.162,469.1038125897,43.54561210197832
2018-01-31 16:00:00+00:00,39.964,1.0,-0.75,0.8854560256532099,1.0,-0.46,-7.25,-3.148333333333333,-2.099999999999966,-2.24,3.91,4.0,1.8000000000000114,1.8000000000000114,1.0962500000000002,0.1250000000000213,540.641,462.1430931655,45.55347476624579
2018-02-01 16:00:00+00:00,45.352,1.0,-7.64,0.8854560256532099,0.8660254037844387,-1.05,-7.64,-3.718333333333333,-1.6999999999999886,-1.96,-1.96,3.7,-1.6999999999999886,1.8000000000000114,1.5508333333333333,0.7333333333333556,534.768,458.9254157921,40.08526005555297
2018-02-02 16:00:00+00:00,52.418,1.0,-14.33,0.8854560256532099,0.8660254037844387,-8.16,-14.93,-12.871666666666664,-9.899999999999975,-10.93,-10.22,-2.54,-9.399999999999975,-2.1999999999999886,-8.35625,-7.283333333333313,526.301,497.7906146297,45.23774146857171
2018-02-03 16:00:00+00:00,48.863,1.0,-13.3,0.8854560256532099,0.8660254037844387,-12.81,-16.06,-14.479166666666666,-12.5,-11.83,-7.92,-6.96,-6.399999999999977,-5.099999999999966,-9.759583333333332,-9.404166666666647,527.826,480.1079873192,52.2622289150917
2018-02-04 16:00:00+00:00,47.521,1.0,-9.63,0.8854560256532099,0.8660254037844387,-9.63,-14.93,-13.848333333333334,-10.199999999999989,-11.23,-5.84,-5.84,-3.1999999999999886,-3.1999999999999886,-9.473333333333333,-7.662499999999976,525.052,480.2153396572,48.93674408228309
2018-02-05 16:00:00+00:00,43.616,1.0,-5.53,0.8229838658936564,0.8660254037844387,-2.73,-8.77,-4.88875,-2.7999999999999545,-5.36,-2.03,0.06,2.0,2.6000000000000227,-1.61,-0.0499999999999758,566.173,466.5481931347,47.55171365615659
2018-02-06 16:00:00+00:00,43.194,1.0,-6.74,0.8229838658936564,0.8660254037844387,-5.9,-8.23,-7.107083333333335,-3.7999999999999545,-5.52,-4.54,-2.6,-1.099999999999966,1.400000000000034,-4.195833333333334,-1.90833333333331,579.11,496.6651826514,43.701382773255936
2018-02-07 16:00:00+00:00,43.142,1.0,-1.89,0.8229838658936564,0.8660254037844387,-1.89,-9.7,-7.030833333333333,-5.099999999999966,-7.28,-0.17,-0.17,1.6000000000000227,2.5,-4.765,-2.1249999999999787,540.396,477.1620215352,43.20500734252227
2018-02-08 16:00:00+00:00,43.095,1.0,-4.79,0.8229838658936564,0.8660254037844387,-1.96,-8.58,-5.281666666666666,-3.5,-3.94,-1.55,0.43,-0.2999999999999545,0.7000000000000455,-1.9004166666666664,-1.2791666666666426,577.477,432.2968321397,43.143366903720654
2018-02-09 16:00:00+00:00,37.036,1.0,-1.09,0.8229838658936564,0.8660254037844387,-0.74,-8.3,-4.219166666666667,-2.3999999999999773,-5.2,3.86,4.78,3.1000000000000227,5.0,-0.4466666666666667,0.891666666666687,622.761,424.5317826294,43.09604928882898
2018-02-10 16:00:00+00:00,35.923,1.0,-4.1,0.8229838658936564,0.8660254037844387,-1.59,-4.35,-3.212916666666666,0.5,-0.79,1.54,3.39,1.400000000000034,2.700000000000045,0.9175,1.5333333333333552,600.406,416.4653236666,37.16746886678061
2018-02-11 16:00:00+00:00,35.329,1.0,-6.46,0.8229838658936564,0.8660254037844387,-4.4,-6.46,-4.817916666666667,-1.099999999999966,-0.57,-0.57,1.61,0.2000000000000454,1.900000000000034,1.0791666666666668,0.4041666666666876,591.743,419.700353465,35.949997950653795
2018-02-12 16:00:00+00:00,42.625,1.0,-5.96,0.7485107481711011,0.8660254037844387,-5.47,-8.6,-7.32125,-3.2999999999999545,-2.4,-0.3,0.68,0.1000000000000227,0.4000000000000341,-1.1204166666666666,-1.2958333333333083,565.793,461.2139965711,35.3424721506302
2018-02-13 16:00:00+00:00,41.153,1.0,-4.98,0.7485107481711011,0.8660254037844387,-2.9,-6.52,-4.7820833333333335,-2.3999999999999773,-3.3,-1.87,-0.31,-0.1999999999999886,1.400000000000034,-2.015416666666667,-1.0499999999999756,562.918,444.6783963667,42.46701024809819
2018-02-14 16:00:00+00:00,39.502,1.0,-3.8,0.7485107481711011,0.8660254037844387,-2.89,-9.81,-6.895,-2.599999999999966,-6.39,2.48,2.8,2.6000000000000227,4.100000000000023,-2.9566666666666666,-0.1541666666666471,562.566,444.155013788,41.181506606138335
2018-02-15 16:00:00+00:00,43.167,1.0,-5.17,0.7485107481711011,0.8660254037844387,-4.32,-5.98,-5.34,1.5,1.38,1.87,2.48,1.5,3.0,2.1075,2.104166666666688,562.244,441.6335717647,39.53843581425428
2018-02-16 16:00:00+00:00,36.995,1.0,-4.12,0.7485107481711011,0.8660254037844387,-4.12,-5.4,-4.98375,-0.7999999999999545,-0.66,-0.66,1.68,1.5,2.700000000000045,0.8891666666666667,0.8041666666666885,519.145,442.256964973,43.08828063670703
2018-02-17 16:00:00+00:00,34.36,1.0,-3.4,0.7485107481711011,0.8660254037844387,-2.47,-6.18,-4.064583333333333,-2.0,-2.82,-0.05,1.47,1.5,2.5,-1.3029166666666667,0.1541666666666852,510.832,428.635765661,37.12718979947255
2018-02-18 16:00:00+00:00,36.017,1.0,-7.39,0.7485107481711011,0.8660254037844387,-4.16,-8.98,-7.39375,-5.199999999999989,-5.91,-3.74,-1.03,-1.3999999999999773,0.5,-4.005833333333333,-2.737499999999985,506.336,439.5266475992,34.42003240068924
2018-02-19 16:00:00+00:00,41.618,1.0,-6.32,0.6631226582407953,0.8660254037844387,-6.02,-10.45,-8.884166666666667,-8.699999999999989,-7.44,-2.75,-2.01,-1.0,-0.0999999999999659,-5.541249999999999,-5.054166666666646,559.014,472.9396190265,35.98235481634551
2018-02-20 16:00:00+00:00,44.61,1.0,-5.42,0.6631226582407953,0.8660254037844387,-5.42,-10.67,-8.784166666666666,-7.299999999999954,-8.25,-3.63,-3.55,-1.5,-1.3999999999999773,-5.863333333333333,-4.449999999999974,548.792,463.605585252,41.4957383069741
2018-02-21 16:00:00+00:00,39.781,1.0,0.34,0.6631226582407953,0.8660254037844387,0.98,-5.73,-3.4933333333333327,-4.0,-3.86,2.79,3.26,2.6000000000000227,2.800000000000012,-1.8895833333333332,-1.0416666666666428,537.1,444.0288313207,44.542438098086905
2018-02-22 16:00:00+00:00,34.063,1.0,-1.5,0.6631226582407953,0.8660254037844387,1.67,-1.5,-0.1854166666666666,-0.5,0.99,0.99,3.37,2.200000000000045,2.900000000000034,2.10875,1.3791666666666935,562.732,438.1025286989,39.88429633327495
2018-02-23 16:00:00+00:00,34.067,1.0,-2.28,0.6631226582407953,0.8660254037844387,-2.02,-5.38,-4.035833333333334,-2.7999999999999545,-2.36,0.92,1.7,1.5,1.900000000000034,-0.90375,-0.4958333333333038,518.834,440.2353807487,34.1892892751616
2018-02-24 16:00:00+00:00,34.617,1.0,-6.2,0.6631226582407953,0.8660254037844387,-2.52,-8.43,-6.354583333333334,-6.099999999999966,-5.58,-2.45,0.31,-0.5999999999999659,1.1000000000000227,-3.2237500000000003,-2.145833333333309,498.92,427.7055054174,34.069652987072985
2018-02-25 16:00:00+00:00,38.142,1.0,-8.0,0.6631226582407953,0.8660254037844387,-4.75,-8.0,-6.442083333333333,-2.599999999999966,-5.24,-4.96,-2.9,-2.5,-0.7999999999999545,-4.21625,-1.849999999999975,511.533,430.1822304006,34.60512565903417
2018-02-26 16:00:00+00:00,48.471,1.0,-10.88,0.5680647467311559,0.8660254037844387,-8.46,-16.45,-13.347916666666668,-9.899999999999975,-12.41,-6.05,-5.31,-6.399999999999977,-3.1999999999999886,-9.012916666666667,-7.091666666666643,552.045,489.3404095353,38.065269788843246
2018-02-27 16:00:00+00:00,50.927,1.0,-13.2,0.5680647467311559,0.8660254037844387,-11.04,-13.75,-12.576666666666666,-13.299999999999956,-10.2,-7.03,-5.82,-8.699999999999989,-5.899999999999977,-8.04125,-9.762499999999974,572.51,486.1617562617,48.24525438413392
2018-02-28 16:00:00+00:00,55.175,1.0,-15.9,0.5680647467311559,0.8660254037844387,-13.94,-19.25,-17.420416666666668,-17.19999999999999,-15.67,-9.43,-8.01,-9.799999999999956,-8.799999999999955,-12.304166666666667,-13.020833333333313,539.094,500.9037762012,50.868821255849895
2018-03-01 16:00:00+00:00,48.668,1.0,-12.3,0.5680647467311559,0.5000000000000001,-12.3,-19.39,-17.190416666666668,-16.399999999999977,-15.14,-6.56,-5.88,-6.5,-5.5,-11.799583333333333,-11.98749999999998,496.626,498.2689202394,55.08158022523154
2018-03-02 16:00:00+00:00,46.112,1.0,-9.85,0.5680647467311559,0.5000000000000001,-9.81,-15.64,-13.755833333333332,-11.5,-10.75,-4.02,-2.99,-3.1999999999999886,-2.0,-8.218333333333332,-7.945833333333316,496.66,473.0196503136,48.80713849277959
2018-03-03 16:00:00+00:00,40.77,1.0,-6.83,0.5680647467311559,0.5000000000000001,-6.83,-12.81,-10.797083333333331,-7.199999999999989,-8.39,-3.51,-2.77,-2.2999999999999545,-1.0,-6.240000000000001,-4.833333333333305,500.898,440.0675961049,46.17046929399002
2018-03-04 16:00:00+00:00,41.696,1.0,-6.55,0.5680647467311559,0.5000000000000001,-6.51,-8.76,-7.190833333333334,-4.7999999999999545,-6.95,-3.35,-3.04,-4.2999999999999545,-2.5,-4.9504166666666665,-3.883333333333304,527.275,446.0468860931,40.887159703547816
2018-03-05 16:00:00+00:00,46.506,1.0,-8.21,0.4647231720437686,0.5000000000000001,-6.59,-11.96,-9.544166666666667,-8.5,-9.09,-1.97,-1.03,-2.599999999999966,-2.099999999999966,-5.491666666666666,-5.683333333333309,597.885,489.2740903041,41.67845273064411
2018-03-06 16:00:00+00:00,41.703,1.0,-7.63,0.4647231720437686,0.5000000000000001,-7.63,-12.79,-10.586666666666666,-9.599999999999966,-9.29,-2.6,-1.95,-2.0,-1.0,-5.6875,-5.4249999999999785,613.484,481.9077261398,46.401269470827245
2018-03-07 16:00:00+00:00,45.677,1.0,-3.77,0.4647231720437686,0.5000000000000001,-3.76,-11.12,-8.275833333333333,-8.799999999999955,-8.65,-0.65,-0.2,-1.2999999999999543,-0.7999999999999545,-5.173333333333333,-5.537499999999973,639.561,478.5730481089,41.80492593058578
2018-03-08 16:00:00+00:00,39.012,1.0,-4.44,0.4647231720437686,0.5000000000000001,-3.14,-7.33,-5.36,-5.2999999999999545,-5.06,0.89,2.2,2.300000000000012,3.0,-2.1579166666666665,-1.999999999999974,599.154,451.5226725479,45.59299784659593
2018-03-09 16:00:00+00:00,37.195,1.0,-6.24,0.4647231720437686,0.5000000000000001,-5.01,-8.06,-6.777083333333334,-3.5,-4.07,-1.06,0.13,0.0,1.6000000000000227,-1.9866666666666664,-1.0291666666666448,582.516,439.4172437506,39.15477051026176
2018-03-10 16:00:00+00:00,35.801,1.0,-0.07,0.4647231720437686,0.5000000000000001,0.03,-6.5,-4.192916666666666,-1.7999999999999543,-4.33,1.63,2.02,0.5,2.0,-1.830833333333333,-0.1458333333333096,546.106,404.5683988923,37.23751595917035
2018-03-11 16:00:00+00:00,30.423,1.0,-3.39,0.4647231720437686,0.5000000000000001,-0.41,-6.55,-4.242500000000001,-5.2999999999999545,-4.82,0.06,1.21,0.0,0.8000000000000114,-1.8891666666666664,-1.7999999999999785,552.587,417.6193014572,35.832164288649025
2018-03-12 16:00:00+00:00,38.512,1.0,-1.85,0.3546048870425355,0.5000000000000001,-1.82,-5.53,-3.753333333333333,-2.6999999999999886,-2.91,-0.24,-0.01,-0.5,0.3000000000000113,-1.4816666666666665,-1.0874999999999748,585.108,454.3278174368,30.540348335857548
2018-03-13 16:00:00+00:00,32.657,1.0,-2.18,0.3546048870425355,0.5000000000000001,-1.84,-7.05,-4.114583333333333,-3.5,-5.27,0.56,1.4,1.400000000000034,1.8000000000000114,-1.957083333333333,-1.2458333333333087,552.635,443.3470641251,38.33906015071751
2018-03-14 16:00:00+00:00,33.645,1.0,-4.54,0.3546048870425355,0.5000000000000001,-2.79,-6.34,-4.876666666666666,-4.199999999999989,-3.96,-0.37,0.81,0.0,1.8000000000000114,-1.89,-1.2791666666666448,579.632,446.0192221039,32.7802686358461
2018-03-15 16:00:00+00:00,37.924,1.0,-8.42,0.3546048870425355,0.5000000000000001,-4.95,-12.03,-8.87625,-9.899999999999975,-8.91,-2.26,-1.2,-1.6999999999999886,-0.7999999999999545,-4.962916666666666,-5.162499999999963,533.583,448.7956756337,33.62624020992296
2018-03-16 16:00:00+00:00,38.961,1.0,-11.52,0.3546048870425355,0.5000000000000001,-9.03,-14.11,-11.972499999999998,-8.699999999999989,-9.19,-3.68,-2.61,-3.5,-2.1999999999999886,-5.647916666666667,-5.329166666666644,520.318,437.384655387,37.830762869018535
