datetime,grid1-loss,snow_depth,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_max,grid1-temp_min,temperature_max,grid1-temp,temperature,grid1-load,temperature_min,grid1-temp_mean,temperature_mean,ewma,demand
2017-12-09 09:00:00+00:00,18.761,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,1.55,2.15,-1.05,0.7841666666666667,3.0,0.9000000000000341,4.07,3.0,3.54,496.287,1.09,2.1125000000000185,2.6720833333333336,21.982,374.5427969524
2017-12-10 09:00:00+00:00,19.853,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,-8.05,1.17,-8.05,-2.9625,2.900000000000034,-4.0,3.65,-4.0,-3.79,469.506,-3.79,-0.6333333333333139,0.7129166666666666,18.949248432770087,379.8872915929
2017-12-11 09:00:00+00:00,27.341,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.87,-7.87,-10.55,-9.369166666666668,-2.5,-6.0,-2.95,-5.599999999999966,-2.95,538.136,-5.06,-4.766666666666652,-4.4025,19.80018105676978,466.2382651431
2017-12-12 09:00:00+00:00,30.633,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-10.75,-6.9,-10.75,-8.923333333333334,-3.2999999999999545,-6.199999999999989,-2.03,-4.2999999999999545,-7.28,535.231,-7.41,-4.962499999999977,-5.358333333333333,26.900283654807183,483.173448138
2017-12-13 09:00:00+00:00,29.928,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-9.85,-2.28,-10.74,-8.417916666666667,-1.3999999999999773,-3.899999999999977,-0.23,-1.3999999999999773,-4.19,517.733,-7.1,-2.7374999999999736,-4.601249999999999,30.41484476809753,456.1337668087
2017-12-14 09:00:00+00:00,32.644,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.95,-4.89,-12.05,-8.725,-1.6999999999999886,-8.399999999999977,-3.24,-8.399999999999977,-5.55,492.024,-6.15,-4.616666666666646,-5.055000000000001,29.956453202296395,469.3251752619
2017-12-15 09:00:00+00:00,33.649,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.65,-7.53,-8.95,-8.0275,-7.399999999999977,-10.699999999999989,-5.1,-9.599999999999966,-5.41,492.22,-6.65,-9.295833333333318,-5.779166666666666,32.48692875732258,488.4999991991
2017-12-16 09:00:00+00:00,26.939,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.85,-5.65,-7.6,-6.659166666666667,-2.2999999999999545,-9.399999999999975,-2.88,-2.7999999999999545,-3.62,449.456,-5.39,-4.816666666666649,-4.0304166666666665,33.581083796895,417.193775207
2017-12-17 09:00:00+00:00,21.453,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-5.05,-2.51,-6.52,-3.742083333333333,-0.2999999999999545,-3.2999999999999545,0.69,-2.1999999999999886,-1.29,464.395,-3.38,-1.2208333333333077,-0.9495833333333334,27.327190582146248,396.1035222036
2017-12-18 09:00:00+00:00,25.064,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,0.21,1.41,-9.84,-6.134166666666666,3.400000000000034,-4.2999999999999545,4.75,3.400000000000034,3.99,556.115,-4.65,-1.1499999999999726,-1.8583333333333332,21.796311757492028,458.8591220178
