datetime,grid1-loss,snow_depth,season_x,dew_point,week_x,month_x,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,temperature_min,temperature,temperature_max,grid1-load,grid1-temp,grid1-temp_max,temperature_mean,grid1-temp_mean,ewma,demand
2017-12-09 14:00:00+00:00,21.049,0.0,-1.8369701987210287e-16,-0.22,0.88545602565321,0.8660254037844384,2.15,-1.05,1.015,1.5,1.09,3.16,4.07,491.652,1.900000000000034,3.0,3.057916666666667,2.266666666666685,23.067,389.2185533421
2017-12-10 14:00:00+00:00,23.78,0.0,-1.8369701987210287e-16,-9.56,0.88545602565321,0.8660254037844384,-0.35,-9.56,-4.910416666666666,-4.0,-4.51,-4.51,2.91,506.01,-3.5,1.3000000000000114,-0.8691666666666666,-1.8458333333333168,21.19813276591434,425.0385595547
2017-12-11 14:00:00+00:00,30.779,0.0,-1.8369701987210287e-16,-7.32,0.9350162426854148,0.8660254037844384,-6.9,-10.55,-8.979583333333334,-6.0,-5.06,-2.83,-2.03,555.474,-4.599999999999966,-3.2999999999999545,-4.029166666666667,-4.999999999999983,23.5891967285219,487.2690894847
2017-12-12 14:00:00+00:00,31.82,0.0,-1.8369701987210287e-16,-10.58,0.9350162426854148,0.8660254037844384,-7.65,-10.75,-9.652916666666666,-6.199999999999989,-7.41,-6.97,-3.45,556.872,-3.7999999999999545,-3.599999999999966,-6.3116666666666665,-4.820833333333309,30.24766439630549,500.4203846468
2017-12-13 14:00:00+00:00,30.819,0.0,-1.8369701987210287e-16,-11.86,0.9350162426854148,0.8660254037844384,-2.28,-11.86,-8.423333333333334,-3.899999999999977,-7.02,-5.08,-0.23,554.205,-3.099999999999966,-1.3999999999999773,-4.1433333333333335,-2.429166666666644,31.70380239964096,479.8766813101
2017-12-14 14:00:00+00:00,34.405,0.0,-1.8369701987210287e-16,-7.76,0.9350162426854148,0.8660254037844384,-4.89,-12.05,-8.109583333333333,-8.5,-6.15,-5.54,-3.24,491.469,-8.5,-3.0,-5.2004166666666665,-5.795833333333313,30.884388022371706,495.6204887422
2017-12-15 14:00:00+00:00,33.943,0.0,-1.8369701987210287e-16,-6.77,0.9350162426854148,0.8660254037844384,-6.77,-8.95,-7.921250000000001,-10.699999999999989,-6.65,-4.54,-4.54,505.801,-7.199999999999989,-7.199999999999989,-5.68875,-9.324999999999983,34.14482229834744,494.7099870695
2017-12-16 14:00:00+00:00,28.583,0.0,-1.8369701987210287e-16,-3.54,0.9350162426854148,0.8660254037844384,-3.54,-7.18,-6.228749999999999,-7.199999999999989,-4.41,-1.57,-1.57,480.216,-1.599999999999966,-1.599999999999966,-3.525833333333333,-3.608333333333313,33.95791492446766,425.7151725508
2017-12-17 14:00:00+00:00,26.131,0.0,-1.8369701987210287e-16,-7.58,0.9350162426854148,0.8660254037844384,-2.51,-7.58,-3.9933333333333336,-2.8999999999999773,-2.65,-2.65,0.69,514.534,-2.8999999999999773,-0.2999999999999545,-0.7541666666666665,-1.2708333333333095,28.980213047195303,440.3398646445
2017-12-18 14:00:00+00:00,26.534,0.0,-1.8369701987210287e-16,0.18,0.970941817426052,0.8660254037844384,1.41,-9.84,-4.812083333333333,-4.2999999999999545,-4.65,4.36,4.75,593.495,2.400000000000034,3.400000000000034,-0.65125,-0.0749999999999697,26.34156046700073,461.0023916655
2017-12-19 14:00:00+00:00,23.131,0.0,-1.8369701987210287e-16,3.26,0.970941817426052,0.8660254037844384,3.26,-4.73,-0.8633333333333333,0.9000000000000341,0.38,4.48,4.5,604.362,4.0,4.800000000000011,2.675416666666667,3.0333333333333528,26.51977847382188,453.2984712433
2017-12-20 14:00:00+00:00,23.073,0.0,-1.8369701987210287e-16,1.76,0.970941817426052,0.8660254037844384,3.72,1.66,2.8716666666666666,2.1000000000000227,3.22,3.22,4.97,593.921,2.1000000000000227,4.5,4.5058333333333325,3.812500000000021,23.38143503809318,453.5283797244
2017-12-21 14:00:00+00:00,23.858,0.0,1.0,-0.83,0.970941817426052,0.8660254037844384,1.53,-2.84,-0.7324999999999999,0.6000000000000227,1.25,3.54,4.49,630.526,2.400000000000034,3.200000000000045,3.0875000000000004,2.087500000000022,23.09579374149441,439.4267385891
2017-12-22 14:00:00+00:00,23.556,0.0,1.0,-0.93,0.970941817426052,0.8660254037844384,-0.04,-2.59,-1.6812499999999997,0.9000000000000341,2.33,2.33,3.43,625.929,0.9000000000000341,2.900000000000034,2.959583333333333,1.929166666666684,23.801671988340853,433.5781449284
2017-12-23 14:00:00+00:00,19.824,0.0,1.0,-0.37,0.970941817426052,0.8660254037844384,4.99,-1.06,0.9591666666666664,0.9000000000000341,1.28,3.54,5.79,569.906,1.7000000000000457,6.300000000000011,3.9179166666666663,3.52916666666669,23.57415547231365,361.7465040944
2017-12-24 14:00:00+00:00,19.369,0.0,1.0,-1.81,0.970941817426052,0.8660254037844384,-0.15,-1.81,-0.9125,0.0,0.34,0.34,3.3,542.349,0.0,1.7000000000000457,2.0904166666666666,0.9625000000000224,20.10114125777748,390.1934837819
2017-12-25 14:00:00+00:00,17.728,0.0,1.0,-2.09,0.992708874098054,0.8660254037844384,-0.5,-2.09,-1.32875,-0.6999999999999886,-0.5,-0.5,1.72,546.965,-0.5,0.0,0.1708333333333333,-0.249999999999981,19.423106169877283,395.6393960633
2017-12-26 14:00:00+00:00,22.882,0.0,1.0,-5.76,0.992708874098054,0.8660254037844384,-2.29,-6.6,-4.73375,-4.7999999999999545,-3.38,-3.28,-0.62,506.591,-2.599999999999966,-0.5,-2.474166666666666,-2.6333333333333138,17.853270501304397,407.4750353631
