datetime,grid1-loss,season_y,snow_depth,season_x,week_x,month_x,grid1-temp_max,temperature_max,grid1-load,dew_point_max,grid1-temp,dew_point_mean,dew_point,dew_point_min,grid1-temp_mean,temperature,grid1-temp_min,temperature_mean,temperature_min,demand,ewma
2017-12-09 01:00:00+00:00,12.467,-1.0,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,4.600000000000023,4.07,416.44,1.67,2.5,-0.30125,1.33,-1.56,2.008333333333352,2.65,0.5,2.3120833333333333,1.09,258.4008001785,12.256
2017-12-10 01:00:00+00:00,13.116,-1.0,0.0,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,3.0,4.06,389.271,2.15,-0.5,-0.2079166666666666,-4.6,-4.6,1.1666666666666856,0.01,-2.6999999999999886,2.5975,0.01,255.7691791187,12.466999996855856
2017-12-11 01:00:00+00:00,16.897,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-0.8999999999999773,-0.51,391.468,-5.02,-5.0,-8.610416666666667,-9.35,-10.55,-3.766666666666652,-4.7,-5.699999999999989,-3.78,-5.06,285.8959874344,13.115999990329144
2017-12-12 01:00:00+00:00,18.183,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-3.2999999999999545,-2.03,398.178,-6.9,-4.699999999999989,-8.366666666666667,-9.87,-9.87,-5.354166666666647,-7.04,-6.199999999999989,-4.276666666666666,-7.04,323.2511877013,16.896999943658706
2017-12-13 01:00:00+00:00,18.274,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-1.5,-0.71,408.237,-2.32,-2.8999999999999773,-9.807916666666666,-2.32,-10.75,-3.608333333333306,-0.71,-4.7999999999999545,-6.392499999999999,-7.41,303.3199321823,18.182999980837103
2017-12-14 01:00:00+00:00,19.263,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-1.3999999999999773,-0.23,389.638,-2.28,-5.2999999999999545,-8.082916666666668,-9.16,-12.05,-2.941666666666644,-5.94,-5.2999999999999545,-3.84375,-6.15,313.4525129444,18.273999998644
2017-12-15 01:00:00+00:00,20.449,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-5.399999999999977,-5.35,347.423,-7.65,-9.5,-8.1325,-8.85,-8.95,-8.433333333333316,-6.47,-10.699999999999989,-5.817083333333333,-6.65,347.517754124,19.262999985262752
2017-12-16 01:00:00+00:00,18.681,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-3.5,-3.12,351.203,-5.99,-3.5,-7.154166666666666,-5.99,-8.64,-7.129166666666651,-3.12,-9.599999999999966,-4.694583333333333,-6.16,302.43354965,20.448999982327223
2017-12-17 01:00:00+00:00,15.959,-1.0,0.0,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-0.2999999999999545,0.69,362.566,-2.51,-0.5,-4.464166666666666,-3.04,-7.01,-1.6416666666666444,-0.43,-3.2999999999999545,-1.6775000000000002,-3.94,284.6952469449,18.68100002634525
2017-12-18 01:00:00+00:00,15.934,-1.0,0.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,-0.3999999999999772,-0.71,422.744,-3.27,-0.3999999999999772,-6.991666666666667,-8.57,-9.84,-2.2708333333333077,-3.9,-4.2999999999999545,-2.692083333333333,-4.65,340.2874712016,15.95900004056096
