datetime,grid1-loss,season_y,season_x,week_x,month_x,dew_point_max,dew_point,grid1-temp_max,temperature_max,dew_point_min,temperature,dew_point_mean,grid1-temp,grid1-load,grid1-temp_min,grid1-temp_mean,temperature_min,temperature_mean,demand,ewma
2018-01-10 22:00:00+00:00,19.728,0.0,1.0,0.992708874098054,1.0,-6.54,-7.33,4.400000000000034,1.78,-10.55,-1.47,-7.760416666666667,-1.099999999999966,475.932,-2.3999999999999773,1.045833333333358,-5.3,-1.3016666666666663,381.4147708219,23.50138972247231
2018-01-11 22:00:00+00:00,16.524,0.0,1.0,0.992708874098054,1.0,-3.62,-4.43,4.300000000000011,2.21,-7.85,-1.36,-4.83375,1.900000000000034,457.94,-0.3999999999999772,2.2458333333333536,-1.46,-0.2041666666666667,363.8724523511,20.02889752895112
2018-01-12 22:00:00+00:00,19.138,0.0,1.0,0.992708874098054,1.0,-4.06,-5.6,1.5,-0.64,-5.6,-2.85,-4.881666666666667,-3.599999999999966,471.786,-3.6999999999999886,-0.9124999999999824,-2.85,-1.67,370.6172320031,16.803487432588145
2018-01-13 22:00:00+00:00,20.233,0.0,1.0,0.992708874098054,1.0,-5.64,-9.65,-1.5,-2.92,-9.65,-6.91,-8.27125,-6.199999999999989,471.357,-6.199999999999989,-3.179166666666646,-6.91,-5.132916666666668,379.552009795,18.951841369563247
2018-01-14 22:00:00+00:00,20.861,0.0,1.0,0.992708874098054,1.0,-5.84,-5.84,-1.099999999999966,0.65,-11.54,0.65,-8.825833333333334,-2.599999999999966,453.655,-6.2999999999999545,-3.704166666666649,-8.75,-5.01875,376.6471977288,20.130837887298785
2018-01-15 22:00:00+00:00,30.467,0.0,1.0,0.970941817426052,1.0,-4.44,-4.44,0.8000000000000114,2.85,-5.71,1.81,-4.987916666666667,0.3000000000000113,467.462,-2.099999999999966,-0.1124999999999758,0.87,1.9904166666666665,380.4046973291,20.80277543492604
2018-01-16 22:00:00+00:00,27.209,0.0,1.0,0.970941817426052,1.0,-3.48,-3.59,1.3000000000000114,1.55,-5.35,0.35,-4.263333333333333,0.2000000000000454,514.825,-0.2999999999999545,0.4708333333333575,0.35,0.9808333333333332,382.64583607,29.69635569746711
2018-01-17 22:00:00+00:00,30.416,0.0,1.0,0.970941817426052,1.0,-3.64,-8.61,1.6000000000000227,1.01,-8.61,-3.39,-6.007083333333334,-2.599999999999966,462.708,-2.599999999999966,-0.6208333333333158,-3.39,-1.065416666666667,383.3918034375,27.407346642683905
2018-01-18 22:00:00+00:00,31.744,0.0,1.0,0.970941817426052,1.0,-8.25,-11.87,-2.1999999999999886,-3.39,-11.87,-8.3,-9.45,-6.599999999999966,417.189,-6.599999999999966,-3.8416666666666472,-8.3,-4.582083333333333,399.4272436237,30.17608405511484
2018-01-19 22:00:00+00:00,33.766,0.0,1.0,0.970941817426052,1.0,-10.81,-11.55,-3.7999999999999545,-7.82,-12.21,-9.24,-11.672083333333331,-4.899999999999977,454.669,-7.299999999999954,-5.687499999999972,-9.44,-8.939583333333333,397.3898345198,31.61897129421609
2018-01-20 22:00:00+00:00,35.026,0.0,1.0,0.970941817426052,1.0,-8.01,-10.47,-2.8999999999999773,-5.03,-11.48,-7.88,-9.722500000000002,-4.399999999999977,469.486,-5.0,-4.016666666666642,-9.18,-7.15,390.2756092872,33.59479170197818
2018-01-21 22:00:00+00:00,38.072,0.0,1.0,0.970941817426052,1.0,-10.29,-10.75,-4.699999999999989,-6.01,-12.19,-7.02,-11.137083333333331,-9.5,477.772,-9.5,-6.883333333333312,-8.88,-7.57375,413.601444134,34.91187263125131
2018-01-22 22:00:00+00:00,40.846,0.0,1.0,0.9350162426854148,1.0,-8.23,-8.23,-5.7999999999999545,-4.02,-11.75,-4.02,-10.862916666666663,-7.599999999999966,467.946,-10.099999999999966,-8.116666666666639,-8.43,-6.847499999999999,432.2466440047,37.82000521908342
2018-01-23 22:00:00+00:00,30.842,0.0,1.0,0.9350162426854148,1.0,-1.65,-1.7,0.9000000000000341,-0.28,-12.05,-0.28,-6.517916666666667,0.9000000000000341,440.357,-7.199999999999989,-2.674999999999976,-9.52,-4.305,398.6250752193,40.60470121583937
2018-01-24 22:00:00+00:00,25.771,0.0,1.0,0.9350162426854148,1.0,1.17,0.3,3.5,4.9,-2.22,4.9,-0.3949999999999999,2.5,467.533,1.3000000000000114,2.6041666666666905,-0.52,3.315416666666667,367.1131883085,31.620497024635306
2018-01-25 22:00:00+00:00,27.156,0.0,1.0,0.9350162426854148,1.0,2.19,-1.37,4.0,5.1,-2.07,2.29,-0.0666666666666666,1.6000000000000227,478.327,1.3000000000000114,2.4833333333333605,2.29,3.08,365.9803322497,26.23745041455365
2018-01-26 22:00:00+00:00,24.626,0.0,1.0,0.9350162426854148,1.0,-1.48,-3.24,2.1000000000000227,1.97,-3.24,-0.32,-2.1625,0.3000000000000113,494.325,0.3000000000000113,1.0875000000000272,-0.32,1.0245833333333332,362.6393234228,27.082753046780763
2018-01-27 22:00:00+00:00,28.235,0.0,1.0,0.9350162426854148,1.0,-3.35,-7.82,0.5,-0.12,-9.19,-1.22,-6.25,-0.7999999999999545,504.027,-2.7999999999999545,-0.8833333333333115,-3.38,-2.015,369.4459799455,24.82190632703985
2018-01-28 22:00:00+00:00,29.168,0.0,1.0,0.9350162426854148,1.0,0.92,0.89,2.200000000000045,2.92,-6.63,2.92,-2.464166666666667,-0.2999999999999545,526.761,-0.5999999999999659,0.2166666666666898,-0.47,1.8208333333333333,366.6085113286,27.962833187715493
2018-01-29 22:00:00+00:00,31.449,0.0,1.0,0.8854560256532099,1.0,0.44,-5.38,1.8000000000000114,3.39,-5.38,-2.82,-3.724583333333333,-1.3999999999999773,546.643,-2.0,-0.0208333333333096,-2.82,-1.221666666666667,384.857274283,29.07189762456004
2018-01-30 22:00:00+00:00,29.246,0.0,1.0,0.8854560256532099,1.0,0.55,-5.81,0.3000000000000113,3.7,-6.46,-1.94,-3.387916666666667,-1.099999999999966,471.018,-2.099999999999966,-1.170833333333313,-3.04,-0.0766666666666667,389.1804036846,31.259445174381543
2018-01-31 22:00:00+00:00,26.611,0.0,1.0,0.8854560256532099,1.0,-0.46,-1.98,1.8000000000000114,4.0,-7.25,2.7,-2.702916666666667,0.8000000000000114,427.614,-0.7999999999999545,0.8625000000000232,-2.24,1.84875,361.6279395868,29.40655608410705
2018-02-01 22:00:00+00:00,33.979,0.0,1.0,0.8854560256532099,0.8660254037844387,-2.1,-10.97,1.8000000000000114,2.93,-10.97,-5.99,-5.733750000000001,-5.5,439.892,-5.5,-0.5374999999999801,-5.99,-0.3158333333333333,381.0816322575,26.83392314857977
2018-02-02 22:00:00+00:00,38.567,0.0,1.0,0.8854560256532099,0.8660254037844387,-11.35,-15.89,-6.2999999999999545,-6.45,-15.89,-11.73,-14.266666666666666,-11.899999999999975,417.19,-12.5,-9.220833333333315,-11.73,-10.072083333333332,420.6175204015,33.409237498142765
2018-02-03 22:00:00+00:00,37.699,0.0,1.0,0.8854560256532099,0.8660254037844387,-12.81,-14.38,-5.099999999999966,-6.96,-16.06,-9.89,-14.2,-9.099999999999966,449.231,-11.299999999999956,-8.50833333333331,-11.83,-9.290416666666667,414.9262060511,38.15570985880866
2018-02-04 22:00:00+00:00,33.986,0.0,1.0,0.8854560256532099,0.8660254037844387,-5.08,-5.08,-1.3999999999999773,-2.86,-14.93,-2.86,-12.04875,-1.3999999999999773,457.146,-10.199999999999989,-6.195833333333309,-11.23,-8.179583333333333,397.4749478506,37.7354189437271
2018-02-05 22:00:00+00:00,30.856,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.73,-7.29,2.6000000000000227,0.06,-7.29,-4.32,-4.867916666666667,-2.6999999999999886,475.949,-2.6999999999999886,0.2666666666666917,-4.32,-1.4662499999999998,376.8262223191,34.28498605183851
2018-02-06 22:00:00+00:00,31.293,0.0,1.0,0.8229838658936564,0.8660254037844387,-5.9,-9.35,-0.1999999999999886,-2.94,-9.35,-7.01,-7.486250000000001,-4.0,457.803,-4.0,-2.4624999999999773,-7.01,-4.851666666666667,407.168072449,31.129434101879635
2018-02-07 22:00:00+00:00,31.424,0.0,1.0,0.8229838658936564,0.8660254037844387,-1.89,-2.79,2.5,0.43,-9.7,-0.99,-5.564166666666666,-3.5,435.105,-5.099999999999966,-1.795833333333313,-7.28,-3.2670833333333333,358.1728899684,31.2799569331066
2018-02-08 22:00:00+00:00,31.38,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.98,-7.89,0.6000000000000227,-0.74,-8.58,-4.87,-6.281666666666666,-2.099999999999966,495.978,-3.3999999999999773,-1.1916666666666416,-4.87,-2.7412500000000004,363.6492026628,31.41251372212293
2018-02-09 22:00:00+00:00,25.216,0.0,1.0,0.8229838658936564,0.8660254037844387,-0.74,-3.96,5.0,4.78,-8.3,0.8,-3.314583333333333,1.2000000000000457,530.363,-2.3999999999999773,1.7166666666666874,-5.2,0.9470833333333334,346.0889252273,31.382592708244665
2018-02-10 22:00:00+00:00,26.308,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.18,-4.68,2.400000000000034,1.99,-4.81,1.09,-3.673333333333333,-0.6999999999999886,524.028,-1.099999999999966,1.0125000000000195,-0.79,0.63125,351.7795861336,25.707736248951004
2018-02-11 22:00:00+00:00,29.56,0.0,1.0,0.8229838658936564,0.8660254037844387,-4.43,-6.86,1.900000000000034,1.61,-7.3,-0.94,-5.404166666666668,-2.0,496.031,-2.0,0.1333333333333566,-1.27,0.5983333333333334,359.7557590726,26.2601337861462
2018-02-12 22:00:00+00:00,29.755,0.0,1.0,0.7485107481711011,0.8660254037844387,-3.08,-3.08,0.4000000000000341,0.68,-8.6,-2.5,-6.825,-2.2999999999999545,471.14,-3.2999999999999545,-1.320833333333309,-2.53,-1.3441666666666665,382.8389688213,29.296862168329824
2018-02-13 22:00:00+00:00,32.76,0.0,1.0,0.7485107481711011,0.8660254037844387,-2.9,-9.2,1.400000000000034,-0.31,-9.2,-5.64,-5.441666666666666,-2.5,474.694,-2.599999999999966,-1.2124999999999748,-5.64,-2.663333333333333,366.075625669,29.718467186904228
2018-02-14 22:00:00+00:00,28.298,0.0,1.0,0.7485107481711011,0.8660254037844387,-2.89,-5.95,4.100000000000023,2.8,-9.81,1.38,-6.302916666666667,1.6000000000000227,475.75,-2.3999999999999773,0.7708333333333522,-6.39,-1.38375,361.7313751968,32.517462182547995
2018-02-15 22:00:00+00:00,30.371,0.0,1.0,0.7485107481711011,0.8660254037844387,-4.78,-5.08,3.0,2.48,-5.98,1.48,-5.315416666666667,-0.5,475.393,-0.5,1.7625000000000195,1.32,2.022083333333333,370.2736253841,28.634468225550663
2018-02-16 22:00:00+00:00,27.623,0.0,1.0,0.7485107481711011,0.8660254037844387,-2.54,-2.82,2.700000000000045,1.68,-5.4,-1.62,-4.396666666666667,-0.5,422.596,-0.7999999999999545,0.6291666666666866,-1.64,0.1533333333333333,369.4172470001,30.232525535842463
2018-02-17 22:00:00+00:00,28.534,0.0,1.0,0.7485107481711011,0.8660254037844387,-2.47,-6.93,2.5,1.47,-6.93,-3.9,-4.775,-3.7999999999999545,432.415,-3.7999999999999545,-0.2333333333333152,-3.9,-1.5979166666666669,368.0872480241,27.83108870623504
2018-02-18 22:00:00+00:00,32.761,0.0,1.0,0.7485107481711011,0.8660254037844387,-6.98,-9.77,-0.1999999999999886,-2.53,-9.77,-6.64,-8.211666666666668,-7.0,460.432,-7.0,-3.5166666666666493,-6.64,-4.802499999999999,387.687250061,28.47794846890421
2018-02-19 22:00:00+00:00,33.542,0.0,1.0,0.6631226582407953,0.8660254037844387,-6.02,-8.8,-0.0999999999999659,-2.01,-10.45,-6.03,-8.635,-5.599999999999966,462.064,-8.699999999999989,-4.812499999999979,-7.44,-5.315416666666667,400.2095393217,32.419461034543595
2018-02-20 22:00:00+00:00,31.802,0.0,1.0,0.6631226582407953,0.8660254037844387,-5.1,-5.41,-1.3999999999999773,-3.49,-10.67,-3.81,-8.125833333333334,-2.8999999999999773,486.428,-7.299999999999954,-3.991666666666641,-8.25,-5.5325,380.5387454853,33.45248653181896
2018-02-21 22:00:00+00:00,28.959,0.0,1.0,0.6631226582407953,0.8660254037844387,1.67,1.67,2.800000000000012,3.37,-5.73,3.21,-1.9791666666666667,0.9000000000000341,449.767,-4.0,-0.0624999999999737,-3.86,-0.2766666666666666,369.2370582932,31.933613047026068
2018-02-22 22:00:00+00:00,26.443,0.0,1.0,0.6631226582407953,0.8660254037844387,1.34,-4.38,2.900000000000034,2.61,-4.38,-2.24,-1.18,-2.599999999999966,467.159,-2.599999999999966,0.762500000000029,-2.24,1.0775,374.5281987347,29.19620150349312
2018-02-23 22:00:00+00:00,26.485,0.0,1.0,0.6631226582407953,0.8660254037844387,-2.25,-4.49,1.900000000000034,1.7,-5.38,-2.41,-4.107083333333333,-0.8999999999999773,443.958,-2.7999999999999545,-0.2583333333333066,-2.41,-0.8741666666666665,362.8353027468,26.662545710895404
2018-02-24 22:00:00+00:00,29.598,0.0,1.0,0.6631226582407953,0.8660254037844387,-4.67,-5.14,-0.3999999999999772,-1.96,-8.43,-3.24,-6.848749999999999,-0.8999999999999773,451.785,-6.099999999999966,-2.4458333333333115,-5.58,-3.715,368.7719092301,26.499157844700257
2018-02-25 22:00:00+00:00,35.722,0.0,1.0,0.6631226582407953,0.8660254037844387,-4.75,-11.29,-0.7999999999999545,-3.4,-11.29,-8.11,-7.524166666666667,-7.0,486.439,-7.0,-2.899999999999975,-8.11,-5.08875,391.179288417,29.3508922227179
2018-02-26 22:00:00+00:00,40.615,0.0,1.0,0.5680647467311559,0.8660254037844387,-10.88,-11.47,-5.699999999999989,-5.71,-16.45,-7.59,-13.716666666666669,-11.099999999999966,492.578,-11.099999999999966,-8.099999999999971,-12.41,-9.17,428.1975944836,35.213955316608704
2018-02-27 22:00:00+00:00,43.409,0.0,1.0,0.5680647467311559,0.8660254037844387,-11.6,-17.4,-5.899999999999977,-5.82,-17.4,-12.51,-13.688333333333333,-14.899999999999975,478.797,-14.899999999999975,-10.56249999999998,-12.51,-8.808333333333334,429.6628525387,40.184310058457946
2018-02-28 22:00:00+00:00,45.557,0.0,1.0,0.5680647467311559,0.8660254037844387,-15.6,-17.94,-8.799999999999955,-8.79,-19.25,-13.8,-17.807083333333335,-13.5,455.387,-17.19999999999999,-12.933333333333314,-15.67,-12.7925,447.1359753579,43.151856872359375
2018-03-01 22:00:00+00:00,41.083,0.0,1.0,0.5680647467311559,0.5000000000000001,-12.3,-15.41,-5.5,-5.88,-19.39,-10.31,-16.407083333333333,-11.299999999999956,433.616,-16.399999999999977,-11.41666666666665,-15.14,-11.032916666666669,439.5899208236,45.36520914956893
2018-03-02 22:00:00+00:00,35.868,0.0,1.0,0.5680647467311559,0.5000000000000001,-9.81,-12.61,-2.0,-2.99,-15.64,-8.19,-13.089583333333335,-7.0,433.991,-11.099999999999966,-7.03749999999998,-10.75,-7.677083333333333,413.155901253,41.424471792294206
2018-03-03 22:00:00+00:00,32.614,0.0,1.0,0.5680647467311559,0.5000000000000001,-6.83,-8.46,-1.0,-2.77,-12.81,-6.61,-9.833333333333334,-4.2999999999999545,460.754,-6.7999999999999545,-4.191666666666637,-8.39,-5.865833333333334,401.6056733879,36.31108400535221
2018-03-04 22:00:00+00:00,33.493,0.0,1.0,0.5680647467311559,0.5000000000000001,-6.51,-9.48,-2.5,-3.04,-9.48,-7.15,-7.2275,-7.0,509.313,-7.0,-4.52499999999997,-7.15,-4.9025,414.5577444495,32.90881276076787
2018-03-05 22:00:00+00:00,35.939,0.0,1.0,0.4647231720437686,0.5000000000000001,-7.8,-10.37,-2.099999999999966,-1.03,-11.96,-5.26,-9.981666666666667,-7.199999999999989,545.01,-8.5,-5.449999999999977,-9.09,-5.2,424.1382261655,33.44641575886454
2018-03-06 22:00:00+00:00,36.203,0.0,1.0,0.4647231720437686,0.5000000000000001,-7.63,-9.07,-1.0,-1.95,-12.79,-6.34,-10.318333333333332,-8.199999999999989,564.383,-9.599999999999966,-5.587499999999977,-9.29,-5.960833333333333,411.7344851102,35.740236422945266
2018-03-07 22:00:00+00:00,35.241,0.0,1.0,0.4647231720437686,0.5000000000000001,-3.76,-5.62,-0.7999999999999545,-0.2,-11.12,-3.2,-7.369583333333332,-4.5,578.838,-8.799999999999955,-4.862499999999973,-8.65,-4.452916666666666,405.2543319437,36.166098320855895
2018-03-08 22:00:00+00:00,29.933,0.0,1.0,0.4647231720437686,0.5000000000000001,-3.14,-6.83,3.0,2.2,-7.33,-1.99,-5.66,-1.2999999999999543,548.303,-5.2999999999999545,-1.21666666666664,-5.06,-1.82,384.0319426181,35.3147691622799
2018-03-09 22:00:00+00:00,28.011,0.0,1.0,0.4647231720437686,0.5000000000000001,-5.34,-5.34,0.3000000000000113,-0.43,-8.06,-3.01,-6.770416666666667,-0.7999999999999545,510.411,-3.5,-1.1749999999999785,-4.07,-2.3679166666666664,374.2424780415,30.362152873521463
2018-03-10 22:00:00+00:00,26.785,0.0,1.0,0.4647231720437686,0.5000000000000001,0.03,-2.45,2.0,2.02,-6.25,-0.36,-3.0070833333333336,-1.6999999999999886,485.273,-1.7999999999999543,-0.2333333333333129,-4.33,-1.0491666666666666,365.0283900073,28.198485561222498
2018-03-11 22:00:00+00:00,26.626,0.0,1.0,0.4647231720437686,0.5000000000000001,-3.25,-5.09,0.8000000000000114,0.45,-6.55,-2.55,-5.03,-2.599999999999966,492.194,-5.2999999999999545,-2.045833333333308,-4.82,-2.444583333333333,376.8374884501,26.89771412280767
2018-03-12 22:00:00+00:00,28.017,0.0,1.0,0.3546048870425355,0.5000000000000001,-1.82,-2.58,0.3000000000000113,-0.01,-5.53,-1.47,-3.22125,-2.6999999999999886,510.95,-2.6999999999999886,-1.1083333333333103,-2.91,-1.3349999999999995,392.5288398044,26.647667019350543
2018-03-13 22:00:00+00:00,26.381,0.0,1.0,0.3546048870425355,0.5000000000000001,-1.84,-5.29,1.8000000000000114,1.4,-7.05,-3.11,-4.562916666666667,-2.5,512.931,-3.5,-0.9208333333333082,-5.27,-2.158333333333333,375.3823204043,27.90780669093498
