datetime,grid1-loss,season_x,week_x,month_x,grid1-temp_max,dew_point_max,temperature_max,dew_point,dew_point_mean,dew_point_min,grid1-temp_mean,grid1-temp,temperature,temperature_mean,grid1-temp_min,temperature_min,grid1-load,ewma,demand
2017-12-19 06:00:00+00:00,22.06,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,3.7000000000000455,1.61,4.75,-3.2,-0.8920833333333333,-4.73,2.712500000000025,3.7000000000000455,1.53,3.14,0.9000000000000341,0.38,578.643,24.052999889266744,429.8083080665
2017-12-20 06:00:00+00:00,20.236,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,4.800000000000011,3.66,4.97,3.66,2.052916666666667,-2.81,4.054166666666686,4.400000000000034,4.69,4.1575,3.5,1.61,573.911,22.06000002969874,420.91931644
2017-12-21 06:00:00+00:00,21.146,1.0,0.970941817426052,0.8660254037844384,4.300000000000011,3.72,4.58,-0.96,0.7654166666666665,-2.84,2.2041666666666893,3.0,4.07,3.1354166666666665,0.6000000000000227,1.25,594.921,20.23600002718039,414.0722593962
2017-12-22 06:00:00+00:00,21.24,1.0,0.970941817426052,0.8660254037844384,3.200000000000045,-0.04,3.91,-2.19,-1.54625,-2.59,2.3541666666666834,2.200000000000045,2.81,3.27125,1.5,2.67,597.065,21.14599998643961,408.4440181294
2017-12-23 06:00:00+00:00,12.83,1.0,0.970941817426052,0.8660254037844384,6.300000000000011,4.99,5.79,0.95,0.3983333333333332,-2.48,3.066666666666689,5.2000000000000455,5.21,3.400416666666666,0.9000000000000341,1.28,482.82,21.239999998599256,269.0540753976
2017-12-24 06:00:00+00:00,12.549,1.0,0.970941817426052,0.8660254037844384,4.5,0.05,5.11,-0.85,-0.4983333333333333,-1.07,1.6958333333333542,1.1000000000000227,2.07,3.200416666666667,0.4000000000000341,2.07,418.663,12.830000125321854,324.7438379547
2017-12-25 06:00:00+00:00,13.203,1.0,0.992708874098054,0.8660254037844384,1.2000000000000457,-0.5,1.84,-1.15,-1.3370833333333334,-1.81,0.0958333333333575,-0.1999999999999886,0.17,0.5758333333333333,-0.6999999999999886,-0.39,517.841,12.549000004187327,327.4234156577
2017-12-26 06:00:00+00:00,15.705,1.0,0.992708874098054,0.8660254037844384,-0.1999999999999886,-1.23,0.06,-5.63,-3.202083333333334,-5.63,-1.90833333333332,-3.6999999999999886,-3.24,-1.4458333333333335,-4.7999999999999545,-3.38,493.206,13.2029999902544,329.84703821
2017-12-27 06:00:00+00:00,21.71,1.0,0.992708874098054,0.8660254037844384,-1.599999999999966,-5.49,-1.77,-7.15,-6.3183333333333325,-7.15,-3.1958333333333093,-3.6999999999999886,-2.74,-2.6554166666666665,-3.7999999999999545,-3.36,469.526,15.704999962716377,384.7387745498
2017-12-28 06:00:00+00:00,21.642,1.0,0.992708874098054,0.8660254037844384,-4.199999999999989,-7.4,-3.08,-9.53,-9.208333333333334,-10.86,-6.22083333333331,-7.599999999999966,-6.82,-5.817916666666666,-8.099999999999966,-7.53,481.487,21.709999910516323,407.4777376468
2017-12-29 06:00:00+00:00,19.136,1.0,0.992708874098054,0.8660254037844384,-2.2999999999999545,-4.6,-1.27,-6.15,-6.496666666666667,-9.5,-3.4416666666666416,-2.2999999999999545,-3.46,-3.595416666666667,-7.299999999999954,-6.85,482.697,21.6420000010133,390.4077212174
2017-12-30 06:00:00+00:00,16.36,1.0,0.992708874098054,0.8660254037844384,-2.599999999999966,-5.23,-3.35,-8.69,-6.8125,-8.69,-4.17083333333331,-4.899999999999977,-4.63,-4.175833333333333,-5.0,-5.34,357.59,19.13600003734323,342.7954298421
2017-12-31 06:00:00+00:00,19.706,1.0,0.992708874098054,0.8660254037844384,-4.5,-8.84,-4.69,-11.35,-10.594166666666666,-12.2,-6.36249999999998,-7.099999999999966,-8.39,-7.0062500000000005,-8.099999999999966,-8.81,352.659,16.360000041366643,349.0352335663
2018-01-01 06:00:00+00:00,16.449,1.0,1.0,1.0,-0.1999999999999886,-2.22,2.83,-2.34,-5.675,-11.14,-2.599999999999975,-0.1999999999999886,2.68,-1.43375,-6.099999999999966,-8.24,364.052,19.70599995013949,334.7392287651
2018-01-02 06:00:00+00:00,22.799,1.0,1.0,1.0,1.6000000000000227,1.26,3.07,1.26,-2.49125,-4.25,-0.2624999999999767,1.6000000000000227,3.07,0.8795833333333333,-1.6999999999999886,-1.37,404.741,16.44900004853428,420.7849654237
2018-01-03 06:00:00+00:00,27.541,1.0,1.0,1.0,1.5,1.33,3.65,-8.65,-3.2916666666666665,-8.95,-1.1124999999999785,-3.599999999999966,-5.11,-0.0058333333333333,-3.6999999999999886,-5.16,488.746,22.798999905375297,440.0967740535
2018-01-04 06:00:00+00:00,26.652,1.0,1.0,1.0,-1.099999999999966,-4.65,-2.31,-4.65,-7.043333333333333,-8.59,-3.037499999999975,-2.099999999999966,-2.31,-3.826666666666666,-4.699999999999989,-5.06,487.877,27.54099992933695,429.5140631239
2018-01-05 06:00:00+00:00,26.468,1.0,1.0,1.0,-0.6999999999999886,-4.38,-2.01,-7.78,-5.515,-7.78,-2.6291666666666464,-4.899999999999977,-5.2,-2.8225,-4.899999999999977,-5.2,454.638,26.652000013247456,432.6168148642
2018-01-06 06:00:00+00:00,19.159,1.0,1.0,1.0,-4.2999999999999545,-4.55,-0.71,-6.41,-7.5675,-9.27,-5.03749999999998,-5.0,-2.08,-5.04,-6.199999999999989,-7.57,414.725,26.46800000274188,356.8901051221
2018-01-07 06:00:00+00:00,18.458,1.0,1.0,1.0,-2.5,-4.24,-1.04,-9.6,-7.060833333333334,-9.6,-3.424999999999983,-2.8999999999999773,-2.52,-1.96125,-5.099999999999966,-2.71,462.411,19.159000108915272,345.2268438264
2018-01-08 06:00:00+00:00,24.767,1.0,0.992708874098054,1.0,1.900000000000034,-0.93,1.78,-0.93,-4.416250000000001,-8.47,0.0250000000000198,1.900000000000034,1.22,0.075,-2.0,-1.32,416.066,18.45800001044597,419.2260102584
2018-01-09 06:00:00+00:00,27.974,1.0,0.992708874098054,1.0,4.600000000000023,1.75,4.38,-8.46,-4.618333333333333,-8.46,-0.6374999999999768,-4.899999999999977,-2.86,-0.8020833333333334,-5.0,-3.36,502.478,24.766999905986257,455.4902980197
2018-01-10 06:00:00+00:00,25.096,1.0,0.992708874098054,1.0,1.7000000000000457,-7.83,-1.46,-7.83,-9.528333333333334,-10.71,-3.2124999999999724,1.7000000000000457,-1.46,-3.920416666666666,-6.2999999999999545,-5.33,558.359,27.9739999522108,435.5153300115
2018-01-11 06:00:00+00:00,22.519,1.0,0.992708874098054,1.0,4.400000000000034,-4.22,2.21,-4.22,-6.680416666666666,-7.85,1.5458333333333556,2.0,1.26,0.23875,-1.7999999999999543,-1.5,548.313,25.0960000428866,423.1161924214
2018-01-12 06:00:00+00:00,22.031,1.0,0.992708874098054,1.0,4.300000000000011,-3.62,0.65,-5.15,-4.516249999999999,-5.15,1.916666666666688,-0.1999999999999886,-1.66,-1.00125,-0.1999999999999886,-1.67,546.219,22.51900003840124,429.0925360201
2018-01-13 06:00:00+00:00,18.407,1.0,0.992708874098054,1.0,-0.5,-4.06,-0.64,-8.35,-5.56625,-8.35,-1.9208333333333156,-1.8999999999999773,-4.94,-2.52375,-3.6999999999999886,-4.94,454.964,22.031000007271945,355.1485463313
2018-01-14 06:00:00+00:00,18.142,1.0,0.992708874098054,1.0,-1.5,-8.25,-4.53,-10.75,-9.644166666666663,-11.54,-4.083333333333314,-5.0,-8.03,-6.53,-6.2999999999999545,-8.75,445.221,18.40700005400313,367.2877117653
2018-01-15 06:00:00+00:00,41.244,1.0,0.970941817426052,1.0,0.8000000000000114,-5.15,2.23,-5.15,-6.961250000000001,-10.63,-2.0499999999999807,0.1000000000000227,2.23,-1.7087500000000002,-4.7999999999999545,-7.94,526.39,18.142000003948905,434.8205031922
2018-01-16 06:00:00+00:00,38.328,1.0,0.970941817426052,1.0,1.3000000000000114,-4.44,2.85,-4.65,-4.822916666666667,-5.35,0.1125000000000232,0.3000000000000113,0.72,1.6979166666666667,-0.2999999999999545,0.42,563.188,41.243999655744894,435.4215974437
2018-01-17 06:00:00+00:00,36.3,1.0,0.970941817426052,1.0,1.5,-3.48,1.54,-4.25,-4.02125,-4.65,0.3708333333333537,-1.599999999999966,0.03,0.8024999999999999,-1.599999999999966,-0.13,530.278,38.32800004345286,438.9749731606
2018-01-18 06:00:00+00:00,41.633,1.0,0.970941817426052,1.0,1.6000000000000227,-4.59,-0.2,-8.62,-7.397500000000001,-8.88,-1.670833333333313,-3.5,-3.48,-2.294166666666667,-3.599999999999966,-3.63,498.987,36.300000030220296,444.573365141
2018-01-19 06:00:00+00:00,42.145,1.0,0.970941817426052,1.0,-2.1999999999999886,-8.75,-3.43,-12.17,-10.633333333333333,-12.17,-5.012499999999977,-6.399999999999977,-9.38,-6.4625,-7.299999999999954,-9.4,492.842,41.63299992053015,464.8646387069
2018-01-20 06:00:00+00:00,31.671,1.0,0.970941817426052,1.0,-3.7999999999999545,-10.26,-7.81,-10.26,-11.265,-12.21,-4.999999999999972,-4.199999999999989,-7.81,-8.694166666666666,-6.2999999999999545,-9.44,444.514,42.144999992370415,374.1719841599
2018-01-21 06:00:00+00:00,32.789,1.0,0.970941817426052,1.0,-2.8999999999999773,-8.01,-5.03,-11.95,-9.95125,-11.95,-4.499999999999979,-7.399999999999977,-8.85,-7.239583333333333,-7.399999999999977,-8.88,440.762,31.671000156078605,374.0620722286
2018-01-22 06:00:00+00:00,52.255,1.0,0.9350162426854148,1.0,-6.099999999999966,-10.29,-6.01,-11.22,-10.93125,-12.19,-8.091666666666642,-10.0,-7.92,-7.17625,-10.099999999999966,-8.83,549.435,32.7889999833401,481.3119320278
2018-01-23 06:00:00+00:00,50.449,1.0,0.9350162426854148,1.0,-3.7999999999999545,-7.77,-3.51,-8.61,-10.616666666666664,-12.05,-6.699999999999974,-3.7999999999999545,-6.08,-6.842083333333334,-9.599999999999966,-9.52,528.629,52.25499970992685,475.8611308376
2018-01-24 06:00:00+00:00,37.403,1.0,0.9350162426854148,1.0,3.5,0.55,4.75,-0.84,-3.2120833333333327,-8.14,0.0250000000000269,2.800000000000012,2.63,-0.7400000000000001,-3.5,-5.51,513.662,50.44900002691215,435.5468635362
2018-01-25 06:00:00+00:00,33.385,1.0,0.9350162426854148,1.0,4.0,1.17,5.1,-0.07,-0.7529166666666667,-2.07,2.483333333333356,2.1000000000000227,2.89,3.334583333333333,1.3000000000000114,1.51,552.151,37.40300019440534,431.8977279009
2018-01-26 06:00:00+00:00,35.486,1.0,0.9350162426854148,1.0,3.400000000000034,2.19,3.55,-2.4,-0.2604166666666667,-2.4,2.066666666666693,1.0,0.91,2.5050000000000003,0.9000000000000341,0.91,555.705,33.385000059874336,434.663009386
2018-01-27 06:00:00+00:00,22.467,1.0,0.9350162426854148,1.0,2.1000000000000227,-1.88,1.49,-5.66,-3.02375,-5.66,0.741666666666691,-0.8999999999999773,-2.75,-0.0116666666666666,-0.8999999999999773,-2.75,477.742,35.485999968691885,351.2633478731
2018-01-28 06:00:00+00:00,25.462,1.0,0.9350162426854148,1.0,1.2000000000000457,-3.28,1.6,-3.45,-6.113333333333332,-9.19,-0.8666666666666435,-0.1999999999999886,1.6,-1.100833333333333,-2.7999999999999545,-3.38,486.661,22.467000194003,349.3419913651
2018-01-29 06:00:00+00:00,38.229,1.0,0.8854560256532099,1.0,2.200000000000045,0.92,3.39,-3.07,-2.0404166666666668,-3.83,0.3916666666666917,1.8000000000000114,-0.21,1.3216666666666668,-0.5,-1.9,621.751,25.46199995536993,436.8729288697
2018-01-30 06:00:00+00:00,39.878,1.0,0.8854560256532099,1.0,1.5,-3.41,-0.6,-6.2,-4.831666666666667,-6.46,-0.7374999999999758,-1.6999999999999886,-2.48,-2.0900000000000003,-2.0,-3.04,610.481,38.22899980975219,450.4929199688
2018-01-31 06:00:00+00:00,37.767,1.0,0.8854560256532099,1.0,0.6000000000000227,0.55,3.7,-3.29,-3.22125,-7.25,-0.6916666666666463,0.6000000000000227,1.59,0.5795833333333333,-2.099999999999966,-2.24,521.855,39.87799997542738,442.1345358701
2018-02-01 06:00:00+00:00,35.666,1.0,0.8854560256532099,0.8660254037844387,1.8000000000000114,-0.46,4.0,-2.35,-1.7166666666666666,-3.34,1.237500000000021,0.6000000000000227,2.82,3.0058333333333334,0.5,2.22,491.347,37.76700003145713,422.7343264188
2018-02-02 06:00:00+00:00,46.93,1.0,0.8854560256532099,0.8660254037844387,0.9000000000000341,-3.07,2.31,-14.44,-9.27,-14.44,-3.608333333333311,-9.899999999999975,-10.53,-4.160416666666666,-9.899999999999975,-10.53,507.526,35.66600003130811,466.0185068388
2018-02-03 06:00:00+00:00,36.901,1.0,0.8854560256532099,0.8660254037844387,-7.5,-14.2,-9.67,-14.58,-14.83375,-16.06,-10.108333333333317,-11.0,-10.01,-10.591666666666669,-12.5,-11.83,396.781,46.92999983214919,398.4435591159
2018-02-04 06:00:00+00:00,36.446,1.0,0.8854560256532099,0.8660254037844387,-5.099999999999966,-12.81,-6.96,-14.7,-14.08875,-14.77,-8.079166666666644,-10.199999999999989,-11.14,-9.33125,-10.199999999999989,-11.14,424.827,36.90100014944743,395.9643305119
2018-02-05 06:00:00+00:00,42.165,1.0,0.8229838658936564,0.8660254037844387,0.5,-2.73,0.06,-4.45,-8.345416666666667,-14.93,-3.2124999999999724,0.5,-0.98,-4.839166666666666,-9.399999999999975,-11.23,527.903,36.4460000067802,445.0555068489
2018-02-06 06:00:00+00:00,42.576,1.0,0.8229838658936564,0.8660254037844387,2.6000000000000227,-4.36,-0.04,-7.92,-6.212083333333333,-7.92,-0.6416666666666444,-3.599999999999966,-5.18,-2.8004166666666666,-3.7999999999999545,-5.18,539.789,42.16499991477816,468.6994010667
2018-02-07 06:00:00+00:00,39.048,1.0,0.8229838658936564,0.8660254037844387,-0.1999999999999886,-5.9,-2.94,-7.95,-7.802083333333333,-9.7,-2.72083333333331,-3.5,-5.53,-5.277916666666667,-5.099999999999966,-7.28,524.53,42.57599999387547,466.9141513839
2018-02-08 06:00:00+00:00,43.105,1.0,0.8229838658936564,0.8660254037844387,2.5,-1.89,0.43,-8.05,-5.013333333333333,-8.58,-1.2291666666666454,-1.6999999999999886,-3.82,-2.335833333333333,-3.5,-5.26,508.892,39.0480000525726,449.4573986252
2018-02-09 06:00:00+00:00,38.968,1.0,0.8229838658936564,0.8660254037844387,0.6000000000000227,-3.95,-0.74,-3.95,-6.132916666666667,-8.3,-0.5124999999999768,0.1000000000000227,-1.1,-2.85625,-2.3999999999999773,-5.2,587.893,43.1049999395445,445.9306499477
2018-02-10 06:00:00+00:00,24.243,1.0,0.8229838658936564,0.8660254037844387,5.0,-0.74,4.78,-2.91,-2.0783333333333336,-4.32,2.208333333333352,0.5,-0.03,2.2358333333333333,0.5,-0.03,518.14,38.96800006164762,353.4303474998
2018-02-11 06:00:00+00:00,25.144,1.0,0.8229838658936564,0.8660254037844387,2.400000000000034,-3.45,1.99,-4.45,-4.3625,-4.9,0.6458333333333547,-0.8999999999999773,1.49,0.93625,-1.099999999999966,-0.79,514.748,24.243000219425006,355.0012293202
2018-02-12 06:00:00+00:00,41.903,1.0,0.7485107481711011,0.8660254037844387,1.900000000000034,-4.43,1.61,-8.58,-6.555416666666667,-8.6,-0.6499999999999748,-3.2999999999999545,-2.27,-0.5058333333333334,-3.2999999999999545,-2.4,555.843,25.143999986573725,455.2320385363
2018-02-13 06:00:00+00:00,40.359,1.0,0.7485107481711011,0.8660254037844387,0.4000000000000341,-2.9,0.68,-5.45,-5.38,-8.48,-1.2458333333333087,-2.2999999999999545,-3.0,-1.475833333333333,-2.6999999999999886,-3.0,558.68,41.90299975026529,465.3780365203
2018-02-14 06:00:00+00:00,40.522,1.0,0.7485107481711011,0.8660254037844387,1.400000000000034,-4.33,-0.31,-8.37,-7.292083333333333,-9.81,-1.1291666666666462,-0.6999999999999886,-5.32,-3.8754166666666654,-2.599999999999966,-6.39,533.842,40.35900002300796,447.8690403538
2018-02-15 06:00:00+00:00,37.623,1.0,0.7485107481711011,0.8660254037844387,4.100000000000023,-2.89,2.8,-5.52,-5.090833333333333,-7.55,2.112500000000024,2.400000000000034,2.46,1.3275,-0.0999999999999659,-4.4,562.313,40.52199999757105,423.6768505751
2018-02-16 06:00:00+00:00,41.341,1.0,0.7485107481711011,0.8660254037844387,2.700000000000045,-4.74,2.47,-5.2,-5.036666666666667,-5.4,1.0125000000000195,-0.7999999999999545,0.48,1.7612499999999998,-0.7999999999999545,0.48,533.262,37.623000043199525,441.6158932351
2018-02-17 06:00:00+00:00,26.276,1.0,0.7485107481711011,0.8660254037844387,2.700000000000045,-2.54,0.81,-6.18,-4.466666666666667,-6.18,0.4291666666666862,-2.0,-2.72,-1.125,-2.0,-2.82,413.642,41.34099994459612,358.3309674693
2018-02-18 06:00:00+00:00,28.967,1.0,0.7485107481711011,0.8660254037844387,2.5,-2.47,1.47,-8.9,-5.74875,-8.9,-1.629166666666651,-5.199999999999989,-5.91,-2.44,-5.199999999999989,-5.91,421.933,26.27600022449153,372.7049864745
2018-02-19 06:00:00+00:00,43.043,1.0,0.6631226582407953,0.8660254037844387,-0.1999999999999886,-6.98,-2.53,-10.37,-8.929166666666665,-10.45,-4.620833333333313,-8.699999999999989,-7.37,-5.503333333333334,-8.699999999999989,-7.44,554.026,28.966999959899987,477.7808962741
2018-02-20 06:00:00+00:00,43.567,1.0,0.6631226582407953,0.8660254037844387,-0.0999999999999659,-6.02,-2.01,-10.67,-8.534166666666668,-10.67,-4.299999999999976,-7.299999999999954,-8.25,-5.4,-7.399999999999977,-8.25,543.201,43.042999790246085,484.4433436712
2018-02-21 06:00:00+00:00,40.243,1.0,0.6631226582407953,0.8660254037844387,-1.3999999999999773,-4.43,-3.49,-4.43,-6.5491666666666655,-10.61,-2.770833333333309,-2.099999999999966,-3.58,-4.3075,-6.2999999999999545,-7.88,544.352,43.5669999921916,453.401023182
2018-02-22 06:00:00+00:00,33.877,1.0,0.6631226582407953,0.8660254037844387,2.800000000000012,1.67,3.37,-0.28,-0.2691666666666666,-4.15,0.9541666666666896,0.8000000000000114,1.69,1.615,-1.3999999999999773,-3.32,523.475,40.24300004953268,428.4700626198
2018-02-23 06:00:00+00:00,32.764,1.0,0.6631226582407953,0.8660254037844387,2.900000000000034,-0.55,2.44,-5.36,-2.85375,-5.38,0.0416666666666999,-1.599999999999966,-2.01,-0.30875,-2.7999999999999545,-2.36,550.112,33.87700009486313,447.7413967566
2018-02-24 06:00:00+00:00,27.587,1.0,0.6631226582407953,0.8660254037844387,1.900000000000034,-2.25,1.7,-8.25,-4.748333333333334,-8.25,-0.8916666666666418,-6.099999999999966,-5.58,-1.6404166666666666,-6.099999999999966,-5.58,432.137,32.764000016585406,358.9993885545
2018-02-25 06:00:00+00:00,29.497,1.0,0.6631226582407953,0.8660254037844387,-0.3999999999999772,-4.75,-1.96,-7.25,-6.417916666666667,-8.43,-1.8374999999999773,-2.599999999999966,-4.76,-3.5241666666666664,-5.2999999999999545,-5.51,455.456,27.587000077145213,349.527559781
2018-02-26 06:00:00+00:00,50.697,1.0,0.5680647467311559,0.8660254037844387,-1.7999999999999543,-7.22,-4.79,-16.45,-10.725833333333334,-16.45,-5.1166666666666405,-9.899999999999975,-12.34,-7.642499999999999,-9.899999999999975,-12.41,561.884,29.496999971538084,473.3209987715
2018-02-27 06:00:00+00:00,51.802,1.0,0.5680647467311559,0.8660254037844387,-5.699999999999989,-10.88,-5.71,-13.75,-13.011666666666668,-16.45,-9.07916666666664,-13.299999999999956,-10.1,-8.483333333333333,-13.299999999999956,-11.99,565.462,50.6969996840876,498.7104131745
2018-02-28 06:00:00+00:00,56.654,1.0,0.5680647467311559,0.8660254037844387,-5.899999999999977,-12.25,-5.82,-19.25,-15.571666666666664,-19.25,-12.13749999999998,-16.5,-15.54,-10.610833333333334,-17.19999999999999,-15.67,542.383,51.80199998353381,510.4436012872
2018-03-01 06:00:00+00:00,53.093,1.0,0.5680647467311559,0.5000000000000001,-8.799999999999955,-15.6,-8.79,-19.39,-17.835,-19.39,-12.55833333333331,-16.399999999999977,-14.89,-12.750416666666666,-16.399999999999977,-15.15,495.188,56.65399992769779,506.680791798
2018-03-02 06:00:00+00:00,49.165,1.0,0.5680647467311559,0.5000000000000001,-5.5,-12.3,-5.88,-15.45,-15.180416666666666,-19.21,-9.92083333333332,-10.5,-10.73,-9.560833333333331,-15.0,-14.2,486.466,53.09300005306434,493.9760217905
2018-03-03 06:00:00+00:00,31.918,1.0,0.5680647467311559,0.5000000000000001,-2.0,-9.81,-2.99,-12.25,-12.142083333333334,-15.21,-5.4208333333333085,-6.399999999999977,-7.86,-6.8741666666666665,-9.099999999999966,-10.27,443.645,49.1650000585332,387.3480383121
2018-03-04 06:00:00+00:00,30.359,1.0,0.5680647467311559,0.5000000000000001,-1.0,-6.83,-2.77,-7.25,-8.18875,-11.9,-3.729166666666638,-4.7999999999999545,-5.56,-5.137083333333333,-5.899999999999977,-7.26,459.91,31.918000257006657,392.9329674958
2018-03-05 06:00:00+00:00,48.431,1.0,0.4647231720437686,0.5000000000000001,-2.5,-6.51,-3.04,-11.79,-8.600416666666666,-11.96,-5.65416666666664,-7.399999999999977,-8.32,-5.877916666666667,-8.5,-9.09,612.041,30.359000023231488,501.1244305535
2018-03-06 06:00:00+00:00,48.81,1.0,0.4647231720437686,0.5000000000000001,-2.099999999999966,-7.8,-1.03,-12.79,-10.119583333333331,-12.79,-5.445833333333307,-9.599999999999966,-9.29,-4.881666666666667,-9.599999999999966,-9.29,618.945,48.430999730699575,507.4633298642
2018-03-07 06:00:00+00:00,49.905,1.0,0.4647231720437686,0.5000000000000001,-1.0,-7.63,-1.95,-10.86,-9.844583333333334,-12.75,-5.808333333333311,-8.599999999999966,-8.4,-6.0304166666666665,-8.799999999999955,-8.95,648.397,48.80999999435232,500.3697701778
2018-03-08 06:00:00+00:00,44.607,1.0,0.4647231720437686,0.5000000000000001,-0.7999999999999545,-3.76,-0.2,-6.95,-6.203749999999999,-10.13,-3.6124999999999736,-4.7999999999999545,-4.69,-3.37375,-7.099999999999966,-7.57,626.919,49.90499998368283,475.5567515602
2018-03-09 06:00:00+00:00,39.913,1.0,0.4647231720437686,0.5000000000000001,3.0,-3.14,2.2,-7.91,-5.614166666666667,-7.91,-0.2624999999999768,-3.5,-4.07,-1.1808333333333332,-3.5,-4.07,602.337,44.607000078948296,453.4977952759
2018-03-10 06:00:00+00:00,26.539,1.0,0.4647231720437686,0.5000000000000001,0.3000000000000113,-4.89,-0.43,-4.89,-6.272916666666666,-8.06,-0.8833333333333068,-0.7999999999999545,-3.35,-2.686666666666666,-2.8999999999999773,-4.33,479.729,39.91300006994777,360.2415238949
2018-03-11 06:00:00+00:00,24.669,1.0,0.4647231720437686,0.5000000000000001,2.0,0.03,2.02,-6.55,-3.189166666666667,-6.55,-0.999999999999981,-5.2999999999999545,-4.74,-1.1874999999999998,-5.2999999999999545,-4.82,467.065,26.53900019929305,364.6520410506
2018-03-12 06:00:00+00:00,35.311,1.0,0.3546048870425355,0.5000000000000001,0.8000000000000114,-3.25,0.45,-3.95,-4.611666666666667,-6.39,-1.3624999999999758,-1.599999999999966,-2.13,-1.860833333333333,-4.2999999999999545,-4.34,597.629,24.66900002786586,457.7855323402
2018-03-13 06:00:00+00:00,38.552,1.0,0.3546048870425355,0.5000000000000001,0.3000000000000113,-1.82,-0.01,-7.05,-3.54625,-7.05,-1.4583333333333095,-3.5,-5.16,-1.883333333333333,-3.5,-5.27,600.062,35.31099984141793,470.712386637
2018-03-14 06:00:00+00:00,36.008,1.0,0.3546048870425355,0.5000000000000001,1.8000000000000114,-1.84,1.4,-6.27,-4.694999999999999,-6.81,-1.3416666666666448,-3.1999999999999886,-3.93,-2.004166666666667,-4.199999999999989,-4.55,607.043,38.55199995170415,461.3248035711
2018-03-15 06:00:00+00:00,44.122,1.0,0.3546048870425355,0.5000000000000001,1.8000000000000114,-3.76,0.81,-11.95,-6.992500000000001,-12.03,-3.883333333333302,-9.899999999999975,-8.7,-3.70375,-9.899999999999975,-8.91,572.49,36.00800003790949,469.1684889327
2018-03-16 06:00:00+00:00,46.441,1.0,0.3546048870425355,0.5000000000000001,-0.7999999999999545,-7.41,-1.2,-14.11,-10.634583333333332,-14.11,-4.854166666666636,-8.699999999999989,-9.19,-5.165833333333333,-8.699999999999989,-9.19,540.033,44.121999879089,461.0883364224
