datetime,grid1-loss,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,temperature_min,temperature,temperature_max,grid1-temp,grid1-temp_max,temperature_mean,grid1-temp_mean,grid1-load,demand,ewma
2017-12-24 17:00:00+00:00,16.228,1.0,0.970941817426052,0.8660254037844384,-1.14,-0.15,-1.81,-1.0220833333333337,-0.0999999999999659,0.28,0.46,2.89,-0.0999999999999659,1.7000000000000457,1.74875,0.7583333333333542,533.609,377.195678833,19.07200004176796
2017-12-25 17:00:00+00:00,17.038,1.0,0.992708874098054,0.8660254037844384,-2.77,-0.5,-2.77,-1.4625,-1.0,-0.84,-0.84,1.72,-1.0,0.0,0.0337499999999999,-0.3416666666666472,521.781,381.1798889263,16.228000042378905
2017-12-26 17:00:00+00:00,20.991,1.0,0.992708874098054,0.8660254037844384,-5.49,-3.0,-6.6,-5.1154166666666665,-4.7999999999999545,-3.38,-2.51,-0.96,-3.2999999999999545,-1.1999999999999886,-2.7429166666666664,-2.9333333333333136,487.701,380.7644330022,17.037999987930057
2017-12-27 17:00:00+00:00,25.732,1.0,0.992708874098054,0.8660254037844384,-9.62,-5.54,-9.62,-7.360833333333333,-5.599999999999966,-6.3,-6.3,-1.77,-5.599999999999966,-3.3999999999999773,-3.2825,-4.291666666666646,482.945,447.9956041095,20.990999941095712
2017-12-28 17:00:00+00:00,23.404,1.0,0.992708874098054,0.8660254037844384,-5.25,-5.25,-10.86,-8.739583333333334,-8.099999999999966,-7.53,-2.36,-2.36,-2.8999999999999773,-2.5,-5.772083333333334,-5.8583333333333085,494.226,443.0959554949,25.73199992935359
2017-12-29 17:00:00+00:00,25.053,1.0,0.992708874098054,0.8660254037844384,-7.95,-4.6,-7.95,-6.1275,-4.699999999999989,-5.34,-5.34,-1.27,-4.699999999999989,-2.2999999999999545,-3.4225,-3.212499999999975,490.852,435.619478993,23.4040000346899
2017-12-30 17:00:00+00:00,24.302,1.0,0.992708874098054,0.8660254037844384,-11.14,-5.23,-11.14,-8.282083333333334,-5.699999999999989,-7.56,-7.56,-3.35,-5.699999999999989,-4.099999999999966,-4.919583333333333,-4.891666666666647,453.756,422.2932298768,25.052999975427987
2017-12-31 17:00:00+00:00,28.026,1.0,0.992708874098054,0.8660254037844384,-6.09,-6.09,-12.2,-10.323333333333332,-8.099999999999966,-8.81,-1.88,-1.88,-3.1999999999999886,-3.1999999999999886,-7.022916666666667,-5.7999999999999785,412.737,444.136250025,24.30200001119077
2018-01-01 17:00:00+00:00,23.039,1.0,1.0,1.0,-3.52,-1.95,-5.05,-2.6716666666666664,-2.7999999999999545,-0.46,-0.24,2.83,-1.1999999999999886,0.3000000000000113,1.992916666666667,-0.8791666666666416,424.829,408.9590695899,28.02599994450808
2018-01-02 17:00:00+00:00,24.962,1.0,1.0,1.0,-0.9,1.33,-4.25,-1.49375,-1.6999999999999886,-1.37,2.37,3.65,-0.5999999999999659,1.6000000000000227,1.4433333333333334,0.2541666666666889,479.465,440.4459318925,23.03900007431209
2018-01-03 17:00:00+00:00,29.237,1.0,1.0,1.0,-8.31,-1.03,-8.95,-6.937916666666666,-4.199999999999989,-5.16,-4.62,2.06,-4.199999999999989,-1.0,-3.4258333333333333,-2.933333333333311,537.732,465.1791077152,24.96199997134507
2018-01-04 17:00:00+00:00,27.006,1.0,1.0,1.0,-4.81,-4.38,-7.95,-5.350416666666667,-4.699999999999989,-4.48,-2.15,-2.01,-2.3999999999999773,-0.6999999999999886,-2.750833333333334,-2.4666666666666424,509.947,447.6262079167,29.236999936297533
2018-01-05 17:00:00+00:00,27.88,1.0,1.0,1.0,-9.27,-5.02,-9.27,-7.416250000000001,-6.199999999999989,-7.57,-7.57,-2.13,-5.0,-1.5,-4.88125,-4.254166666666649,529.772,460.6955665705,27.00600003324449
2018-01-06 17:00:00+00:00,27.438,1.0,1.0,1.0,-7.38,-4.55,-9.05,-7.189166666666666,-5.099999999999966,-7.36,-2.12,-0.71,-2.6999999999999886,-2.6999999999999886,-3.0558333333333336,-4.2416666666666485,520.838,427.6816397141,27.879999986976383
2018-01-07 17:00:00+00:00,26.699,1.0,1.0,1.0,-5.52,-3.87,-9.6,-5.9245833333333335,-3.7999999999999545,-2.71,-0.92,1.78,-0.3999999999999772,1.0,-0.8475,-1.7583333333333115,563.757,415.4157445162,27.43800000658631
2018-01-08 17:00:00+00:00,26.298,1.0,0.992708874098054,1.0,-5.97,1.75,-5.97,-2.478333333333333,-0.6999999999999886,-2.58,-2.58,4.38,-0.2999999999999545,4.600000000000023,0.7341666666666665,1.3500000000000203,505.461,438.2091547072,26.69900001101196
2018-01-09 17:00:00+00:00,30.78,1.0,0.992708874098054,1.0,-10.36,-6.45,-10.36,-8.342083333333333,-6.2999999999999545,-4.42,-4.42,-2.27,-3.899999999999977,-1.099999999999966,-3.12,-4.337499999999975,528.696,492.2979333234,26.298000005975364
2018-01-10 17:00:00+00:00,26.412,1.0,0.992708874098054,1.0,-6.9,-6.54,-10.71,-8.483333333333333,-3.899999999999977,-5.33,-0.68,1.78,1.2000000000000457,4.400000000000034,-2.0820833333333337,0.4541666666666918,577.028,444.7131054396,30.779999933213
2018-01-11 17:00:00+00:00,23.079,1.0,0.992708874098054,1.0,-4.96,-3.62,-7.85,-5.333749999999999,-1.7999999999999543,-1.5,-1.3,2.21,2.700000000000045,4.300000000000011,-0.1929166666666666,1.604166666666688,552.341,441.1760805679,26.41200006508827
2018-01-12 17:00:00+00:00,24.814,1.0,0.992708874098054,1.0,-4.83,-4.06,-5.23,-4.744583333333333,-1.5,-1.92,-1.92,-0.64,-1.5,2.6000000000000227,-1.4333333333333331,0.1750000000000185,562.138,452.6419799957,23.079000049665574
2018-01-13 17:00:00+00:00,26.701,1.0,0.992708874098054,1.0,-8.99,-5.04,-9.15,-7.45,-4.399999999999977,-6.01,-6.01,-2.17,-4.399999999999977,-1.5,-4.305833333333333,-2.6208333333333136,557.205,438.9095608433,24.813999974146487
2018-01-14 17:00:00+00:00,26.261,1.0,0.992708874098054,1.0,-6.54,-6.54,-11.54,-9.5,-6.2999999999999545,-8.75,-1.14,-1.14,-2.2999999999999545,-1.099999999999966,-6.366666666666667,-4.316666666666649,548.849,442.4524049183,26.700999971881508
2018-01-15 17:00:00+00:00,43.768,1.0,0.970941817426052,1.0,-5.09,-4.45,-6.35,-5.2787500000000005,-3.0,-0.83,1.51,2.85,0.0,0.8000000000000114,1.6204166666666666,-0.7166666666666449,544.271,441.8602365444,26.26100000655651
2018-01-16 17:00:00+00:00,39.475,1.0,0.970941817426052,1.0,-3.89,-3.48,-5.35,-4.4425,-0.2999999999999545,0.42,1.51,1.91,0.9000000000000341,1.3000000000000114,1.1408333333333334,0.4250000000000232,593.511,455.6835874839,43.76799973912537
2018-01-17 17:00:00+00:00,40.883,1.0,0.970941817426052,1.0,-7.76,-3.59,-7.76,-5.09875,-1.599999999999966,-2.31,-2.31,1.54,-1.599999999999966,1.6000000000000227,-0.255,-0.0333333333333124,545.571,463.1666445275,39.47500006397068
2018-01-18 17:00:00+00:00,42.906,1.0,0.970941817426052,1.0,-10.55,-7.85,-10.55,-8.762500000000001,-4.199999999999989,-5.78,-5.78,-2.51,-4.199999999999989,-2.0,-3.6675,-3.1416666666666493,505.958,469.0513307569,40.88299997901917
2018-01-19 17:00:00+00:00,46.944,1.0,0.970941817426052,1.0,-11.56,-10.81,-12.21,-11.640833333333331,-7.299999999999954,-9.44,-9.04,-6.3,-5.399999999999977,-3.7999999999999545,-8.535,-5.804166666666639,526.95,478.2783125552,42.90599996985495
2018-01-20 17:00:00+00:00,45.061,1.0,0.970941817426052,1.0,-9.08,-8.01,-11.68,-10.068333333333332,-5.399999999999977,-9.31,-6.44,-5.03,-3.899999999999977,-2.8999999999999773,-7.545833333333333,-4.224999999999973,548.878,457.4192718101,46.94399993982912
2018-01-21 17:00:00+00:00,47.499,1.0,0.970941817426052,1.0,-10.72,-9.42,-12.19,-10.974583333333332,-7.399999999999977,-8.88,-6.64,-6.01,-7.099999999999966,-4.0,-7.6825,-5.949999999999977,543.836,472.0358025401,45.061000028058885
2018-01-22 17:00:00+00:00,52.104,1.0,0.9350162426854148,1.0,-11.11,-10.55,-11.75,-11.153333333333334,-10.099999999999966,-8.43,-6.48,-6.35,-6.7999999999999545,-5.7999999999999545,-7.21,-8.341666666666642,566.825,496.1436624794,47.49899996367097
2018-01-23 17:00:00+00:00,48.322,1.0,0.9350162426854148,1.0,-4.27,-4.05,-12.05,-7.927499999999999,-8.099999999999966,-9.52,-2.57,-2.55,-1.0,-0.6999999999999886,-5.145416666666667,-4.22083333333331,536.907,480.9449977538,52.10399993138015
2018-01-24 17:00:00+00:00,38.48,1.0,0.9350162426854148,1.0,0.36,0.55,-4.05,-1.11375,-1.099999999999966,-2.26,4.7,4.75,2.5,3.5,2.095833333333333,2.062500000000026,546.901,456.1922478157,48.3220000563562
2018-01-25 17:00:00+00:00,37.538,1.0,0.9350162426854148,1.0,-0.01,2.19,-2.07,0.27625,1.3000000000000114,2.45,2.73,5.1,2.1000000000000227,4.0,3.5341666666666662,2.625000000000026,560.945,440.7710980459,38.480000146657225
2018-01-26 17:00:00+00:00,36.998,1.0,0.9350162426854148,1.0,-2.22,-0.16,-2.46,-1.7833333333333332,0.9000000000000341,0.69,0.76,2.75,0.9000000000000341,2.1000000000000227,1.512916666666667,1.3666666666666956,587.984,443.8415598401,37.53800001403689
2018-01-27 17:00:00+00:00,37.057,1.0,0.9350162426854148,1.0,-7.88,-2.17,-7.88,-4.98,-2.7999999999999545,-3.38,-2.01,0.77,-1.1999999999999886,0.6000000000000227,-1.593333333333333,-0.5624999999999787,575.534,444.6065854595,36.998000008046624
2018-01-28 17:00:00+00:00,37.724,1.0,0.9350162426854148,1.0,-1.27,-1.27,-9.19,-4.3175,-1.1999999999999886,-1.97,2.29,2.29,0.0,2.200000000000045,0.9495833333333332,0.0750000000000217,591.604,432.5005599541,37.05699999912083
2018-01-29 17:00:00+00:00,41.959,1.0,0.8854560256532099,1.0,-4.32,0.92,-4.32,-2.643333333333333,-1.5,-2.28,-2.28,3.39,-1.5,1.8000000000000114,-0.1645833333333333,0.2541666666666913,620.816,461.739524611,37.723999990060925
2018-01-30 17:00:00+00:00,44.069,1.0,0.8854560256532099,1.0,-1.1,0.55,-6.46,-3.639166666666666,-2.0,-3.04,2.38,3.7,-1.5,0.3000000000000113,-0.56625,-1.1791666666666458,596.925,458.3195673629,41.95899993689358
2018-01-31 17:00:00+00:00,38.289,1.0,0.8854560256532099,1.0,-1.05,-0.46,-7.25,-3.14625,-2.099999999999966,-2.24,3.7,4.0,1.7000000000000457,1.8000000000000114,1.15125,0.2583333333333565,529.735,450.5001177529,44.06899996855856
2018-02-01 17:00:00+00:00,43.854,1.0,0.8854560256532099,0.8660254037844387,-8.16,-1.34,-8.16,-4.014583333333333,-2.1999999999999886,-2.54,-2.54,3.45,-2.1999999999999886,1.8000000000000114,1.2908333333333335,0.5708333333333542,522.844,451.0643769491,38.28900008612871
2018-02-02 17:00:00+00:00,51.85,1.0,0.8854560256532099,0.8660254037844387,-14.51,-8.75,-14.93,-13.136250000000002,-10.199999999999989,-10.93,-10.51,-3.23,-10.199999999999989,-2.6999999999999886,-8.688333333333334,-7.616666666666646,518.857,489.4571577311,43.85399991707504
2018-02-03 17:00:00+00:00,48.993,1.0,0.8854560256532099,0.8660254037844387,-13.66,-12.81,-16.06,-14.44375,-12.5,-11.83,-8.48,-6.96,-6.699999999999989,-5.099999999999966,-9.675,-9.258333333333312,519.299,476.4724596133,51.84999988085032
2018-02-04 17:00:00+00:00,47.482,1.0,0.8854560256532099,0.8660254037844387,-8.77,-8.77,-14.93,-13.644583333333337,-10.199999999999989,-11.23,-5.36,-5.36,-2.7999999999999545,-2.7999999999999545,-9.343333333333334,-7.499999999999974,524.214,475.2442596109,48.99300004257262
2018-02-05 17:00:00+00:00,41.963,1.0,0.8229838658936564,0.8660254037844387,-6.08,-2.73,-7.98,-4.776666666666666,-2.3999999999999773,-4.87,-2.6,0.06,1.400000000000034,2.6000000000000227,-1.495,0.1250000000000237,554.419,457.402457808,47.482000022515656
2018-02-06 17:00:00+00:00,41.755,1.0,0.8229838658936564,0.8660254037844387,-7.23,-5.9,-8.23,-7.155,-3.7999999999999545,-5.52,-5.16,-2.94,-1.6999999999999886,0.7000000000000455,-4.302499999999999,-2.037499999999978,568.868,488.2703162124,41.96300008223951
2018-02-07 17:00:00+00:00,41.273,1.0,0.8229838658936564,0.8660254037844387,-1.96,-1.89,-9.7,-6.81125,-5.099999999999966,-7.28,0.29,0.29,0.7000000000000455,2.5,-4.537916666666667,-2.0249999999999773,528.342,466.1799852296,41.75500000309945
2018-02-08 17:00:00+00:00,41.155,1.0,0.8229838658936564,0.8660254037844387,-5.1,-2.2,-8.58,-5.4125000000000005,-3.5,-3.94,-2.09,0.43,-0.5999999999999659,0.6000000000000227,-1.9995833333333333,-1.3333333333333095,567.413,422.9462458962,41.27300000718237
2018-02-09 17:00:00+00:00,36.122,1.0,0.8229838658936564,0.8660254037844387,-1.59,-0.74,-8.3,-4.072916666666667,-2.3999999999999773,-5.2,3.39,4.78,2.700000000000045,5.0,-0.2183333333333334,1.0291666666666874,619.24,415.5630571379,41.15500000175834
2018-02-10 17:00:00+00:00,36.249,1.0,0.8229838658936564,0.8660254037844387,-4.4,-2.15,-4.4,-3.33,0.5,-0.79,1.13,2.83,1.0,2.400000000000034,0.8233333333333334,1.46250000000002,601.236,414.0971806784,36.12200007499754
2018-02-11 17:00:00+00:00,36.049,1.0,0.8229838658936564,0.8660254037844387,-7.0,-4.43,-7.0,-4.9262500000000005,-1.099999999999966,-1.05,-1.05,1.61,-0.2999999999999545,1.900000000000034,0.9883333333333332,0.3500000000000228,591.494,416.8850052088,36.24899999810756
2018-02-12 17:00:00+00:00,41.182,1.0,0.7485107481711011,0.8660254037844387,-6.46,-5.47,-8.6,-7.298750000000001,-3.2999999999999545,-2.4,-0.87,0.68,-0.1999999999999886,0.4000000000000341,-1.1129166666666666,-1.291666666666643,554.44,451.7622401519,36.04900000298024
2018-02-13 17:00:00+00:00,41.472,1.0,0.7485107481711011,0.8660254037844387,-5.76,-2.9,-6.52,-4.752916666666667,-2.3999999999999773,-3.3,-2.85,-0.31,-0.8999999999999773,1.400000000000034,-2.0979166666666664,-1.079166666666642,552.995,436.2377454469,41.181999923512336
2018-02-14 17:00:00+00:00,38.687,1.0,0.7485107481711011,0.8660254037844387,-4.32,-2.89,-9.81,-6.835,-2.599999999999966,-6.39,2.28,2.8,2.200000000000045,4.100000000000023,-2.7429166666666664,-0.0249999999999795,549.636,434.0885798872,41.471999995678665
2018-02-15 17:00:00+00:00,42.037,1.0,0.7485107481711011,0.8660254037844387,-5.21,-4.78,-5.98,-5.377083333333334,1.400000000000034,1.38,1.62,2.48,1.400000000000034,3.0,2.08,2.070833333333354,548.81,435.0452288225,38.687000041499736
2018-02-16 17:00:00+00:00,37.416,1.0,0.7485107481711011,0.8660254037844387,-3.54,-3.54,-5.4,-4.914166666666668,-0.7999999999999545,-1.19,-1.19,1.68,0.5,2.700000000000045,0.7720833333333332,0.766666666666687,512.322,436.9366194714,42.03699995008111
2018-02-17 17:00:00+00:00,35.667,1.0,0.7485107481711011,0.8660254037844387,-4.16,-2.47,-6.18,-4.090416666666666,-2.0,-2.82,-1.03,1.47,0.5,2.5,-1.29625,0.1541666666666852,513.275,429.0949298369,37.41600006885827
2018-02-18 17:00:00+00:00,37.546,1.0,0.7485107481711011,0.8660254037844387,-7.91,-4.92,-8.98,-7.55,-5.199999999999989,-5.91,-4.61,-1.94,-2.5,-0.1999999999999886,-4.155,-2.862499999999985,511.777,439.4350229829,35.667000026062134
2018-02-19 17:00:00+00:00,42.437,1.0,0.6631226582407953,0.8660254037844387,-6.87,-6.02,-10.45,-8.840833333333334,-8.699999999999989,-7.44,-3.55,-2.01,-2.0,-0.0999999999999659,-5.497083333333333,-5.033333333333313,549.0,466.235202985,37.54599997200072
2018-02-20 17:00:00+00:00,43.6,1.0,0.6631226582407953,0.8660254037844387,-5.13,-5.13,-10.67,-8.711666666666666,-7.299999999999954,-8.25,-3.52,-3.52,-1.6999999999999886,-1.3999999999999773,-5.8620833333333335,-4.437499999999974,551.029,457.0059755051,42.43699992711842
2018-02-21 17:00:00+00:00,39.715,1.0,0.6631226582407953,0.8660254037844387,-0.07,0.98,-5.73,-3.2825,-4.0,-3.86,2.37,3.26,2.300000000000012,2.800000000000012,-1.6441666666666668,-0.8749999999999761,531.235,439.5727664663,43.59999998266995
2018-02-22 17:00:00+00:00,35.409,1.0,0.6631226582407953,0.8660254037844387,-2.02,1.67,-2.02,-0.2666666666666666,-0.5,0.11,0.11,3.37,1.400000000000034,2.900000000000034,2.0145833333333334,1.3416666666666943,554.959,435.9448376719,39.71500005789101
2018-02-23 17:00:00+00:00,35.189,1.0,0.6631226582407953,0.8660254037844387,-2.52,-2.25,-5.38,-4.056666666666667,-2.7999999999999545,-2.36,0.31,1.7,1.1000000000000227,1.900000000000034,-0.8954166666666666,-0.5083333333333043,521.953,439.5569211808,35.4090000641644
2018-02-24 17:00:00+00:00,37.54,1.0,0.6631226582407953,0.8660254037844387,-6.03,-2.9,-8.43,-6.5008333333333335,-6.099999999999966,-5.58,-2.9,-0.38,-0.8999999999999773,0.7000000000000455,-3.3575,-2.229166666666643,508.898,434.4838456412,35.18900000327825
2018-02-25 17:00:00+00:00,41.787,1.0,0.6631226582407953,0.8660254037844387,-8.46,-4.75,-8.46,-6.543333333333333,-3.1999999999999886,-5.31,-5.31,-3.17,-3.1999999999999886,-0.7999999999999545,-4.316666666666667,-1.9458333333333089,522.904,438.0074025599,37.53999996496737
2018-02-26 17:00:00+00:00,50.004,1.0,0.5680647467311559,0.8660254037844387,-11.04,-8.98,-16.45,-13.455416666666666,-9.899999999999975,-12.41,-6.65,-5.71,-7.099999999999966,-3.7999999999999545,-9.06875,-7.254166666666642,557.724,490.0491014874,41.78699993671477
2018-02-27 17:00:00+00:00,53.526,1.0,0.5680647467311559,0.8660254037844387,-13.94,-11.28,-13.94,-12.6975,-13.299999999999956,-10.2,-8.01,-5.82,-9.699999999999989,-5.899999999999977,-8.097916666666666,-9.870833333333309,565.686,488.5994148014,50.00399987755715
2018-02-28 17:00:00+00:00,57.089,1.0,0.5680647467311559,0.8660254037844387,-16.42,-14.75,-19.25,-17.52375,-17.19999999999999,-15.67,-10.38,-8.79,-10.399999999999975,-8.799999999999955,-12.402916666666664,-13.049999999999978,538.626,502.7733113124,53.52599994751811
2018-03-01 17:00:00+00:00,50.945,1.0,0.5680647467311559,0.5000000000000001,-12.71,-12.3,-19.39,-17.035833333333333,-16.399999999999977,-15.14,-7.59,-5.88,-7.5,-5.5,-11.683333333333335,-11.866666666666648,506.947,500.4923140125,57.08899994690716
2018-03-02 17:00:00+00:00,48.049,1.0,0.5680647467311559,0.5000000000000001,-10.25,-9.81,-15.64,-13.653333333333334,-11.5,-10.75,-5.23,-2.99,-4.399999999999977,-2.0,-8.12,-7.816666666666649,505.274,478.3400385199,50.94500009155273
2018-03-03 17:00:00+00:00,42.34,1.0,0.5680647467311559,0.5000000000000001,-6.95,-6.83,-12.81,-10.659583333333334,-7.199999999999989,-8.39,-4.26,-2.77,-2.6999999999999886,-1.0,-6.199583333333333,-4.762499999999972,522.86,453.3859293086,48.04900004315377
2018-03-04 17:00:00+00:00,42.866,1.0,0.5680647467311559,0.5000000000000001,-6.59,-6.51,-8.76,-7.175833333333333,-5.099999999999966,-6.95,-3.74,-3.04,-5.099999999999966,-2.5,-4.92875,-3.983333333333304,553.22,460.647643129,42.340000085070734
2018-03-05 17:00:00+00:00,47.368,1.0,0.4647231720437686,0.5000000000000001,-8.64,-6.81,-11.96,-9.629583333333333,-8.5,-9.09,-2.82,-1.03,-3.1999999999999886,-2.099999999999966,-5.453333333333333,-5.604166666666643,607.667,493.8575321109,42.86599999216199
2018-03-06 17:00:00+00:00,44.293,1.0,0.4647231720437686,0.5000000000000001,-7.86,-7.63,-12.79,-10.554166666666667,-9.599999999999966,-9.29,-3.68,-1.95,-3.099999999999966,-1.0,-5.723333333333333,-5.42083333333331,629.569,485.1707987181,47.36799993291498
2018-03-07 17:00:00+00:00,46.118,1.0,0.4647231720437686,0.5000000000000001,-4.07,-3.76,-11.12,-8.117916666666666,-8.799999999999955,-8.65,-1.36,-0.2,-1.7999999999999543,-0.7999999999999545,-5.076666666666667,-5.483333333333306,650.97,480.2486940783,44.29300004582107
2018-03-08 17:00:00+00:00,39.542,1.0,0.4647231720437686,0.5000000000000001,-5.01,-3.14,-7.33,-5.399166666666666,-5.2999999999999545,-5.06,0.13,2.2,1.6000000000000227,3.0,-2.095833333333333,-1.8583333333333083,613.599,455.8830592464,46.117999972805386
2018-03-09 17:00:00+00:00,38.893,1.0,0.4647231720437686,0.5000000000000001,-6.42,-5.55,-8.06,-6.835833333333333,-3.5,-4.07,-1.76,-0.43,-0.2999999999999545,0.9000000000000341,-2.0654166666666662,-1.1083333333333103,595.169,446.0264877843,39.54200009799004
2018-03-10 17:00:00+00:00,36.489,1.0,0.4647231720437686,0.5000000000000001,-0.41,0.03,-6.5,-3.9425,-1.7999999999999543,-4.33,1.21,2.02,0.0,2.0,-1.707083333333333,-0.1333333333333115,557.05,417.1642482037,38.89300000967086
2018-03-11 17:00:00+00:00,32.685,1.0,0.4647231720437686,0.5000000000000001,-3.7,-0.8,-6.55,-4.379583333333334,-5.2999999999999545,-4.82,-0.6,0.85,-0.7999999999999545,0.8000000000000114,-1.9645833333333331,-1.8333333333333095,560.671,429.3279145423,36.48900003582239
2018-03-12 17:00:00+00:00,38.678,1.0,0.3546048870425355,0.5000000000000001,-1.96,-1.82,-5.53,-3.6808333333333327,-2.6999999999999886,-2.91,-0.53,-0.01,-1.0,0.3000000000000113,-1.4787499999999998,-1.09583333333331,590.749,458.7777967725,32.68500005668402
2018-03-13 17:00:00+00:00,33.972,1.0,0.3546048870425355,0.5000000000000001,-2.79,-1.84,-7.05,-4.149166666666667,-3.5,-5.27,-0.36,1.4,1.0,1.8000000000000114,-1.95,-1.1624999999999754,570.375,448.7001219689,38.67799991069734
2018-03-14 17:00:00+00:00,35.062,1.0,0.3546048870425355,0.5000000000000001,-4.95,-3.45,-6.34,-4.966666666666667,-4.199999999999989,-3.96,-1.44,0.81,-1.099999999999966,1.8000000000000114,-1.935,-1.3666666666666434,582.551,448.4436766633,33.972000070124864
2018-03-15 17:00:00+00:00,39.674,1.0,0.3546048870425355,0.5000000000000001,-9.03,-5.41,-12.03,-9.04625,-9.899999999999975,-8.91,-3.02,-1.2,-2.6999999999999886,-0.7999999999999545,-5.02875,-5.229166666666631,537.384,451.029599445,35.06199998375774
2018-03-16 17:00:00+00:00,40.621,1.0,0.3546048870425355,0.5000000000000001,-11.84,-9.64,-14.11,-12.089583333333332,-8.699999999999989,-9.19,-4.67,-2.61,-4.5,-2.1999999999999886,-5.716666666666666,-5.404166666666645,532.725,444.2348258334,39.67399993127584
