datetime,grid1-loss,season_x,week_x,month_x,dew_point_max,grid1-temp_max,temperature_max,dew_point,dew_point_mean,dew_point_min,grid1-temp_min,grid1-temp,grid1-temp_mean,temperature,temperature_mean,temperature_min,grid1-load,ewma,demand
2017-12-09 07:00:00+00:00,16.126,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,2.15,3.0,4.07,1.55,0.5425,-1.41,0.5,3.0,1.9250000000000185,2.97,2.5175,1.09,451.77,22.039,340.367300028
2017-12-10 07:00:00+00:00,16.51,-1.8369701987210287e-16,0.88545602565321,0.8660254037844384,1.63,3.0,3.65,-7.11,-2.177916666666667,-7.11,-3.5,-3.5,-0.062499999999981,-2.93,1.2966666666666666,-2.93,427.793,16.12600008811057,347.2474395486
2017-12-11 07:00:00+00:00,28.501,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.6,-2.5,-3.43,-8.48,-9.35125,-10.55,-6.0,-5.899999999999977,-4.616666666666653,-3.73,-4.44,-5.06,537.071,16.509999994277955,466.3314961641
2017-12-12 07:00:00+00:00,31.231,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-6.9,-3.2999999999999545,-2.03,-10.65,-8.69875,-10.65,-6.199999999999989,-4.599999999999966,-5.066666666666644,-7.41,-5.010833333333333,-7.41,548.625,28.50099982132017,482.9587070919
2017-12-13 07:00:00+00:00,30.367,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-2.28,-1.5,-0.23,-8.59,-8.51,-10.75,-4.5,-1.599999999999966,-2.983333333333306,-2.98,-4.884166666666667,-7.38,516.959,31.230999959319828,454.1107998854
2017-12-14 07:00:00+00:00,32.896,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-4.89,-1.3999999999999773,-3.24,-8.03,-8.862916666666665,-12.05,-7.699999999999989,-7.699999999999989,-4.054166666666646,-5.52,-4.920416666666666,-6.15,497.708,30.367000012874605,466.0981803938
2017-12-15 07:00:00+00:00,33.364,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-7.53,-7.399999999999977,-5.1,-7.53,-8.056666666666667,-8.95,-10.699999999999989,-9.5,-9.179166666666651,-5.16,-5.794999999999999,-6.65,492.934,32.89599996231496,488.138150621
2017-12-16 07:00:00+00:00,23.535,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-5.65,-2.2999999999999545,-2.88,-6.98,-6.717083333333334,-7.65,-9.599999999999966,-2.3999999999999773,-5.391666666666649,-3.94,-4.166666666666667,-5.41,411.194,33.363999993026255,384.8062072807
2017-12-17 07:00:00+00:00,18.08,-1.8369701987210287e-16,0.9350162426854148,0.8660254037844384,-2.51,-0.2999999999999545,0.69,-4.66,-3.9075,-7.01,-3.2999999999999545,-1.599999999999966,-1.2749999999999726,-1.53,-1.1466666666666667,-3.83,416.984,23.53500014646352,361.1534323126
2017-12-18 07:00:00+00:00,25.61,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,1.41,3.200000000000045,4.75,1.41,-6.5929166666666665,-9.84,-4.2999999999999545,3.200000000000045,-1.599999999999973,4.75,-2.325416666666667,-4.65,569.005,18.080000081285835,467.7664368763
2017-12-19 07:00:00+00:00,23.547,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,1.61,3.7000000000000455,4.5,-2.81,-1.0679166666666668,-4.73,0.9000000000000341,3.6000000000000227,2.7291666666666905,1.61,3.0091666666666668,0.38,598.234,25.609999887794253,447.359135544
2017-12-20 07:00:00+00:00,20.937,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,3.72,4.800000000000011,4.97,3.72,2.325,-2.2,3.5,4.300000000000011,4.083333333333353,4.58,4.28125,1.75,589.137,23.547000030741096,438.9977964098
2017-12-21 07:00:00+00:00,22.636,1.0,0.970941817426052,0.8660254037844384,3.71,4.100000000000023,4.49,-1.82,0.5345833333333333,-2.84,0.6000000000000227,3.0,2.150000000000022,3.91,3.1075,1.25,615.381,20.93700003889204,431.3974734491
2017-12-22 07:00:00+00:00,23.152,1.0,0.970941817426052,0.8660254037844384,-0.04,3.200000000000045,3.84,-2.15,-1.5599999999999998,-2.59,1.5,2.1000000000000227,2.316666666666684,2.78,3.224166666666666,2.67,620.118,22.635999974682928,427.0469471883
2017-12-23 07:00:00+00:00,14.391,1.0,0.970941817426052,0.8660254037844384,4.99,6.300000000000011,5.79,0.05,0.4899999999999999,-2.48,0.9000000000000341,4.5,3.166666666666688,5.11,3.4975000000000005,1.28,511.548,23.151999992311,297.3834001539
2017-12-24 07:00:00+00:00,13.739,1.0,0.970941817426052,0.8660254037844384,-0.15,3.8000000000000114,4.95,-1.16,-0.5487500000000001,-1.16,0.4000000000000341,1.2000000000000457,1.558333333333356,1.84,3.0641666666666665,1.84,439.888,14.391000130549076,335.5395396515
2017-12-25 07:00:00+00:00,13.981,1.0,0.992708874098054,0.8660254037844384,-0.5,1.2000000000000457,1.72,-1.23,-1.34,-1.81,-0.6999999999999886,-0.1999999999999886,0.0375000000000227,0.06,0.5016666666666666,-0.39,536.306,13.73900000971556,338.7784744933
2017-12-26 07:00:00+00:00,16.698,1.0,0.992708874098054,0.8660254037844384,-1.28,-0.1999999999999886,0.0,-6.03,-3.4020833333333336,-6.03,-4.7999999999999545,-3.3999999999999773,-2.0416666666666523,-3.28,-1.5850000000000002,-3.38,511.698,13.98099999639392,344.4406289631
2017-12-27 07:00:00+00:00,23.866,1.0,0.992708874098054,0.8660254037844384,-5.49,-1.599999999999966,-1.77,-7.4,-6.375416666666666,-7.4,-4.199999999999989,-4.199999999999989,-3.229166666666643,-3.08,-2.647083333333333,-3.36,478.757,16.697999959513545,403.7430628177
2017-12-28 07:00:00+00:00,23.399,1.0,0.992708874098054,0.8660254037844384,-7.61,-4.699999999999989,-3.39,-9.5,-9.295833333333333,-10.86,-8.099999999999966,-7.299999999999954,-6.349999999999976,-6.85,-5.9750000000000005,-7.53,500.454,23.86599989318848,425.8882439945
2017-12-29 07:00:00+00:00,21.102,1.0,0.992708874098054,0.8660254037844384,-4.6,-2.2999999999999545,-1.27,-6.07,-6.353750000000001,-9.35,-6.899999999999977,-2.599999999999966,-3.2458333333333087,-3.46,-3.454166666666667,-6.73,506.854,23.399000006958843,410.5641914734
2017-12-30 07:00:00+00:00,17.891,1.0,0.992708874098054,0.8660254037844384,-5.23,-3.0,-3.35,-8.84,-6.927916666666667,-8.84,-5.199999999999989,-5.199999999999989,-4.279166666666645,-4.69,-4.227083333333334,-5.34,383.911,21.10200003422797,359.7903045823
2017-12-31 07:00:00+00:00,20.903,1.0,0.992708874098054,0.8660254037844384,-8.98,-4.5,-4.84,-11.14,-10.69,-12.2,-8.099999999999966,-6.099999999999966,-6.39999999999998,-8.24,-7.154166666666666,-8.81,373.152,17.891000047847626,359.8433850301
2018-01-01 07:00:00+00:00,16.996,1.0,1.0,1.0,-2.22,-0.1999999999999886,2.83,-2.45,-5.312916666666667,-10.94,-5.199999999999989,-0.2999999999999545,-2.358333333333308,2.42,-0.9895833333333331,-8.02,377.173,20.902999955117703,342.2271866133
2018-01-02 07:00:00+00:00,24.082,1.0,1.0,1.0,1.33,1.6000000000000227,3.45,1.33,-2.33375,-4.25,-1.6999999999999886,1.5,-0.1874999999999786,3.45,0.9225,-1.37,419.794,16.996000058218836,439.1614998251
2018-01-03 07:00:00+00:00,29.539,1.0,1.0,1.0,0.89,1.400000000000034,3.65,-8.54,-3.702916666666667,-8.95,-3.6999999999999886,-3.3999999999999773,-1.316666666666644,-5.06,-0.3604166666666666,-5.16,515.581,24.081999894410373,463.1822849844
2018-01-04 07:00:00+00:00,28.022,1.0,1.0,1.0,-4.51,-1.099999999999966,-2.2,-4.51,-6.875416666666666,-8.59,-4.699999999999989,-2.099999999999966,-2.983333333333308,-2.2,-3.7075,-4.96,509.892,29.53899991868436,447.7265624275
2018-01-05 07:00:00+00:00,28.644,1.0,1.0,1.0,-4.38,-0.6999999999999886,-2.01,-8.08,-5.66375,-8.08,-5.0,-5.0,-2.749999999999981,-5.54,-2.9616666666666664,-5.54,480.905,28.02200002260506,452.9909805936
2018-01-06 07:00:00+00:00,21.332,1.0,1.0,1.0,-4.55,-4.2999999999999545,-0.71,-6.91,-7.518750000000001,-9.27,-6.199999999999989,-5.0,-5.03749999999998,-2.41,-4.909583333333333,-7.57,437.199,28.64399999073148,378.4765346668
2018-01-07 07:00:00+00:00,19.557,1.0,1.0,1.0,-4.24,-2.0,-1.04,-8.47,-7.1258333333333335,-9.6,-5.099999999999966,-2.0,-3.299999999999983,-1.32,-1.9158333333333333,-2.71,478.318,21.33200010895729,360.4733535107
2018-01-08 07:00:00+00:00,24.983,1.0,0.992708874098054,1.0,-0.09,2.800000000000012,2.09,-0.09,-4.067083333333334,-6.3,-1.099999999999966,2.800000000000012,0.2250000000000203,2.09,0.2170833333333333,-1.09,424.2,19.55700002644956,436.4444890638
2018-01-09 07:00:00+00:00,29.617,1.0,0.992708874098054,1.0,1.75,4.600000000000023,4.38,-8.73,-4.9783333333333335,-8.73,-5.099999999999966,-5.099999999999966,-0.9666666666666424,-3.05,-1.01625,-3.36,518.188,24.98299991914629,474.0873728409
2018-01-10 07:00:00+00:00,26.444,1.0,0.992708874098054,1.0,-7.79,1.900000000000034,-0.79,-7.79,-9.489166666666668,-10.71,-6.2999999999999545,1.900000000000034,-2.920833333333306,-0.79,-3.82625,-5.33,580.295,29.61699993094802,450.2258494174
2018-01-11 07:00:00+00:00,23.705,1.0,0.992708874098054,1.0,-4.11,4.400000000000034,2.21,-4.11,-6.527083333333334,-7.85,-1.7999999999999543,2.0,1.550000000000021,0.65,0.29875,-1.5,563.716,26.444000047281385,439.5327840865
2018-01-12 07:00:00+00:00,24.81,1.0,0.992708874098054,1.0,-3.62,4.300000000000011,0.14,-5.21,-4.562083333333333,-5.21,-0.5,-0.5,1.812500000000021,-1.75,-1.10125,-1.75,570.568,23.70500004081428,448.5221350328
2018-01-13 07:00:00+00:00,20.224,1.0,0.992708874098054,1.0,-4.06,-0.5,-0.64,-8.79,-5.715416666666667,-8.79,-3.6999999999999886,-1.7999999999999543,-1.97499999999998,-5.22,-2.668333333333333,-5.22,483.891,24.80999998353421,376.7563936176
2018-01-14 07:00:00+00:00,19.447,1.0,0.992708874098054,1.0,-8.25,-1.5,-4.53,-10.63,-9.720833333333331,-11.54,-6.2999999999999545,-4.7999999999999545,-4.208333333333314,-7.94,-6.6433333333333335,-8.75,460.393,20.224000068336725,380.5649482062
