datetime,grid1-loss,season_y,season_x,week_x,month_x,grid1-temp_max,grid1-load,temperature_max,dew_point_max,grid1-temp_mean,dew_point_mean,dew_point,dew_point_min,grid1-temp,temperature_mean,temperature,grid1-temp_min,temperature_min,demand,ewma
2017-12-19 04:00:00+00:00,14.025,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,3.400000000000034,458.219,4.75,1.61,2.633333333333359,-0.59875,-3.69,-4.73,3.400000000000034,3.249166666666667,1.3,0.9000000000000341,0.38,329.2216557737,15.73099999585748
2017-12-20 04:00:00+00:00,13.197,-1.0,-1.8369701987210287e-16,0.970941817426052,0.8660254037844384,4.800000000000011,458.751,4.97,3.55,3.9958333333333513,1.4720833333333332,3.55,-3.47,4.0,3.8854166666666665,4.91,3.5,1.44,320.3449293996,14.025000025421384
2017-12-21 04:00:00+00:00,13.636,0.0,1.0,0.970941817426052,0.8660254037844384,4.400000000000034,473.449,4.81,3.72,2.320833333333359,1.1079166666666664,0.69,-2.84,2.5,3.1820833333333334,4.49,0.6000000000000227,1.25,311.6378497088,13.197000012338162
2017-12-22 04:00:00+00:00,14.543,0.0,1.0,0.970941817426052,0.8660254037844384,3.200000000000045,481.326,4.31,0.01,2.4166666666666807,-1.4,-2.38,-2.59,2.0,3.387916666666667,2.7,1.5,2.67,310.8898194986,13.63599999345839
2017-12-23 04:00:00+00:00,11.557,0.0,1.0,0.970941817426052,0.8660254037844384,6.300000000000011,448.247,5.79,4.99,2.795833333333356,0.0849999999999999,3.32,-2.48,5.900000000000034,3.1979166666666665,5.25,0.9000000000000341,1.28,244.1513041125,14.542999986484643
2017-12-24 04:00:00+00:00,11.573,0.0,1.0,0.970941817426052,0.8660254037844384,5.600000000000023,400.829,5.23,2.11,2.0625000000000213,-0.3091666666666667,-0.47,-1.07,0.6000000000000227,3.4562500000000003,2.36,0.4000000000000341,2.36,269.4765020811,11.557000044494869
2017-12-25 04:00:00+00:00,11.5,0.0,1.0,0.992708874098054,0.8660254037844384,1.2000000000000457,405.133,2.23,-0.5,0.1916666666666913,-1.3079166666666666,-0.96,-1.81,-0.0999999999999659,0.7333333333333333,0.49,-0.6999999999999886,-0.39,284.6778900041,11.572999999761583
2017-12-26 04:00:00+00:00,13.439,0.0,1.0,0.992708874098054,0.8660254037844384,-0.0999999999999659,377.906,0.35,-1.03,-1.5999999999999848,-2.835833333333333,-5.15,-5.15,-4.399999999999977,-1.1529166666666668,-3.34,-4.7999999999999545,-3.38,298.5473064413,11.500000001087784
2017-12-27 04:00:00+00:00,16.96,0.0,1.0,0.992708874098054,0.8660254037844384,-1.599999999999966,363.955,-1.77,-5.34,-3.2124999999999773,-6.19125,-6.64,-7.04,-3.5,-2.7116666666666664,-2.14,-4.0,-3.36,336.3884574496,13.438999971106648
2017-12-28 04:00:00+00:00,14.832,0.0,1.0,0.992708874098054,0.8660254037844384,-3.599999999999966,371.417,-2.42,-6.87,-5.887499999999977,-8.997916666666667,-9.55,-10.86,-7.799999999999954,-5.466666666666668,-6.72,-8.099999999999966,-7.53,357.9318762495,16.959999947533007
2017-12-29 04:00:00+00:00,15.437,0.0,1.0,0.992708874098054,0.8660254037844384,-2.5,386.38,-1.27,-4.6,-3.883333333333309,-6.7725,-6.51,-9.54,-2.5,-3.8675,-3.84,-7.699999999999989,-6.85,327.6197975929,14.832000031709674
2017-12-30 04:00:00+00:00,14.895,0.0,1.0,0.992708874098054,0.8660254037844384,-2.2999999999999545,334.611,-3.35,-5.23,-3.97083333333331,-6.612916666666667,-8.28,-8.28,-4.399999999999977,-4.080416666666666,-4.81,-5.0,-5.34,292.0082598978,15.436999990984798
2017-12-31 04:00:00+00:00,18.51,0.0,1.0,0.992708874098054,0.8660254037844384,-4.5,334.905,-4.63,-8.55,-6.154166666666647,-10.354583333333332,-11.94,-12.2,-7.699999999999989,-6.689583333333332,-8.71,-8.099999999999966,-8.81,308.3079080896,14.895000008076428
2018-01-01 04:00:00+00:00,15.087,0.0,1.0,1.0,1.0,-0.5999999999999659,333.542,2.83,-2.22,-3.179166666666641,-6.439583333333334,-2.32,-11.64,-0.5999999999999659,-2.367916666666667,2.77,-7.399999999999977,-8.56,292.9995731054,18.5099999461323
2018-01-02 04:00:00+00:00,15.185,0.0,1.0,1.0,1.0,1.2000000000000457,368.085,2.79,-0.68,-0.4124999999999777,-2.7570833333333336,-0.68,-4.25,1.2000000000000457,0.8762500000000001,1.78,-1.6999999999999886,-1.37,328.5386788343,15.087000051006678
2018-01-03 04:00:00+00:00,17.9,0.0,1.0,1.0,1.0,1.6000000000000227,423.676,3.65,1.33,-0.6874999999999787,-2.492083333333333,-8.93,-8.95,-3.6999999999999886,0.6533333333333333,-5.15,-3.6999999999999886,-5.15,344.1440460544,15.184999998539688
2018-01-04 04:00:00+00:00,17.356,0.0,1.0,1.0,1.0,-1.099999999999966,391.027,-2.56,-4.82,-3.170833333333308,-7.379166666666666,-4.82,-8.8,-1.7999999999999543,-4.057083333333334,-2.56,-4.699999999999989,-5.16,337.9561204054,17.899999959543344
2018-01-05 04:00:00+00:00,17.493,0.0,1.0,1.0,1.0,-0.6999999999999886,400.585,-2.01,-4.38,-2.4083333333333123,-5.2716666666666665,-7.14,-7.14,-4.0,-2.601666666666667,-4.49,-4.0,-4.49,341.4442703888,17.356000008106232
2018-01-06 04:00:00+00:00,17.007,0.0,1.0,1.0,1.0,-4.2999999999999545,392.033,-0.71,-4.55,-5.012499999999979,-7.673333333333333,-6.28,-9.27,-4.699999999999989,-5.31,-0.89,-6.199999999999989,-7.57,305.1921434878,17.492999997958538
2018-01-07 04:00:00+00:00,16.951,0.0,1.0,1.0,1.0,-2.5,445.953,-1.04,-4.24,-3.595833333333317,-6.824166666666667,-6.81,-8.74,-3.0,-1.8916666666666668,-2.21,-5.099999999999966,-2.48,307.9363312823,17.007000007241967
2018-01-08 04:00:00+00:00,16.658,0.0,1.0,0.992708874098054,1.0,1.0,395.072,1.78,-1.42,-0.3541666666666477,-5.088333333333333,-1.42,-9.6,0.8000000000000114,-0.2304166666666667,0.9,-2.8999999999999773,-2.71,337.5836779292,16.951000000834465
2018-01-09 04:00:00+00:00,18.006,0.0,1.0,0.992708874098054,1.0,4.600000000000023,396.629,4.38,1.75,-0.0916666666666425,-4.01375,-8.19,-8.19,-5.0,-0.4783333333333333,-2.82,-5.0,-3.36,365.4818269375,16.65800000436604
2018-01-10 04:00:00+00:00,17.463,0.0,1.0,0.992708874098054,1.0,1.2000000000000457,437.327,-2.81,-8.29,-3.7541666666666393,-9.567083333333334,-8.3,-10.71,1.2000000000000457,-4.0025,-3.05,-6.2999999999999545,-5.33,355.8022641536,18.005999979913234
2018-01-11 04:00:00+00:00,15.107,0.0,1.0,0.992708874098054,1.0,4.400000000000034,429.47,2.21,-4.68,1.520833333333357,-6.98125,-4.68,-7.99,1.6000000000000227,-0.0454166666666666,2.21,-1.7999999999999543,-2.24,336.4785787042,17.46300000809133
2018-01-12 04:00:00+00:00,13.981,0.0,1.0,0.992708874098054,1.0,4.300000000000011,431.459,1.86,-3.62,2.08750000000002,-4.4470833333333335,-5.09,-5.09,0.0,-0.73375,-1.66,0.0,-1.67,334.7175493752,15.107000035107136
2018-01-13 04:00:00+00:00,16.56,0.0,1.0,0.992708874098054,1.0,-0.0999999999999659,424.369,-0.64,-4.06,-1.7708333333333144,-5.317083333333334,-7.45,-7.45,-2.1999999999999886,-2.2591666666666668,-4.52,-3.6999999999999886,-4.52,301.0583460645,13.981000016778708
2018-01-14 04:00:00+00:00,17.381,0.0,1.0,0.992708874098054,1.0,-1.5,423.538,-4.53,-7.89,-3.8208333333333138,-9.415833333333332,-11.23,-11.54,-5.5,-6.255,-8.45,-6.2999999999999545,-8.75,322.2800177348,16.5599999615699
2018-01-15 04:00:00+00:00,27.115,0.0,1.0,0.970941817426052,1.0,0.8000000000000114,419.199,1.78,-5.45,-2.470833333333315,-7.430833333333333,-5.45,-10.97,-0.5,-2.5620833333333333,1.78,-5.199999999999989,-8.22,340.6850546873,17.380999987766145
2018-01-16 04:00:00+00:00,25.147,0.0,1.0,0.970941817426052,1.0,1.3000000000000114,438.833,2.85,-4.44,0.0916666666666898,-4.864583333333333,-4.98,-5.35,-0.0999999999999659,1.8191666666666664,0.47,-0.2999999999999545,0.42,351.1233445801,27.11499985495209
2018-01-17 04:00:00+00:00,22.684,0.0,1.0,0.970941817426052,1.0,1.5,431.024,1.54,-3.48,0.4958333333333537,-4.060416666666667,-4.47,-4.8,-0.5,0.8554166666666666,-0.1,-0.5,-0.13,349.6728611272,25.147000029325483
2018-01-18 04:00:00+00:00,27.212,0.0,1.0,0.970941817426052,1.0,1.6000000000000227,395.398,0.03,-4.25,-1.4874999999999785,-7.039583333333334,-8.4,-8.88,-3.599999999999966,-2.005416666666666,-3.39,-3.599999999999966,-3.63,350.4637323716,22.68400003670156
2018-01-19 04:00:00+00:00,27.942,0.0,1.0,0.970941817426052,1.0,-2.1999999999999886,377.172,-3.4,-8.48,-4.758333333333312,-10.333333333333334,-12.1,-12.1,-7.0,-5.9675,-9.4,-7.299999999999954,-9.4,376.4538137749,27.21199993252754
2018-01-20 04:00:00+00:00,28.576,0.0,1.0,0.970941817426052,1.0,-3.7999999999999545,417.739,-7.82,-10.61,-5.191666666666639,-11.415,-10.61,-12.21,-4.2999999999999545,-8.817083333333333,-8.2,-6.699999999999989,-9.44,333.0670976602,27.941999989122152
2018-01-21 04:00:00+00:00,30.547,0.0,1.0,0.970941817426052,1.0,-2.8999999999999773,429.835,-5.03,-8.01,-4.254166666666644,-9.822916666666668,-11.74,-11.74,-6.599999999999966,-7.16,-8.88,-6.599999999999966,-8.88,340.8965092895,28.575999990552663
2018-01-22 04:00:00+00:00,34.753,0.0,1.0,0.9350162426854148,1.0,-6.099999999999966,439.54,-6.01,-10.29,-7.870833333333309,-10.994166666666665,-10.94,-12.19,-9.399999999999975,-7.262083333333333,-7.63,-10.099999999999966,-8.87,396.9800842094,30.54699997062981
2018-01-23 04:00:00+00:00,35.84,0.0,1.0,0.9350162426854148,1.0,-4.5,421.961,-3.51,-7.77,-7.187499999999976,-10.802083333333334,-9.88,-12.05,-4.5,-6.958750000000001,-7.54,-10.0,-9.52,397.334653483,34.75299993732571
2018-01-24 04:00:00+00:00,23.48,0.0,1.0,0.9350162426854148,1.0,3.5,398.88,4.75,0.55,-0.537499999999973,-3.904166666666667,0.03,-9.21,2.700000000000045,-1.5099999999999998,3.36,-4.199999999999989,-6.78,353.2377901819,35.83999998380244
2018-01-25 04:00:00+00:00,21.21,0.0,1.0,0.9350162426854148,1.0,4.0,440.384,5.1,1.17,2.545833333333356,-0.7620833333333333,-1.61,-2.07,1.6000000000000227,3.34,2.45,1.3000000000000114,1.51,333.3047749446,23.48000018417836
2018-01-26 04:00:00+00:00,23.32,0.0,1.0,0.9350162426854148,1.0,3.400000000000034,446.714,3.55,2.19,2.150000000000029,-0.11,-1.95,-1.95,0.9000000000000341,2.6479166666666667,1.42,0.9000000000000341,1.42,337.0925064797,21.210000033825644
2018-01-27 04:00:00+00:00,19.176,0.0,1.0,0.9350162426854148,1.0,2.1000000000000227,452.137,1.49,-1.88,0.8833333333333567,-2.7616666666666667,-4.92,-4.92,0.0,0.2933333333333334,-2.28,0.0,-2.28,299.6559872859,23.31999996855855
2018-01-28 04:00:00+00:00,23.335,0.0,1.0,0.9350162426854148,1.0,1.2000000000000457,468.607,1.52,-3.28,-0.90833333333331,-6.285416666666666,-3.28,-9.19,-0.1999999999999886,-1.4525,1.52,-2.7999999999999545,-3.38,312.0305632653,19.17600006175041
2018-01-29 04:00:00+00:00,24.944,0.0,1.0,0.8854560256532099,1.0,2.200000000000045,501.945,3.39,0.92,0.2500000000000237,-2.0658333333333334,-3.29,-3.83,0.7000000000000455,1.46875,-0.34,-0.5,-1.9,345.4134725695,23.33499993802607
2018-01-30 04:00:00+00:00,25.83,0.0,1.0,0.8854560256532099,1.0,1.8000000000000114,510.202,-0.14,-3.07,-0.4708333333333077,-4.560416666666667,-6.31,-6.31,-1.7999999999999543,-1.8804166666666664,-2.99,-2.0,-3.04,358.9337755447,24.94399997602403
2018-01-31 04:00:00+00:00,23.742,0.0,1.0,0.8854560256532099,1.0,0.3000000000000113,406.49,3.7,0.55,-0.874999999999981,-3.442916666666666,-4.82,-7.25,0.1000000000000227,0.2633333333333333,-0.46,-2.099999999999966,-2.9,354.9402897787,25.829999986797567
2018-02-01 04:00:00+00:00,22.263,0.0,1.0,0.8854560256532099,0.8660254037844387,1.8000000000000114,384.405,4.0,-0.46,1.2250000000000203,-1.8370833333333327,-2.23,-4.05,0.9000000000000341,2.858333333333333,2.75,0.4000000000000341,0.62,329.3165077454,23.742000031113623
2018-02-02 04:00:00+00:00,31.804,0.0,1.0,0.8854560256532099,0.8660254037844387,0.9000000000000341,404.972,2.93,-2.1,-2.754166666666644,-8.26375,-13.86,-13.86,-8.699999999999989,-3.054583333333333,-9.95,-8.699999999999989,-9.95,369.8013265554,22.26300002203882
2018-02-03 04:00:00+00:00,33.946,0.0,1.0,0.8854560256532099,0.8660254037844387,-7.5,363.487,-9.67,-14.16,-9.995833333333314,-14.8125,-14.57,-16.06,-10.799999999999956,-10.622083333333334,-10.15,-12.5,-11.83,362.1155857523,31.80399985782801
2018-02-04 04:00:00+00:00,33.058,0.0,1.0,0.8854560256532099,0.8660254037844387,-5.099999999999966,405.108,-6.96,-12.81,-8.145833333333313,-14.077916666666669,-14.68,-14.77,-9.899999999999975,-9.2425,-10.96,-11.0,-10.96,370.0283004002,33.9459999680817
2018-02-05 04:00:00+00:00,27.492,0.0,1.0,0.8229838658936564,0.8660254037844387,0.0,420.107,0.06,-2.73,-4.087499999999973,-9.2225,-3.27,-14.93,0.0,-5.698333333333333,-0.18,-10.199999999999989,-11.23,364.4300526512,33.05800001323223
2018-02-06 04:00:00+00:00,27.161,0.0,1.0,0.8229838658936564,0.8660254037844387,2.6000000000000227,428.148,-0.04,-3.87,-0.3083333333333111,-5.907083333333333,-7.56,-7.56,-3.6999999999999886,-2.442916666666666,-4.81,-3.7999999999999545,-4.81,349.763210412,27.492000082939867
2018-02-07 04:00:00+00:00,27.999,0.0,1.0,0.8229838658936564,0.8660254037844387,-0.1999999999999886,408.957,-2.94,-5.9,-2.708333333333309,-7.784583333333334,-8.23,-9.7,-4.599999999999966,-5.236666666666666,-5.6,-5.099999999999966,-7.28,355.1214205084,27.161000004932287
2018-02-08 04:00:00+00:00,28.173,0.0,1.0,0.8229838658936564,0.8660254037844387,2.5,394.799,0.43,-1.89,-1.3999999999999797,-4.995416666666666,-8.58,-8.58,-1.8999999999999773,-2.4775,-3.94,-4.099999999999966,-5.61,341.7158000547,27.998999987512825
2018-02-09 04:00:00+00:00,24.818,0.0,1.0,0.8229838658936564,0.8660254037844387,0.6000000000000227,478.816,-0.74,-4.65,-0.65833333333331,-6.448333333333333,-5.79,-8.44,-0.2999999999999545,-3.0325,-3.24,-2.3999999999999773,-5.2,344.1753121601,28.1729999974072
2018-02-10 04:00:00+00:00,21.067,0.0,1.0,0.8229838658936564,0.8660254037844387,5.0,495.723,4.78,-0.74,2.1625000000000205,-2.2220833333333334,-2.39,-4.97,0.8000000000000114,2.0841666666666665,0.21,-0.0999999999999659,-2.41,298.0806653717,24.8180000499934
2018-02-11 04:00:00+00:00,22.333,0.0,1.0,0.8229838658936564,0.8660254037844387,2.400000000000034,488.78,1.99,-2.56,0.7583333333333542,-4.215416666666667,-4.69,-4.9,-0.5999999999999659,0.8191666666666667,1.36,-1.099999999999966,-0.79,307.8497348567,21.06700005589426
2018-02-12 04:00:00+00:00,26.055,0.0,1.0,0.7485107481711011,0.8660254037844387,1.900000000000034,442.822,1.61,-4.43,-0.4458333333333091,-6.214583333333334,-8.56,-8.56,-3.099999999999966,-0.1899999999999999,-2.4,-3.099999999999966,-2.4,331.453667136,22.332999981135128
2018-02-13 04:00:00+00:00,26.352,0.0,1.0,0.7485107481711011,0.8660254037844387,0.4000000000000341,439.935,0.68,-2.9,-1.3249999999999769,-5.665416666666666,-4.32,-8.6,-2.2999999999999545,-1.4320833333333332,-2.4,-3.2999999999999545,-2.53,370.1475084787,26.05499994453788
2018-02-14 04:00:00+00:00,26.686,0.0,1.0,0.7485107481711011,0.8660254037844387,1.400000000000034,447.207,-0.31,-4.33,-1.2416666666666434,-6.997083333333332,-9.52,-9.81,-1.6999999999999886,-3.64625,-6.13,-2.599999999999966,-6.39,355.555528844,26.35199999557436
2018-02-15 04:00:00+00:00,23.639,0.0,1.0,0.7485107481711011,0.8660254037844387,4.100000000000023,448.695,2.8,-2.89,1.8458333333333552,-5.352916666666666,-5.64,-9.04,1.900000000000034,0.6554166666666666,2.46,-1.1999999999999886,-5.87,328.660121554,26.68599999502301
2018-02-16 04:00:00+00:00,25.741,0.0,1.0,0.7485107481711011,0.8660254037844387,2.700000000000045,418.953,2.48,-4.74,1.2625000000000195,-5.072916666666667,-4.9,-5.6,-0.5999999999999659,1.9129166666666668,1.17,-0.5999999999999659,1.17,345.1304659807,23.63900004540384
2018-02-17 04:00:00+00:00,23.016,0.0,1.0,0.7485107481711011,0.8660254037844387,2.700000000000045,382.973,0.82,-2.54,0.5083333333333543,-4.382499999999999,-5.87,-5.87,-0.7999999999999545,-0.8408333333333333,-2.82,-0.7999999999999545,-2.82,315.5726198911,25.74099996867776
2018-02-18 04:00:00+00:00,25.526,0.0,1.0,0.7485107481711011,0.8660254037844387,2.5,395.484,1.47,-2.47,-1.3374999999999844,-5.527083333333334,-8.4,-8.4,-5.199999999999989,-2.185,-5.44,-5.199999999999989,-5.44,334.462947575,23.016000040605665
2018-02-19 04:00:00+00:00,30.465,0.0,1.0,0.6631226582407953,0.8660254037844387,-0.1999999999999886,430.165,-2.53,-6.98,-4.329166666666647,-8.794583333333334,-10.42,-10.42,-8.599999999999966,-5.37125,-7.38,-8.599999999999966,-7.38,367.1854529118,25.525999962598085
2018-02-20 04:00:00+00:00,30.356,0.0,1.0,0.6631226582407953,0.8660254037844387,-0.0999999999999659,432.807,-2.01,-6.02,-4.416666666666646,-8.516666666666667,-10.34,-10.45,-7.199999999999989,-5.329583333333333,-7.98,-8.699999999999989,-7.98,389.0062104981,30.46499992640316
2018-02-21 04:00:00+00:00,28.026,0.0,1.0,0.6631226582407953,0.8660254037844387,-1.3999999999999773,435.762,-3.49,-4.96,-3.1958333333333093,-7.054166666666667,-4.96,-10.67,-2.599999999999966,-4.692083333333334,-3.73,-7.299999999999954,-8.25,368.8350857434,30.356000001624228
2018-02-22 04:00:00+00:00,24.15,0.0,1.0,0.6631226582407953,0.8660254037844387,2.800000000000012,407.983,3.37,1.67,0.7166666666666925,-0.6333333333333334,-0.03,-4.69,0.2000000000000454,1.1641666666666666,1.99,-2.2999999999999545,-3.69,340.6781204492,28.026000034719708
2018-02-23 04:00:00+00:00,23.614,0.0,1.0,0.6631226582407953,0.8660254037844387,2.900000000000034,427.34,2.44,-0.1,0.2333333333333652,-2.4220833333333336,-5.35,-5.35,-1.7999999999999543,0.0120833333333333,-2.2,-2.7999999999999545,-2.36,355.7665802332,24.150000057756905
2018-02-24 04:00:00+00:00,24.024,0.0,1.0,0.6631226582407953,0.8660254037844387,1.900000000000034,402.075,1.7,-2.25,-0.5374999999999752,-4.517083333333333,-7.76,-7.76,-5.199999999999989,-1.3537499999999998,-5.18,-5.199999999999989,-5.18,318.3966888035,23.614000007987023
2018-02-25 04:00:00+00:00,25.955,0.0,1.0,0.6631226582407953,0.8660254037844387,-0.3999999999999772,425.405,-1.96,-4.75,-2.112499999999978,-6.516666666666666,-6.03,-8.43,-2.5,-3.6004166666666664,-4.1,-6.099999999999966,-5.58,325.9875277786,24.023999993890524
2018-02-26 04:00:00+00:00,34.121,0.0,1.0,0.5680647467311559,0.8660254037844387,-1.7999999999999543,467.935,-4.44,-6.67,-4.51666666666664,-9.94,-16.11,-16.11,-9.399999999999975,-6.994583333333334,-12.29,-9.399999999999975,-12.29,371.8918181751,25.954999971225856
2018-02-27 04:00:00+00:00,36.641,0.0,1.0,0.5680647467311559,0.8660254037844387,-5.699999999999989,467.033,-5.71,-10.88,-8.799999999999974,-13.235416666666666,-13.48,-16.45,-12.699999999999989,-8.668750000000001,-10.1,-12.699999999999989,-12.41,417.6328252678,34.120999878317114
2018-02-28 04:00:00+00:00,39.696,0.0,1.0,0.5680647467311559,0.8660254037844387,-5.899999999999977,447.437,-5.82,-12.25,-11.849999999999978,-15.110416666666666,-19.17,-19.17,-16.899999999999977,-10.15625,-15.59,-17.19999999999999,-15.59,430.1903496518,36.64099996244907
2018-03-01 04:00:00+00:00,38.792,0.0,1.0,0.5680647467311559,0.5000000000000001,-8.799999999999955,412.773,-8.79,-15.6,-12.583333333333313,-17.822916666666668,-19.25,-19.25,-15.899999999999975,-12.799583333333333,-15.11,-16.69999999999999,-15.67,429.7446141901,39.69599995447695
2018-03-02 04:00:00+00:00,36.108,0.0,1.0,0.5680647467311559,0.5000000000000001,-5.5,407.756,-5.88,-12.3,-10.39583333333332,-15.509583333333332,-15.23,-19.39,-10.799999999999956,-9.917083333333332,-10.51,-16.399999999999977,-15.14,422.3183044552,38.79200001347065
2018-03-03 04:00:00+00:00,29.601,0.0,1.0,0.5680647467311559,0.5000000000000001,-2.0,411.605,-2.99,-9.81,-5.774999999999977,-12.40125,-12.41,-15.45,-6.199999999999989,-7.103750000000001,-8.1,-10.699999999999989,-10.75,365.4302042085,36.10800003999472
2018-03-04 04:00:00+00:00,28.839,0.0,1.0,0.5680647467311559,0.5000000000000001,-1.0,429.267,-2.77,-6.83,-3.858333333333306,-8.610000000000001,-7.29,-12.4,-4.7999999999999545,-5.334583333333334,-5.69,-6.399999999999977,-8.11,366.4490566418,29.60100009696186
2018-03-05 04:00:00+00:00,32.703,0.0,1.0,0.4647231720437686,0.5000000000000001,-2.5,497.079,-3.04,-6.51,-5.424999999999971,-8.216666666666667,-11.93,-11.93,-8.0,-5.627916666666667,-9.09,-8.5,-9.09,395.9612475563,28.83900001135469
2018-03-06 04:00:00+00:00,33.283,0.0,1.0,0.4647231720437686,0.5000000000000001,-2.099999999999966,516.205,-1.03,-7.8,-5.29166666666664,-10.048333333333334,-12.45,-12.45,-8.799999999999955,-4.8308333333333335,-8.71,-8.799999999999955,-8.91,416.7249351969,32.70299994242192
2018-03-07 04:00:00+00:00,34.07,0.0,1.0,0.4647231720437686,0.5000000000000001,-1.0,538.485,-1.95,-7.63,-5.870833333333311,-9.989583333333334,-11.02,-12.79,-8.799999999999955,-6.08875,-8.5,-9.599999999999966,-9.29,413.1560947725,33.28299999135732
2018-03-08 04:00:00+00:00,32.029,0.0,1.0,0.4647231720437686,0.5000000000000001,-0.7999999999999545,531.989,-0.2,-3.76,-3.929166666666641,-6.529166666666666,-7.32,-11.12,-5.099999999999966,-3.679583333333333,-5.06,-8.699999999999989,-8.65,389.0585784726,34.06999998827279
2018-03-09 04:00:00+00:00,25.427,0.0,1.0,0.4647231720437686,0.5000000000000001,3.0,512.223,2.2,-3.14,-0.3958333333333073,-5.557916666666666,-7.23,-7.23,-2.599999999999966,-1.2554166666666664,-3.41,-4.899999999999977,-5.02,364.0734781123,32.02900003041327
2018-03-10 04:00:00+00:00,23.986,0.0,1.0,0.4647231720437686,0.5000000000000001,0.3000000000000113,460.78,-0.43,-5.11,-1.0833333333333095,-6.504583333333334,-5.21,-8.06,-1.0,-2.7258333333333336,-3.81,-3.5,-4.33,326.2690589129,25.42700009837748
2018-03-11 04:00:00+00:00,22.699,0.0,1.0,0.4647231720437686,0.5000000000000001,2.0,454.37,2.02,0.03,-0.6583333333333149,-3.06,-6.37,-6.37,-3.899999999999977,-1.0799999999999998,-4.7,-3.899999999999977,-4.7,333.0582113685,23.986000021472577
2018-03-12 04:00:00+00:00,23.729,0.0,1.0,0.3546048870425355,0.5000000000000001,0.8000000000000114,485.98,0.45,-3.25,-1.641666666666642,-4.8187500000000005,-4.32,-6.55,-1.599999999999966,-2.075833333333333,-2.28,-5.2999999999999545,-4.82,351.133071015,22.6990000191778
2018-03-13 04:00:00+00:00,24.096,0.0,1.0,0.3546048870425355,0.5000000000000001,0.3000000000000113,490.55,-0.01,-1.82,-1.312499999999974,-3.297083333333333,-6.77,-6.77,-2.8999999999999773,-1.632083333333333,-5.0,-2.8999999999999773,-5.0,376.0570302075,23.728999984651804
