datetime,grid1-loss,month_y,season_y,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_max,grid1-temp_min,temperature_max,temperature,grid1-temp,temperature_min,grid1-temp_mean,temperature_mean,grid1-load,demand,ewma
2018-01-02 19:00:00+00:00,23.714,0.0,0.0,1.0,1.0,1.0,-1.45,1.33,-4.25,-1.265,1.6000000000000227,-1.6999999999999886,3.65,1.36,-1.1999999999999886,-1.37,0.2875000000000227,1.6658333333333335,459.921,432.4079064682,21.44000001302362
2018-01-03 19:00:00+00:00,27.566,0.0,0.0,1.0,1.0,1.0,-7.53,-2.07,-8.95,-7.479583333333334,-1.3999999999999773,-4.599999999999966,0.42,-4.26,-4.599999999999966,-5.16,-3.22083333333331,-3.932500000000001,507.683,451.1531857864,23.713999966114745
2018-01-04 19:00:00+00:00,24.944,0.0,0.0,1.0,1.0,1.0,-5.21,-4.38,-7.11,-5.131666666666667,-0.6999999999999886,-4.699999999999989,-2.01,-2.17,-2.6999999999999886,-4.0,-2.304166666666644,-2.5658333333333334,496.786,432.0510443429,27.5659999426007
2018-01-05 19:00:00+00:00,25.449,0.0,0.0,1.0,1.0,1.0,-8.45,-5.38,-9.27,-7.719166666666667,-1.5,-6.199999999999989,-2.28,-6.82,-4.5,-7.57,-4.420833333333316,-5.292916666666667,493.865,437.0478733291,24.944000039070858
2018-01-06 19:00:00+00:00,25.116,0.0,0.0,1.0,1.0,1.0,-6.93,-4.55,-8.74,-7.050833333333333,-2.6999999999999886,-5.099999999999966,-0.71,-1.86,-3.099999999999966,-6.16,-4.09999999999998,-2.625833333333333,506.553,404.1313838331,25.44899999247492
2018-01-07 19:00:00+00:00,24.094,0.0,0.0,1.0,1.0,1.0,-5.67,-3.87,-9.6,-5.80125,1.0,-3.7999999999999545,1.78,-1.09,-0.5,-2.71,-1.5583333333333134,-0.775,496.418,404.8218638628,25.11600000496209
2018-01-08 19:00:00+00:00,24.724,0.0,0.0,1.0,0.992708874098054,1.0,-6.74,1.75,-6.74,-2.560416666666667,4.600000000000023,-1.599999999999966,4.38,-2.92,-1.599999999999966,-2.92,1.27916666666669,0.5825,485.279,431.2911545564,24.094000015229
2018-01-09 19:00:00+00:00,30.184,0.0,0.0,1.0,0.992708874098054,1.0,-10.64,-6.91,-10.64,-8.67375,-2.0,-6.2999999999999545,-2.27,-4.99,-3.599999999999966,-4.99,-4.516666666666642,-3.284583333333334,513.741,475.486417489,24.723999990612263
2018-01-10 19:00:00+00:00,25.079,0.0,0.0,1.0,0.992708874098054,1.0,-6.98,-6.54,-10.71,-8.180416666666666,4.400000000000034,-3.899999999999977,1.78,-1.32,-0.2999999999999545,-5.33,0.7541666666666914,-1.7770833333333331,558.641,427.7596736317,30.18399991863963
2018-01-11 19:00:00+00:00,21.256,0.0,0.0,1.0,0.992708874098054,1.0,-4.89,-3.62,-7.85,-5.167083333333333,4.300000000000011,-1.7999999999999543,2.21,-1.45,2.5,-1.5,1.8083333333333536,-0.2120833333333333,528.49,426.601679602,25.07900007607046
2018-01-12 19:00:00+00:00,23.143,0.0,0.0,1.0,0.992708874098054,1.0,-5.25,-4.06,-5.25,-4.761666666666667,2.400000000000034,-2.3999999999999773,-0.64,-2.4,-2.3999999999999773,-2.4,-0.2083333333333143,-1.505,534.433,428.1579466072,21.256000056967164
2018-01-13 19:00:00+00:00,24.28,0.0,0.0,1.0,0.992708874098054,1.0,-9.15,-5.43,-9.15,-7.779583333333334,-1.5,-5.199999999999989,-2.6,-6.34,-5.199999999999989,-6.34,-2.866666666666646,-4.6375,530.513,416.8270297634,23.142999971881498
2018-01-14 19:00:00+00:00,24.766,0.0,0.0,1.0,0.992708874098054,1.0,-6.19,-6.19,-11.54,-9.264166666666666,-1.099999999999966,-6.2999999999999545,-0.44,-0.44,-2.5,-8.75,-4.095833333333317,-5.897500000000001,518.343,429.1468722279,24.279999983057373
2018-01-15 19:00:00+00:00,40.489,0.0,0.0,1.0,0.970941817426052,1.0,-4.86,-4.45,-6.07,-5.1691666666666665,0.8000000000000114,-3.0,2.85,1.61,0.2000000000000454,-0.02,-0.5041666666666416,1.8016666666666663,525.884,425.0968723362,24.76599999275803
2018-01-16 19:00:00+00:00,37.337,0.0,0.0,1.0,0.970941817426052,1.0,-3.95,-3.48,-5.35,-4.35875,1.3000000000000114,-0.2999999999999545,1.91,1.32,0.7000000000000455,0.42,0.4833333333333556,1.1316666666666666,587.194,443.1595094463,40.48899976570895
2018-01-17 19:00:00+00:00,39.103,0.0,0.0,1.0,0.970941817426052,1.0,-7.97,-3.59,-7.97,-5.42875,1.6000000000000227,-2.1999999999999886,1.01,-2.71,-2.1999999999999886,-2.71,-0.2833333333333148,-0.5916666666666667,530.088,446.8524786928,37.33700004696848
2018-01-18 19:00:00+00:00,40.616,0.0,0.0,1.0,0.970941817426052,1.0,-11.29,-8.14,-11.29,-9.03,-2.1999999999999886,-5.099999999999966,-2.92,-6.83,-5.099999999999966,-6.83,-3.3624999999999807,-3.997083333333333,482.905,454.0148691078,39.10299997368454
2018-01-19 19:00:00+00:00,42.239,0.0,0.0,1.0,0.970941817426052,1.0,-11.68,-10.81,-12.21,-11.68625,-3.7999999999999545,-7.299999999999954,-7.35,-9.29,-5.2999999999999545,-9.44,-5.854166666666639,-8.758750000000001,506.748,453.0012912781,40.615999977454535
2018-01-20 19:00:00+00:00,41.741,0.0,0.0,1.0,0.970941817426052,1.0,-9.73,-8.01,-11.67,-9.894166666666663,-2.8999999999999773,-5.099999999999966,-5.03,-7.11,-4.0,-9.31,-4.112499999999976,-7.353750000000001,520.574,434.9694144297,42.2389999758154
2018-01-21 19:00:00+00:00,46.105,0.0,0.0,1.0,0.970941817426052,1.0,-10.76,-10.0,-12.19,-11.072916666666666,-4.099999999999966,-8.0,-6.01,-6.76,-8.0,-8.88,-6.258333333333309,-7.664583333333333,526.383,461.6186752395,41.74100000742078
2018-01-22 19:00:00+00:00,50.751,0.0,0.0,1.0,0.9350162426854148,1.0,-9.94,-9.94,-11.75,-11.110833333333332,-5.7999999999999545,-10.099999999999966,-5.66,-5.66,-7.299999999999954,-8.43,-8.291666666666641,-7.14,544.123,478.4048601923,46.1049999349713
2018-01-23 19:00:00+00:00,44.061,0.0,0.0,1.0,0.9350162426854148,1.0,-3.27,-3.27,-12.05,-7.37875,-0.5999999999999659,-8.099999999999966,-1.61,-1.61,-0.5999999999999659,-9.52,-3.6999999999999766,-4.815833333333333,521.369,465.9047174789,50.750999930769176
2018-01-24 19:00:00+00:00,34.618,0.0,0.0,1.0,0.9350162426854148,1.0,1.1,1.1,-2.3,-0.7295833333333333,3.5,-0.0999999999999659,4.8,4.77,2.6000000000000227,-0.86,2.3541666666666927,2.6558333333333333,534.236,436.0568413929,44.06100009968881
2018-01-25 19:00:00+00:00,35.12,0.0,0.0,1.0,0.9350162426854148,1.0,-0.45,2.19,-2.07,0.1716666666666666,4.0,1.3000000000000114,5.1,2.74,1.900000000000034,2.45,2.562500000000026,3.3641666666666663,545.018,422.4585343793,34.61800014071173
2018-01-26 19:00:00+00:00,33.51,0.0,0.0,1.0,0.9350162426854148,1.0,-2.27,-0.82,-2.46,-1.9429166666666668,2.1000000000000227,0.6000000000000227,2.69,0.59,0.6000000000000227,0.59,1.2583333333333615,1.340833333333333,556.353,417.239679214,35.11999999251961
2018-01-27 19:00:00+00:00,34.468,0.0,0.0,1.0,0.9350162426854148,1.0,-9.11,-2.52,-9.11,-5.534583333333333,0.5,-2.7999999999999545,0.29,-1.95,-1.1999999999999886,-3.38,-0.7124999999999796,-1.81125,552.899,418.0162683637,33.51000002399088
2018-01-28 19:00:00+00:00,36.004,0.0,0.0,1.0,0.9350162426854148,1.0,-0.32,-0.32,-9.19,-3.6316666666666655,2.200000000000045,-1.099999999999966,2.29,2.22,-0.3999999999999772,-1.97,0.145833333333357,1.29875,582.471,420.6818117514,34.46799998572469
2018-01-29 19:00:00+00:00,39.461,0.0,0.0,1.0,0.8854560256532099,1.0,-4.84,0.92,-4.84,-2.984166666666667,1.8000000000000114,-2.0,3.39,-2.64,-1.7999999999999543,-2.64,0.1250000000000237,-0.5695833333333334,612.38,447.8993605243,36.0039999771118
2018-01-30 19:00:00+00:00,40.43,0.0,0.0,1.0,0.8854560256532099,1.0,-2.72,0.55,-6.46,-3.4320833333333334,0.3000000000000113,-2.099999999999966,3.7,0.61,-1.8999999999999773,-3.04,-1.187499999999979,-0.2566666666666667,568.808,444.5569640161,39.460999948486666
2018-01-31 19:00:00+00:00,35.509,0.0,0.0,1.0,0.8854560256532099,1.0,-1.54,-0.46,-7.25,-3.07875,1.8000000000000114,-1.6999999999999886,4.0,3.21,1.5,-2.24,0.5583333333333561,1.33625,500.904,430.6424981175,40.42999998556077
2018-02-01 19:00:00+00:00,42.208,0.4999999999999999,0.0,1.0,0.8854560256532099,0.8660254037844387,-9.37,-1.67,-9.37,-4.649583333333333,1.8000000000000114,-3.3999999999999773,3.0,-3.98,-3.3999999999999773,-3.98,0.1833333333333537,0.7129166666666666,504.743,436.8357382281,35.50900007332864
2018-02-02 19:00:00+00:00,46.99,0.4999999999999999,0.0,1.0,0.8854560256532099,0.8660254037844387,-15.06,-9.98,-15.06,-13.62375,-4.099999999999966,-11.5,-4.74,-11.1,-11.5,-11.1,-8.299999999999981,-9.300833333333332,492.329,465.9713414169,42.20799990017708
2018-02-03 19:00:00+00:00,45.132,0.4999999999999999,0.0,1.0,0.8854560256532099,0.8660254037844387,-14.11,-12.81,-16.06,-14.370416666666666,-5.099999999999966,-12.5,-6.96,-9.29,-7.599999999999966,-11.83,-8.929166666666646,-9.5225,499.75,452.3879229408,46.98999992874262
2018-02-04 19:00:00+00:00,44.779,0.4999999999999999,0.0,1.0,0.8854560256532099,0.8660254037844387,-7.23,-7.23,-14.93,-13.109166666666669,-2.1999999999999886,-10.199999999999989,-4.39,-4.39,-2.1999999999999886,-11.23,-7.083333333333307,-8.96875,511.435,461.0864536232,45.13200002768637
2018-02-05 19:00:00+00:00,41.226,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-6.82,-2.73,-6.82,-4.699166666666667,2.6000000000000227,-1.8999999999999773,0.06,-3.47,-0.2999999999999545,-3.9,0.3333333333333594,-1.382083333333333,536.81,444.5605744998,44.77900000526012
2018-02-06 19:00:00+00:00,41.535,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-8.15,-5.9,-8.23,-7.259583333333334,-0.1999999999999886,-3.7999999999999545,-2.94,-6.09,-2.7999999999999545,-6.09,-2.2666666666666444,-4.520416666666667,543.708,477.0089101119,41.226000052943846
2018-02-07 19:00:00+00:00,39.606,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.44,-1.89,-9.7,-6.34375,2.5,-5.099999999999966,0.43,0.18,-1.2999999999999543,-7.28,-1.874999999999979,-4.0216666666666665,507.703,451.3694681357,41.53499999539554
2018-02-08 19:00:00+00:00,39.942,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-6.12,-2.62,-8.58,-5.7058333333333335,0.6000000000000227,-3.5,-0.29,-3.31,-1.1999999999999886,-3.94,-1.3583333333333103,-2.275,556.138,410.8326273204,39.60600002874435
2018-02-09 19:00:00+00:00,32.374,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-2.66,-0.74,-8.3,-3.786666666666667,5.0,-2.3999999999999773,4.78,2.25,2.1000000000000227,-5.2,1.3041666666666885,0.2433333333333333,588.281,391.5604318861,39.94199999499321
2018-02-10 19:00:00+00:00,32.721,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-4.78,-2.18,-4.78,-3.5224999999999995,2.400000000000034,0.0,1.99,0.67,0.0,-0.79,1.3000000000000185,0.6729166666666666,576.01,393.1007748784,32.37400011277204
2018-02-11 19:00:00+00:00,35.57,0.4999999999999999,0.0,1.0,0.8229838658936564,0.8660254037844387,-7.23,-4.43,-7.3,-5.138750000000001,1.900000000000034,-1.099999999999966,1.61,-1.19,-1.099999999999966,-1.27,0.2458333333333585,0.8245833333333333,573.647,408.9468436148,32.72099999482929
2018-02-12 19:00:00+00:00,38.515,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-5.82,-5.47,-8.6,-7.2075,0.4000000000000341,-3.2999999999999545,0.68,-1.95,-1.099999999999966,-2.4,-1.2791666666666448,-1.1516666666666666,549.31,440.4923406516,35.56999995754657
2018-02-13 19:00:00+00:00,40.418,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-7.47,-2.9,-7.47,-4.826666666666667,1.400000000000034,-2.3999999999999773,-0.31,-4.5,-1.8999999999999773,-4.5,-1.1583333333333077,-2.30125,551.466,426.6499870906,38.514999956116064
2018-02-14 19:00:00+00:00,36.654,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-5.28,-2.89,-9.81,-6.66875,4.100000000000023,-2.599999999999966,2.8,1.82,1.7000000000000457,-6.39,0.2666666666666871,-2.236666666666667,537.844,417.1345975623,40.41799997164308
2018-02-15 19:00:00+00:00,39.615,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-5.26,-4.78,-5.98,-5.392499999999999,3.0,0.6000000000000227,2.48,1.32,0.6000000000000227,1.32,2.0000000000000213,2.032083333333333,540.242,422.1596072738,36.654000056088
2018-02-16 19:00:00+00:00,34.833,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-2.67,-2.67,-5.4,-4.71375,2.700000000000045,-0.7999999999999545,1.68,-1.64,-0.5,-1.64,0.6541666666666852,0.5254166666666666,483.371,415.697607737,39.61499995587764
2018-02-17 19:00:00+00:00,33.5,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-5.57,-2.47,-6.18,-4.2908333333333335,2.5,-2.0,1.47,-2.64,-1.5,-2.82,0.1083333333333509,-1.3541666666666667,486.12,409.1284241907,34.83300007125738
2018-02-18 19:00:00+00:00,37.579,0.4999999999999999,0.0,1.0,0.7485107481711011,0.8660254037844387,-8.91,-6.1,-8.98,-7.836250000000001,-0.1999999999999886,-5.199999999999989,-2.53,-5.94,-4.599999999999966,-5.94,-3.124999999999984,-4.4366666666666665,508.163,432.0488219339,33.50000001986326
2018-02-19 19:00:00+00:00,41.764,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-7.93,-6.02,-10.45,-8.75875,-0.0999999999999659,-8.699999999999989,-2.01,-4.93,-3.6999999999999886,-7.44,-4.96249999999998,-5.410833333333334,529.987,456.3118471693,37.578999939218136
2018-02-20 19:00:00+00:00,38.633,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-5.29,-5.1,-10.67,-8.503333333333334,-1.3999999999999773,-7.299999999999954,-3.49,-3.59,-2.0,-8.25,-4.320833333333307,-5.770833333333333,543.619,444.9592178772,41.76399993763862
2018-02-21 19:00:00+00:00,37.394,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,0.29,0.98,-5.73,-2.84375,2.800000000000012,-4.0,3.26,2.53,1.900000000000034,-3.86,-0.5499999999999756,-1.15125,516.307,425.0312018038,38.63300004665555
2018-02-22 19:00:00+00:00,33.782,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-3.08,1.67,-3.08,-0.5075,2.900000000000034,-0.5,3.37,-1.34,-0.2999999999999545,-1.34,1.1916666666666962,1.7308333333333332,537.911,423.069709713,37.39400001846255
2018-02-23 19:00:00+00:00,32.458,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-3.36,-2.25,-5.38,-4.0825000000000005,1.900000000000034,-2.7999999999999545,1.7,-1.05,0.4000000000000341,-2.36,-0.4791666666666381,-0.8691666666666666,502.552,416.1565678047,33.78200005382301
2018-02-24 19:00:00+00:00,34.391,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-5.61,-3.83,-8.43,-6.7175,0.1000000000000227,-6.099999999999966,-1.65,-3.31,-1.099999999999966,-5.58,-2.366666666666644,-3.5704166666666666,492.248,412.9023641765,32.45800001972914
2018-02-25 19:00:00+00:00,42.471,0.4999999999999999,0.0,1.0,0.6631226582407953,0.8660254037844387,-9.55,-4.75,-9.55,-6.837916666666668,-0.7999999999999545,-4.7999999999999545,-3.17,-6.34,-4.7999999999999545,-6.34,-2.2124999999999746,-4.5495833333333335,523.151,433.2254557306,34.390999971196045
2018-02-26 19:00:00+00:00,49.542,0.4999999999999999,0.0,1.0,0.5680647467311559,0.8660254037844387,-11.39,-10.14,-16.45,-13.627916666666666,-5.699999999999989,-9.899999999999975,-5.71,-7.43,-8.799999999999955,-12.41,-7.587499999999975,-9.1725,553.06,479.2167720664,42.470999879598565
2018-02-27 19:00:00+00:00,52.733,0.4999999999999999,0.0,1.0,0.5680647467311559,0.8660254037844387,-15.52,-11.41,-15.52,-13.014166666666666,-5.899999999999977,-13.299999999999956,-5.82,-10.02,-11.899999999999975,-10.2,-10.124999999999975,-8.283333333333333,530.839,479.4066368203,49.54199989463385
2018-02-28 19:00:00+00:00,55.734,0.4999999999999999,0.0,1.0,0.5680647467311559,0.8660254037844387,-17.33,-15.6,-19.25,-17.690833333333334,-8.799999999999955,-17.19999999999999,-8.79,-12.19,-11.799999999999956,-15.67,-13.05833333333331,-12.590416666666664,521.787,490.1519143897,52.73299995245037
2018-03-01 19:00:00+00:00,50.447,0.8660254037844386,0.0,1.0,0.5680647467311559,0.5000000000000001,-14.01,-12.3,-19.39,-16.7475,-5.5,-16.399999999999977,-5.88,-9.29,-9.5,-15.14,-11.662499999999984,-11.44625,494.449,488.5630180666,55.7339999552816
2018-03-02 19:00:00+00:00,44.261,0.8660254037844386,0.0,1.0,0.5680647467311559,0.5000000000000001,-11.36,-9.81,-15.64,-13.437083333333334,-2.0,-11.5,-2.99,-7.17,-6.099999999999966,-10.75,-7.554166666666646,-7.94,484.035,459.5167807907,50.44700007878247
2018-03-03 19:00:00+00:00,39.651,0.8660254037844386,0.0,1.0,0.5680647467311559,0.5000000000000001,-7.49,-6.83,-12.81,-10.3475,-1.0,-7.199999999999989,-2.77,-5.53,-3.5,-8.39,-4.549999999999973,-6.072499999999999,499.158,435.8109207924,44.26100009217863
2018-03-04 19:00:00+00:00,41.476,0.8660254037844386,0.0,1.0,0.5680647467311559,0.5000000000000001,-7.3,-6.51,-8.76,-7.152083333333334,-2.5,-6.099999999999966,-3.04,-4.98,-6.099999999999966,-6.95,-4.208333333333303,-4.877083333333333,557.956,458.8343715457,39.65100006869439
2018-03-05 19:00:00+00:00,45.776,0.8660254037844386,0.0,1.0,0.4647231720437686,0.5000000000000001,-9.46,-7.8,-11.96,-9.814583333333331,-2.099999999999966,-8.5,-1.03,-4.2,-4.699999999999989,-9.09,-5.454166666666644,-5.3933333333333335,604.735,484.8310696486,41.475999972805376
2018-03-06 19:00:00+00:00,45.036,0.8660254037844386,0.0,1.0,0.4647231720437686,0.5000000000000001,-8.42,-7.63,-12.79,-10.472083333333332,-1.0,-9.599999999999966,-1.95,-5.4,-5.399999999999977,-9.29,-5.47083333333331,-5.8187500000000005,624.702,474.3873787209,45.77599993592498
2018-03-07 19:00:00+00:00,44.26,0.8660254037844386,0.0,1.0,0.4647231720437686,0.5000000000000001,-4.76,-3.76,-11.12,-7.810833333333334,-0.7999999999999545,-8.799999999999955,-0.2,-2.46,-2.8999999999999773,-8.65,-5.299999999999971,-4.842083333333333,642.914,463.7915304719,45.036000011026864
2018-03-08 19:00:00+00:00,36.932,0.8660254037844386,0.0,1.0,0.4647231720437686,0.5000000000000001,-6.01,-3.14,-7.33,-5.497083333333333,3.0,-5.2999999999999545,2.2,-1.05,0.2000000000000454,-5.06,-1.5958333333333077,-1.9754166666666664,610.467,445.3975561106,44.2600000115633
